"","term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value","p_BH","significant"
"887","X75503_384.274_9.825_NA","Mission_Bay-La_Jolla Reefs",0,0.838785279728583,0.163707580072735,1.51386297938443,0.00516209512983068,0.0219112606130919,"Significant"
"888","X69373_525.283_9.142_NA","Mission_Bay-La_Jolla Reefs",0,0.819374067964793,0.159230961832227,1.47951717409736,0.00523215354809725,0.0221836239961556,"Significant"
"889","X6440_227.175_2.39_NA","Mission_Bay-La_Jolla Reefs",0,0.840893012899208,0.163146906050494,1.51863911974792,0.00525872102107594,0.022271186326604,"Significant"
"890","X91794_538.447_12.822_NA","Mission_Bay-La_Jolla Reefs",0,-0.796820340842845,-1.4407003171429,-0.152940364542789,0.00543590677058148,0.0229957179676846,"Significant"
"891","X78943_397.258_10.195_NA","Mission_Bay-La_Jolla Reefs",0,0.836628024086991,0.159714360649731,1.51354168752425,0.00552593109235833,0.0233503148852178,"Significant"
"892","X62467_345.154_8.042_NA","Mission_Bay-La_Jolla Reefs",0,0.828848167475055,0.156491239856978,1.50120509509313,0.00571166095509501,0.024108075668086,"Significant"
"893","X73680_382.316_9.627_NA","Mission_Bay-La_Jolla Reefs",0,0.822238905656147,0.154555494505952,1.48992231680634,0.00578708559852137,0.024399078699253,"Significant"
"894","X77891_499.371_10.067_NA","Mission_Bay-La_Jolla Reefs",0,0.821667961520625,0.154118244455078,1.48921767858617,0.00582355681905566,0.0245253819057546,"Significant"
"895","X66782_391.211_8.676_NA","Mission_Bay-La_Jolla Reefs",0,0.818274224258281,0.152933246089577,1.48361520242699,0.00588482620808184,0.0247557214228247,"Significant"
"896","X85390_385.273_10.858_NA","Mission_Bay-La_Jolla Reefs",0,0.821318374170001,0.152568169336805,1.4900685790032,0.00598991079501698,0.0251696586420078,"Significant"
"897","X83790_737.477_10.511_NA","Mission_Bay-La_Jolla Reefs",0,0.812677358116024,0.150615790283628,1.47473892594842,0.0060297600832242,0.0253088592121952,"Significant"
"898","X92314_772.49_13.047_NA.Spectral.Match.to.1.Palmitoyl.2.linoleoyl.sn.glycero.3.phosphocholine.from.NIST14","Mission_Bay-La_Jolla Reefs",0,0.828181809764122,0.153312582873495,1.50305103665475,0.00604973422767541,0.0253644202307326,"Significant"
"899","X79910_331.226_10.38_NA","Mission_Bay-La_Jolla Reefs",0,0.823921432518942,0.152116127621202,1.49572673741668,0.00609626454750656,0.0255310745510147,"Significant"
"900","X90743_908.258_12.555_NA..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl..9..hydroxymethyl..2.2.6a.6b.9.12a.hexamethyl.10..3.4.5.trihydroxy.6...3.4.5.trihydroxy.6.methyloxan.2.yl.oxymethyl.oxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.4a.carboxylate","Mission_Bay-La_Jolla Reefs",0,-0.833221517783815,-1.51291057360851,-0.15353246195912,0.00613036447850401,0.0256192097700709,"Significant"
"901","X45155_403.194_5.986_NA","Mission_Bay-La_Jolla Reefs",0,0.824032786851291,0.151834491950648,1.49623108175193,0.00613091846024805,0.0256192097700709,"Significant"
"902","X6817_235.117_2.449_NA","Mission_Bay-La_Jolla Reefs",0,0.837095833937562,0.154025685470751,1.52016598240437,0.00615536605544253,0.025692852770223,"Significant"
"903","X92306_787.463_13.05_NA","Mission_Bay-La_Jolla Reefs",0,0.829297564239081,0.152416593355358,1.5061785351228,0.00617534485571714,0.0257477003120432,"Significant"
"904","X91788_705.5_12.816_NA","Mission_Bay-La_Jolla Reefs",0,0.824899435654061,0.151437441451901,1.49836142985622,0.00619508772379462,0.0258014438939013,"Significant"
"905","X62843_512.342_8.099_NA","Mission_Bay-La_Jolla Reefs",0,0.834042529209451,0.152618109903884,1.51546694851502,0.00625226628711284,0.026010809470696,"Significant"
"906","X92305_804.492_13.046_NA.MGDG..14.0.18.4.","Mission_Bay-La_Jolla Reefs",0,0.825823167246533,0.150761358692621,1.50088497580044,0.00629342671669209,0.0261531474485052,"Significant"
"907","X43817_254.138_5.862_NA..3E.12E..3.12.dimethyl.8.methylidene.6.18.dioxatricyclo.14.2.1.0....nonadeca.3.12.16.19..triene.7.17.dione","Mission_Bay-La_Jolla Reefs",0,0.832452025377581,0.151271890328211,1.51363216042695,0.00637502111489274,0.0264630148815559,"Significant"
"908","X10074_283.175_2.851_Spectral.Match.to.Hexaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,0.824366017740574,0.148646791866197,1.50008524361495,0.00651292072736476,0.0270056679939739,"Significant"
"909","X62079_301.106_7.999_NA","Mission_Bay-La_Jolla Reefs",0,0.813437209106334,0.144723763161992,1.48215065505068,0.00675426202548213,0.0279755737359078,"Significant"
"910","X43517_463.288_5.873_NA","Mission_Bay-La_Jolla Reefs",0,0.821462967787545,0.146065252722485,1.49686068285261,0.00676499400163844,0.0279892334243612,"Significant"
"911","X84790_540.446_10.858_NA","Mission_Bay-La_Jolla Reefs",0,0.794184922557696,0.14106482378788,1.44730502132751,0.00678430446619305,0.028038316482126,"Significant"
"912","X56252_309.133_7.222_NA","Mission_Bay-La_Jolla Reefs",0,0.737721144321653,0.130363481030693,1.34507880761261,0.00687798656949179,0.0283943195549743,"Significant"
"913","X84646_385.292_10.841_NA.Lagochilin","Mission_Bay-La_Jolla Reefs",0,0.832827930680051,0.147078419576934,1.51857744178317,0.0068893473057785,0.028410068572022,"Significant"
"914","X80906_507.334_10.405_NA","Mission_Bay-La_Jolla Reefs",0,0.834234641626282,0.147259344683516,1.52120993856905,0.00689772501390462,0.0284134952706246,"Significant"
"915","X51923_386.254_6.831_NA","Mission_Bay-La_Jolla Reefs",0,0.801641028992689,0.141049400811458,1.46223265717392,0.00695690523590187,0.0286259543313339,"Significant"
"916","X92310_830.591_13.04_NA","Mission_Bay-La_Jolla Reefs",0,0.81901477031646,0.143235798352572,1.49479374228035,0.00706839172667917,0.0290529419770164,"Significant"
"917","X66840_267.195_8.684_NA","Mission_Bay-La_Jolla Reefs",0,0.823630797760222,0.143572257545581,1.50368933797486,0.00712890848834613,0.0292697278719991,"Significant"
"918","X82926_527.335_10.697_NA","Mission_Bay-La_Jolla Reefs",0,-0.82054411345717,-1.49827190826227,-0.142816318652068,0.00715715146853524,0.0293536767745481,"Significant"
"919","X89769_567.419_12.103_NA","Mission_Bay-La_Jolla Reefs",0,0.799943165811495,0.138152372530972,1.46173395909202,0.00730184013575153,0.0298914512693408,"Significant"
"920","X90603_869.556_12.293_NA.Chlorophyll.a","Mission_Bay-La_Jolla Reefs",0,-0.814431799513709,-1.4882264134979,-0.140637185529518,0.00730415276701024,0.0298914512693408,"Significant"
"921","X78464_413.252_10.138_NA","Mission_Bay-La_Jolla Reefs",0,0.821834047262477,0.141559383501583,1.50210871102337,0.0073511292674876,0.0300508253694863,"Significant"
"922","X53604_426.866_6.925_NA","Mission_Bay-La_Jolla Reefs",0,0.816081470739791,0.140508995430413,1.49165394604917,0.00735906002408138,0.0300508253694863,"Significant"
"923","X88555_270.315_11.726_NA","Mission_Bay-La_Jolla Reefs",0,-0.804334406325007,-1.47048000862614,-0.138188804023873,0.00739939943782197,0.0301828156916574,"Significant"
"924","X65184_321.242_8.44_NA","Mission_Bay-La_Jolla Reefs",0,0.816016104626855,0.139404510489978,1.49262769876373,0.00750589845358884,0.0305840992183571,"Significant"
"925","X60556_309.205_7.842_NA","Mission_Bay-La_Jolla Reefs",0,0.812042499071441,0.138023807049462,1.48606119109342,0.00760179852849974,0.0309413745511368,"Significant"
"926","X91698_368.425_12.891_NA","Mission_Bay-La_Jolla Reefs",0,-0.781744870449294,-1.43075819852063,-0.132731542377958,0.00762214696392782,0.030990694729145,"Significant"
"927","X71107_301.179_9.321_NA","Mission_Bay-La_Jolla Reefs",0,0.819764820667799,0.137653568068741,1.50187607326686,0.007833263682267,0.0318147117192398,"Significant"
"928","X49407_221.153_6.452_NA","Mission_Bay-La_Jolla Reefs",0,-0.77050812265809,-1.41194471519042,-0.129071530125764,0.00787938258293341,0.0319675381732158,"Significant"
"929","X82429_430.295_10.594_NA","Mission_Bay-La_Jolla Reefs",0,0.788077037485646,0.13135819410426,1.44479588086703,0.007975215875758,0.032321515363002,"Significant"
"930","X35232_207.138_5.128_NA","Mission_Bay-La_Jolla Reefs",0,0.816462599786495,0.13578942446175,1.49713577511124,0.0080177891036104,0.0324591139517131,"Significant"
"931","X9066_231.12_2.734_NA","Mission_Bay-La_Jolla Reefs",0,0.813915983079661,0.13521262819026,1.49261933796906,0.0080396626315683,0.0325127065605313,"Significant"
"932","X63094_510.973_8.136_NA","Mission_Bay-La_Jolla Reefs",0,0.815060083667644,0.135116628651502,1.49500353868379,0.00808055322279022,0.0326430073860571,"Significant"
"933","X25100_416.249_4.283_NA","Mission_Bay-La_Jolla Reefs",0,0.81389161156683,0.134044004182236,1.49373921895142,0.00820734812477875,0.0330847365245965,"Significant"
"934","X64100_386.29_8.283_NA","Mission_Bay-La_Jolla Reefs",0,-0.79722794452872,-1.46315716750383,-0.131298721553608,0.00820747514315356,0.0330847365245965,"Significant"
"935","X75982_329.174_9.878_NA.Massbank.NA003094.....Costunolide.Costunolide..3aS.6E.10E.11aR..6.10.dimethyl.3.methylidene.3a.4.5.8.9.11a.hexahydrocyclodeca.b.furan.2.one","Mission_Bay-La_Jolla Reefs",0,-0.804388589298746,-1.4768856690429,-0.131891509554591,0.00829392976735666,0.0333974818974308,"Significant"
"936","X59890_291.158_7.64_NA","Mission_Bay-La_Jolla Reefs",0,-0.820686251155437,-1.50727333553145,-0.134099166779419,0.00836151981946853,0.033633677478952,"Significant"
"937","X75593_312.289_9.843_NA","Mission_Bay-La_Jolla Reefs",0,0.811580459664338,0.132499026664704,1.49066189266397,0.00837809832753933,0.0336643972285865,"Significant"
"938","X74884_776.573_9.755_NA","Mission_Bay-La_Jolla Reefs",0,0.803101626202305,0.129957291600123,1.47624596080449,0.0085523000396025,0.0343277288369972,"Significant"
"939","X82521_541.352_10.6_NA","Mission_Bay-La_Jolla Reefs",0,0.806594506248855,0.129431941695528,1.48375707080218,0.00871817135346542,0.0349562461616585,"Significant"
"940","X79482_450.289_10.247_NA","Mission_Bay-La_Jolla Reefs",0,0.814151415753483,0.129780474938314,1.49852235656865,0.00885005375509795,0.0354472897744083,"Significant"
"941","X62903_273.148_8.106_NA","Mission_Bay-La_Jolla Reefs",0,-0.812649487294369,-1.49602247900351,-0.129276495585226,0.00889080387458108,0.035572663748988,"Significant"
"942","X88496_682.544_11.706_NA","Mission_Bay-La_Jolla Reefs",0,-0.811436124613988,-1.49403157299902,-0.128840676228952,0.00892838070990942,0.0356850885061666,"Significant"
"943","X82741_472.327_10.625_NA","Mission_Bay-La_Jolla Reefs",0,0.787795133741867,0.124440455121387,1.45114981236235,0.00903204461346419,0.0360611325235341,"Significant"
"944","X84326_350.29_10.853_NA","Mission_Bay-La_Jolla Reefs",0,0.814622642187308,0.128121777138759,1.50112350723586,0.00911900207211092,0.0363697487304,"Significant"
"945","X40635_375.236_5.592_NA","Mission_Bay-La_Jolla Reefs",0,0.807247569085616,0.126002241711689,1.48849289645954,0.00927184025160832,0.0369401889389474,"Significant"
"946","X50465_267.159_6.57_NA","Mission_Bay-La_Jolla Reefs",0,0.796271485390176,0.123440159225247,1.4691028115551,0.00941051460420428,0.0374530523095445,"Significant"
"947","X15344_355.159_3.399_NA","Mission_Bay-La_Jolla Reefs",0,-0.814745228043386,-1.50359431183589,-0.125896144250878,0.00947616579042543,0.0376745134117759,"Significant"
"948","X81651_343.226_10.5_NA","Mission_Bay-La_Jolla Reefs",0,0.79805542263375,0.123252533088413,1.47285831217909,0.00948682446506421,0.037677103492581,"Significant"
"949","X2702_301.139_1.245_NA","Mission_Bay-La_Jolla Reefs",0,0.784691718259293,0.120815492217251,1.44856794430133,0.00954955291288184,0.0378862662982088,"Significant"
"950","X82270_532.364_10.574_NA","Mission_Bay-La_Jolla Reefs",0,0.777324661132761,0.119462697753211,1.43518662451231,0.00958678162734072,0.0379939292915135,"Significant"
"951","X14469_371.227_3.311_NA","Mission_Bay-La_Jolla Reefs",0,0.803411283873407,0.123332581490433,1.48348998625638,0.00960978419160963,0.0380329522112805,"Significant"
"952","X75405_732.546_9.816_NA","Mission_Bay-La_Jolla Reefs",0,0.796915297612398,0.122293115241073,1.47153747998372,0.00961683147546855,0.0380329522112805,"Significant"
"953","X29683_266.107_4.657_NA.Massbank.NA001246.trans.Zeatin","Mission_Bay-La_Jolla Reefs",0,0.806391059385188,0.122979265609927,1.48980285316045,0.00974404953325103,0.038495641650252,"Significant"
"954","X56928_291.216_7.337_NA","Mission_Bay-La_Jolla Reefs",0,0.798348894210583,0.121650308922008,1.47504747949916,0.00976129163380646,0.0385050479933563,"Significant"
"955","X2545_297.108_1.082_NA","Mission_Bay-La_Jolla Reefs",0,0.793367239766832,0.120858210674737,1.46587626885893,0.00976688468357378,0.0385050479933563,"Significant"
"956","X54367_235.169_7.014_NA","Mission_Bay-La_Jolla Reefs",0,0.808534913834917,0.122239012560412,1.49483081510942,0.00992242362255324,0.0390773273419592,"Significant"
"957","X70003_237.185_9.182_NA.Massbank.AC000107.5.hydroxyculmorin..1S.3R.3aS.4R.6R.8aR.9R..Decahydro.1.5.5.8a.tetramethyl.1.4.methanoazulene.3.6.9.triol","Mission_Bay-La_Jolla Reefs",0,0.793046993993808,0.119242161271894,1.46685182671572,0.0100353142313828,0.0394806249541863,"Significant"
"958","X92160_758.221_12.976_Contaminants.septum.vial.Thermo.C4000.53.and.C4000.54.serie..4..4.5.dihydroxy.6.methyl.3..3.4.5.trihydroxyoxan.2.yl.oxyoxan.2.yl.oxy.6..2..3.4.dihydroxyphenyl.ethoxy..5.hydroxy.2..hydroxymethyl.oxan.3.yl...E..3..3.4.dihydroxyphenyl.prop.2.enoate","Mission_Bay-La_Jolla Reefs",0,0.799282991145863,0.120032976105563,1.47853300618616,0.01006053990268,0.0395385519139771,"Significant"
"959","X24188_509.22_4.194_NA","Mission_Bay-La_Jolla Reefs",0,0.797222101875596,0.119417932309044,1.47502627144215,0.0101133215657995,0.0397045419136966,"Significant"
"960","X71409_628.426_9.359_NA","Mission_Bay-La_Jolla Reefs",0,0.794923884757378,0.118372226244988,1.47147554326977,0.0102356217323243,0.0401428289814593,"Significant"
"961","X72953_693.439_9.535_NA","Mission_Bay-La_Jolla Reefs",0,0.797305473932965,0.118593515931953,1.47601743193398,0.0102589255117126,0.0401780660230212,"Significant"
"962","X64367_295.19_8.326_NA.B18A06_Vallartanone_B","Mission_Bay-La_Jolla Reefs",0,0.798245981106997,0.118693212833018,1.47779874938098,0.0102659494061478,0.0401780660230212,"Significant"
"963","X67674_748.541_8.813_NA","Mission_Bay-La_Jolla Reefs",0,0.796680652276934,0.118361208177195,1.47500009637667,0.0102833417843062,0.0402043424900446,"Significant"
"964","X60306_370.259_7.769_NA","Mission_Bay-La_Jolla Reefs",0,0.786984030710574,0.116335971981581,1.45763208943957,0.0103875035672417,0.0405694511728891,"Significant"
"965","X70089_528.373_9.193_NA","Mission_Bay-La_Jolla Reefs",0,0.798671824591052,0.116799425451573,1.48054422373053,0.0106120588818044,0.0414035250673508,"Significant"
"966","X68485_346.201_8.945_NA","Mission_Bay-La_Jolla Reefs",0,0.804952167862559,0.11750424782596,1.49240008789916,0.0106500534171144,0.0415087485667038,"Significant"
"967","X84024_390.285_10.772_NA","Mission_Bay-La_Jolla Reefs",0,0.773547562451668,0.110820606732089,1.43627451817125,0.0110443537502758,0.0430010257184988,"Significant"
"968","X19948_254.159_3.824_NA","Mission_Bay-La_Jolla Reefs",0,0.789122456752229,0.111772137213775,1.46647277629068,0.0112850447185198,0.0438927617409369,"Significant"
"969","X86273_601.423_11.093_NA","Mission_Bay-La_Jolla Reefs",0,0.794931581740012,0.111300097100429,1.47856306637959,0.0115306439652911,0.0448017281004346,"Significant"
"970","X92547_167.154_13.24_NA","Mission_Bay-La_Jolla Reefs",0,-0.781173189682281,-1.45359406662863,-0.108752312735936,0.0116520041956498,0.0452265936047645,"Significant"
"971","X586_296.185_0.647_NA","Mission_Bay-La_Jolla Reefs",0,0.782975426277838,0.107051762405154,1.45889909015052,0.0120382760700251,0.0466777645763587,"Significant"
"972","X89206_477.31_11.951_NA","Mission_Bay-La_Jolla Reefs",0,0.786314971993499,0.107356700168987,1.46527324381801,0.0120685529816693,0.0467470184938117,"Significant"
"973","X73572_490.092_9.608_NA.Spectral.Match.to.1.Myristoyl.sn.glycero.3.phosphocholine.from.NIST14","Mission_Bay-La_Jolla Reefs",0,-0.786693432295491,-1.46625573702539,-0.107131127565594,0.0121240183062133,0.0469135960153065,"Significant"
"974","X72626_514.301_9.484_NA","Mission_Bay-La_Jolla Reefs",0,0.785568300988711,0.106614653523716,1.46452194845371,0.0121970767874989,0.0471478378900754,"Significant"
"975","X87585_368.425_11.396_NA","Mission_Bay-La_Jolla Reefs",0,0.789369504655272,0.106949232187468,1.47178977712308,0.0122334852719991,0.0472400738964888,"Significant"
"976","X77874_505.256_10.07_NA","Mission_Bay-La_Jolla Reefs",0,0.784701580437852,0.106197590339019,1.46320557053669,0.0122576076093941,0.0472847260751729,"Significant"
"977","X73232_815.33_9.575_NA","Mission_Bay-La_Jolla Reefs",0,0.770836984382551,0.102996888447442,1.43867708031766,0.0125328531716128,0.0482970237370749,"Significant"
"978","X86185_418.316_11.058_NA","Mission_Bay-La_Jolla Reefs",0,0.790576358571463,0.105249210831709,1.47590350631122,0.0126117235920167,0.0485512672023955,"Significant"
"979","X70814_470.368_9.287_NA","Mission_Bay-La_Jolla Reefs",0,0.78829371172919,0.1041346199495,1.47245280350888,0.0127793847773673,0.0491464593327761,"Significant"
"980","X83942_459.273_10.76_NA","Mission_Bay-La_Jolla Reefs",0,0.786818618267601,0.103555774508815,1.47008146202639,0.0128595093537771,0.0494041354254804,"Significant"
"981","X63280_496.342_8.158_NA","Mission_Bay-La_Jolla Reefs",0,0.786785423084943,0.102252390217384,1.4713184559525,0.0131332877319742,0.0504045140783719,"Nonsignificant"
"982","X80462_389.231_10.349_NA","Mission_Bay-La_Jolla Reefs",0,-0.775196627034581,-1.45152533456276,-0.0988679195064072,0.0135427048254888,0.0519228957922254,"Nonsignificant"
"983","X92603_322.237_13.768_NA","Mission_Bay-La_Jolla Reefs",0,-0.759113747224463,-1.42150699645217,-0.0967204979967563,0.0135643737953061,0.0519530695211875,"Nonsignificant"
"984","X74621_458.347_9.727_NA","Mission_Bay-La_Jolla Reefs",0,0.779142864690719,0.0987899388819102,1.45949579049953,0.0136705998004888,0.052306715700041,"Nonsignificant"
"985","X82465_366.321_10.593_NA","Mission_Bay-La_Jolla Reefs",0,0.754434787349853,0.0953025880845644,1.41356698661514,0.013751607534856,0.0525632511357696,"Nonsignificant"
"986","X92256_582.593_13.013_NA","Mission_Bay-La_Jolla Reefs",0,0.778542055689914,0.0981957169657863,1.45888839441404,0.0137854036096918,0.0526389904568861,"Nonsignificant"
"987","X83250_499.341_10.738_NA","Mission_Bay-La_Jolla Reefs",0,-0.78386589243061,-1.46969042159558,-0.0980413632656425,0.0139685961476463,0.0532844625084989,"Nonsignificant"
"988","X78605_311.257_10.134_NA","Mission_Bay-La_Jolla Reefs",0,0.774594246779158,0.0960872289370466,1.45310126462127,0.014148625735426,0.0539165747913753,"Nonsignificant"
"989","X90882_759.222_12.485_Azadirachtin.2.2.6b.9.9.12a.hexamethyl.4a..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.10..3.4.5.trihydroxy.6.methyloxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.6a.carboxylic.acid","Mission_Bay-La_Jolla Reefs",0,0.776715650537268,0.0942229811088648,1.45920831996567,0.0146375586392629,0.0557233652950704,"Nonsignificant"
"990","X42888_256.154_5.776_NA.judaicin..eudesmane.naphthofuran.","Mission_Bay-La_Jolla Reefs",0,0.769135246161874,0.0932370455154818,1.44503344680827,0.0146531549355626,0.0557263922549427,"Nonsignificant"
"991","X80781_293.174_10.397_NA.dihydroauroglaucin","Mission_Bay-La_Jolla Reefs",0,0.727401331014106,0.0863270406059234,1.36847562142229,0.0151184997157364,0.0574380942782519,"Nonsignificant"
"992","X79873_382.295_10.293_NA","Mission_Bay-La_Jolla Reefs",0,0.760926128935793,0.0901238143069786,1.43172844356461,0.0151627565137621,0.0575481635829781,"Nonsignificant"
"993","X70169_583.308_9.21_NA","Mission_Bay-La_Jolla Reefs",0,0.772328258344548,0.091373567577684,1.45328294911141,0.015186936332557,0.0575818885116586,"Nonsignificant"
"994","X88182_533.254_11.573_NA","Mission_Bay-La_Jolla Reefs",0,0.774027917141529,0.0910144904780438,1.45704134380501,0.0153216334512446,0.058034154873175,"Nonsignificant"
"995","X54166_556.347_6.986_NA","Mission_Bay-La_Jolla Reefs",0,0.760555189409057,0.0872039885739661,1.43390639024415,0.0158751828704384,0.0600173064981717,"Nonsignificant"
"996","X6171_162.055_2.345_NA","Mission_Bay-La_Jolla Reefs",0,0.757025884582883,0.0867917927449415,1.42725997642082,0.0158770882529028,0.0600173064981717,"Nonsignificant"
"997","X7586_223.116_2.554_NA","Mission_Bay-La_Jolla Reefs",0,0.771262662607294,0.0882495391407503,1.45427578607384,0.0159204574654817,0.0601208850125761,"Nonsignificant"
"998","X8627_229.107_2.686_NA","Mission_Bay-La_Jolla Reefs",0,0.746424607651094,0.0844597728627259,1.40838944243946,0.0161654425647071,0.0609848609780783,"Nonsignificant"
"999","X57876_377.18_7.457_NA","Mission_Bay-La_Jolla Reefs",0,0.753838070024963,0.0833110550141504,1.42436508503578,0.0166827172483427,0.062873303743754,"Nonsignificant"
"1000","X9270_363.164_2.76_NA","Mission_Bay-La_Jolla Reefs",0,0.762701773532956,0.0832067107666769,1.44219683629923,0.0169663584539893,0.0638783395792697,"Nonsignificant"
"1001","X58416_319.226_7.43_NA","Mission_Bay-La_Jolla Reefs",0,0.768184199922819,0.0835836498481048,1.45278474999753,0.0170242335837352,0.0640322072355274,"Nonsignificant"
"1002","X72538_286.31_9.484_NA","Mission_Bay-La_Jolla Reefs",0,0.760360587157934,0.0819614630022298,1.43875971131364,0.0172291616936697,0.0647383171423817,"Nonsignificant"
"1003","X68674_277.143_8.983_NA","Mission_Bay-La_Jolla Reefs",0,0.700100992925261,0.0733136023459405,1.32688838350458,0.017861200616638,0.0670462814772104,"Nonsignificant"
"1004","X15282_209.153_3.394_NA","Mission_Bay-La_Jolla Reefs",0,-0.771262262217312,-1.46364409941874,-0.0788804250158803,0.0183752328814535,0.0689071233054506,"Nonsignificant"
"1005","X86775_948.566_11.196_NA.TAG..18.5.18.4.18.5.","Mission_Bay-La_Jolla Reefs",0,-0.749676851634531,-1.42285961367366,-0.0764940895953996,0.0184259152036743,0.0690284285988396,"Nonsignificant"
"1006","X3357_300.201_1.613_NA.Spectral.Match.to.Hexaethylene.glycol.from.NIST14","Mission_Bay-La_Jolla Reefs",0,0.757747702833114,0.0770387728791083,1.43845663278712,0.0185043483081937,0.069253351272713,"Nonsignificant"
"1007","X8229_286.185_2.636_NA","Mission_Bay-La_Jolla Reefs",0,-0.737990243343432,-1.40225724792039,-0.0737232387664798,0.0188850704485219,0.0706080340006804,"Nonsignificant"
"1008","X81474_575.356_10.477_NA","Mission_Bay-La_Jolla Reefs",0,-0.757286354331607,-1.44154395654264,-0.0730287521205786,0.0196453276667337,0.0733776375647344,"Nonsignificant"
"1009","X69768_354.227_9.014_NA","Mission_Bay-La_Jolla Reefs",0,0.764001445098955,0.073581504788176,1.45442138540973,0.0196729677919302,0.0734080512751408,"Nonsignificant"
"1010","X74757_649.465_9.748_NA","Mission_Bay-La_Jolla Reefs",0,0.749996453546923,0.0717458152028199,1.42824709189103,0.0198179872705861,0.0738759624492642,"Nonsignificant"
"1011","X35495_302.211_5.153_NA","Mission_Bay-La_Jolla Reefs",0,0.753866214471091,0.07197065661882,1.43576177232336,0.0198612021999633,0.0739638242164807,"Nonsignificant"
"1012","X50606_370.28_6.587_NA","Mission_Bay-La_Jolla Reefs",0,0.733296788852435,0.0685209285482419,1.39807264915663,0.0203194020981414,0.0755954040508918,"Nonsignificant"
"1013","X82640_428.3_10.626_NA","Mission_Bay-La_Jolla Reefs",0,0.751178706219901,0.0696596429819186,1.43269776945788,0.0204813237416847,0.0761225902146522,"Nonsignificant"
"1014","X61444_373.163_7.918_Massbank.PR303917.Arctigenin.Spectral.Match.to.Arctigenin.from.NIST14","Mission_Bay-La_Jolla Reefs",0,0.736921902338609,0.0675466697204794,1.40629713495674,0.0207283064497179,0.0769645698059052,"Nonsignificant"
"1015","X58777_265.179_7.574_NA","Mission_Bay-La_Jolla Reefs",0,0.751036201417199,0.0686981754523809,1.43337422738202,0.0207720985643214,0.0770346711099524,"Nonsignificant"
"1016","X73524_313.321_9.746_NA","Mission_Bay-La_Jolla Reefs",0,0.751268781586799,0.0686674943713999,1.4338700688022,0.0207881077948769,0.0770346711099524,"Nonsignificant"
"1017","X68913_361.236_9.094_NA","Mission_Bay-La_Jolla Reefs",0,0.742750294238876,0.0651570686080054,1.42034351986975,0.0216519212663482,0.0801568176674542,"Nonsignificant"
"1018","X67078_561.36_8.728_NA","Mission_Bay-La_Jolla Reefs",0,0.747001044720331,0.0645288367943789,1.42947325264628,0.0219727597880149,0.0812646764262046,"Nonsignificant"
"1019","X63505_323.185_8.2_NA","Mission_Bay-La_Jolla Reefs",0,0.733197431286478,0.0629561902505166,1.40343867232244,0.0220977878740253,0.0816468806140384,"Nonsignificant"
"1020","X69976_307.19_9.17_NA","Mission_Bay-La_Jolla Reefs",0,0.738875572930985,0.0633239604095224,1.41442718545245,0.0221369729395862,0.0817114736446489,"Nonsignificant"
"1021","X80177_568.384_10.211_NA","Mission_Bay-La_Jolla Reefs",0,0.746269775164408,0.0638301297368625,1.42870942059195,0.0221783324373899,0.0817839584983084,"Nonsignificant"
"1022","X89267_510.487_11.977_NA.Cer.d18.1.18.1....M.H...C36H70N1O3","Mission_Bay-La_Jolla Reefs",0,0.741779438301204,0.062517949344172,1.42104092725824,0.0224827600599737,0.0828254321191792,"Nonsignificant"
"1023","X60097_384.238_7.811_NA","Mission_Bay-La_Jolla Reefs",0,0.74878544356178,0.0625937828771082,1.43497710424645,0.0226512053495463,0.0833644067849873,"Nonsignificant"
"1024","X57076_237.148_7.356_NA","Mission_Bay-La_Jolla Reefs",0,0.73176466549829,0.0590512744146913,1.40447805658189,0.023370670439163,0.0858881474965878,"Nonsignificant"
"1025","X90347_956.629_12.312_NA","Mission_Bay-La_Jolla Reefs",0,0.733091139752176,0.0591235942334688,1.40705868527088,0.0233825633954854,0.0858881474965878,"Nonsignificant"
"1026","X82318_415.303_10.568_NA","Mission_Bay-La_Jolla Reefs",0,0.743765162466238,0.0593998568375912,1.42813046809489,0.0235805263590974,0.0865308788908397,"Nonsignificant"
"1027","X87239_287.236_11.289_NA","Mission_Bay-La_Jolla Reefs",0,0.735047111491744,0.0586128704066681,1.41148135257682,0.0236117190597955,0.0865609759105455,"Nonsignificant"
"1028","X74527_351.216_9.596_NA","Mission_Bay-La_Jolla Reefs",0,0.740945520431039,0.0572950427837806,1.4245959980783,0.0242272774022994,0.0887312251163979,"Nonsignificant"
"1029","X29419_556.348_4.631_NA","Mission_Bay-La_Jolla Reefs",0,0.739443667339087,0.0569004380428573,1.42198689663532,0.0243243115776473,0.0889626846188355,"Nonsignificant"
"1030","X38192_275.175_5.376_NA","Mission_Bay-La_Jolla Reefs",0,-0.746459640465209,-1.43551778399756,-0.0574014969328615,0.0243377331095354,0.0889626846188355,"Nonsignificant"
