row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab1_PPL_blank_Pos_MS2.mzML Peak area,DOM_Interlab-LCMS_Lab1_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab1_A5M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab1_A45M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab1_A45M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab1_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab1_M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab1_A15M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab1_A15M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab1_A45M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab1_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab1_M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab1_A15M_Pos_MS2_rep3.mzML Peak area,
14214,225.14862996878,8.862172,,,,,,,,,,,0,186001.5,215840.81,110124.88,143933.52,196126.8,223221.3,227030.62,207068.53,87416.54,199504.22,186293.1,268612.16,
14753,225.1849830598212,9.205487,,,,,,,,,,,0,59583.55,76719.73,45633.31,66619.52,86515.414,71087.72,77903.26,72980.42,58649.99,59264.223,65342.01,86059.87,
1791,226.10754591632292,3.6017938,,,,,,,,,,,0,0,147514.1,157166.55,107813.77,109518.97,146854.34,143189.56,272354.97,159615.83,163772.0,152199.75,137550.56,
1841,226.10756782270346,3.6698697,,,,,,,,,,,0,116839.74,8348.636,13327.959,13420.788,14015.951,60294.707,13695.174,8074.048,0,23105.38,0,0,
732,226.12868132805548,1.0003098,,,,,,,,,,,0,100364.73,90020.95,70590.555,41763.773,92451.22,100665.57,105038.6,61463.42,54959.94,92088.33,438807.3,102964.875,
896,226.12869892329329,1.1491246,,,,,,,,,,,0,271656.0,222216.56,49910.617,32141.541,304981.97,316979.03,131296.3,104802.305,44120.04,128723.695,189796.1,94490.12,
7489,226.14384871101757,6.114454,,,,,,,,,,,0,122202.68,148701.72,118530.93,100059.07,124448.92,115196.31,126466.34,124811.95,145267.94,123680.76,182166.72,135548.6,
12103,226.1801560864108,7.656296,,,,,,,,,,,0,3577.7021,0,63660.54,91578.266,3024.8296,5516.1416,13317.115,10006.109,48217.016,5044.4175,11367.805,14904.8,
13601,226.18019912451697,8.5037565,,,,,,,,,,,0,1116789.1,1210665.1,982465.0,935883.2,1179638.6,1130869.4,1253977.9,1286036.4,1042490.6,1132140.9,1145510.9,1290260.0,
10585,226.18021214627092,7.1295667,,,,,,,,,,,58355.79,1067158.5,1237063.9,1516524.5,1587029.6,912026.9,996669.56,793417.06,761129.0,1566989.5,1224167.8,1010721.94,723894.9,
1592,226.1802978672731,3.4222376,,,,,,,,,,,0,219229.03,0,0,0,108645.445,19028.443,0,8168.9053,0,11524.513,127484.31,8995.881,
1837,226.1803125335691,3.6525342,,,,,,,,,,,0,0,88427.945,28946.207,27069.605,99440.266,83913.09,111013.26,85907.5,26240.287,72647.38,97150.65,124509.9,
1551,226.18031907421573,3.3636947,,,,,,,,,,,0,0,227053.48,266519.4,260695.67,218305.58,227398.62,181716.58,196635.88,257350.05,233612.61,226091.6,193263.2,
92,226.95150668826028,0.7034692,,,,,,,,,,,12736.848,2840567.0,2672418.0,2956908.5,2754766.2,2799645.2,2647874.5,2909735.8,2948734.8,2719163.8,2889781.0,2579517.8,2684718.8,
2654,227.09152285344592,4.305803,,,,,,,,,,,0,267888.8,212867.4,242782.22,238245.78,324049.03,279464.6,274646.44,276795.12,274526.38,296924.8,209431.45,201552.78,
11982,227.1278128139518,7.618423,,,,,,,,,,,0,193681.92,150661.12,68181.625,41935.832,185183.14,193786.94,249239.0,232705.69,78123.43,156970.0,230418.3,237388.14,
8864,227.12783080897177,6.549723,,,,,,,,,,,0,258811.88,210106.4,252513.4,263571.3,291412.72,200979.75,233651.89,253827.66,167993.55,225445.95,261153.36,241463.89,
13782,227.12783133813892,8.621484,,,,,,,,,,,0,59573.535,66420.32,24651.514,20222.4,63337.39,76563.68,97283.04,107453.66,22917.42,57412.926,74317.516,95439.07,
11632,227.1278376475775,7.4850526,,,,,,,,,,,0,117657.38,149540.6,85426.48,92722.836,130464.05,112326.6,160346.67,168493.98,107193.05,142377.88,143044.8,186099.48,
6876,227.12783783570225,5.9200053,,,,,,,,,,,0,82476.914,46683.273,127228.6,122012.81,74304.125,46258.43,63124.523,24676.512,136461.75,72660.234,76106.75,40933.07,
3932,227.12784722620202,4.942536,,,,,,,,,,,0,164201.33,146120.42,229978.23,228482.56,166477.6,155872.73,165463.1,179090.17,291845.38,182811.92,129902.22,153228.06,
6609,227.12784950070855,5.8542686,,,,,,,,,,,0,345166.2,162539.84,329411.47,322841.78,257809.17,278435.62,165377.06,221529.77,193528.92,252165.92,199492.86,230218.89,
5738,227.1278496634698,5.5708466,,,,,,,,,,,0,151463.62,166430.25,174150.73,245208.19,191718.38,192403.83,171569.23,237087.73,173827.53,222439.97,261524.97,301187.62,
10338,227.12784975688206,7.032446,,,,,,,,,,,0,116606.945,118112.28,262087.5,234661.19,415332.56,135063.8,315479.97,185389.81,277479.25,114904.77,89202.01,494141.38,
10608,227.12784980242435,7.1295724,,,,,,,,,,,1702.7017,353867.4,402547.94,233707.58,219118.84,148251.6,429826.53,180634.38,535582.8,230780.97,429537.53,318130.66,180332.06,
7765,227.12785048512956,6.1970716,,,,,,,,,,,0,114853.2,102485.59,106695.24,133086.14,107574.56,111396.49,93645.42,78854.87,128201.72,107338.945,125101.88,189463.9,
6147,227.12785522839195,5.68428,,,,,,,,,,,0,17714.586,53711.81,236403.5,117127.87,68967.69,40178.918,59917.66,66604.57,214849.9,74968.28,76407.39,61926.78,
7196,227.1278562298783,6.0233254,,,,,,,,,,,0,147430.81,164068.75,140715.89,129674.79,156903.84,77182.66,126567.336,109260.516,134622.84,99465.17,167276.58,84222.08,
4673,227.12785780921442,5.221173,,,,,,,,,,,0,47471.543,37601.477,249515.69,232515.16,44440.418,22918.527,43670.87,35556.668,139955.19,45525.21,46396.047,59287.137,
4842,227.12786602931178,5.293658,,,,,,,,,,,0,370842.94,345810.6,309628.78,322814.97,344398.97,411228.4,357445.78,362951.56,476821.97,427126.62,389232.34,368931.72,
12622,227.12787058817307,7.918424,,,,,,,,,,,0,278541.75,316407.62,122529.04,151310.34,371791.38,371250.47,588512.7,423502.25,122894.695,285525.0,351326.6,496482.03,
8159,227.12787789759736,6.3215356,,,,,,,,,,,0,70032.35,177624.3,231545.9,189642.2,140305.9,105022.64,205719.08,105935.72,83260.6,82987.79,80926.07,78153.17,
9300,227.1642233929755,6.689982,,,,,,,,,,,0,32037.46,41910.3,833646.75,842938.06,57895.066,67185.34,184783.38,128321.78,896317.25,47697.305,54670.684,157408.39,
12550,227.16423844344652,7.8683076,,,,,,,,,,,0,102407.56,107900.95,104860.94,133821.28,169873.16,142359.4,112585.94,123545.914,140787.06,134145.44,141478.62,124722.8,
4303,227.16425859501012,5.0865083,,,,,,,,,,,0,6901.4976,6796.299,155106.25,151169.47,13997.086,17749.281,59433.57,53600.188,155771.58,8713.854,13992.381,44061.29,
1630,227.1755310739855,3.4771314,,,,,,,,,,,0,164884.66,3821.6394,0,0,0,0,8576.076,3559.7305,0,0,0,5573.3286,
1284,227.17554263497235,2.9154031,,,,,,,,,,,0,0,1686929.5,1615455.9,2062735.2,1691623.6,1823771.2,1784738.5,1760364.0,1627180.4,1784868.1,1880716.0,1772321.4,
1566,227.17555776631642,3.3843734,,,,,,,,,,,0,0,162405.23,182931.84,178872.11,170370.22,172148.56,160913.1,160381.66,175010.34,166391.5,168911.17,182145.31,
1481,227.17556556812255,3.2653906,,,,,,,,,,,0,75812.43,72330.54,83026.63,87725.45,72612.625,74429.73,70241.375,69612.586,93296.11,75939.76,79763.39,69144.8,
1326,227.17556894743007,3.016343,,,,,,,,,,,0,1600750.1,549251.1,571613.94,460962.84,544459.75,613391.5,608412.3,552484.56,500056.4,540560.1,569456.06,561619.56,
14647,227.2006637633964,9.141401,,,,,,,,,,,63391.273,368453.22,395936.12,361228.44,365999.47,384543.88,363226.4,347934.97,345935.3,368213.16,370948.78,375756.97,385071.0,
14896,227.20067206783682,9.295097,,,,,,,,,,,18299.596,60492.85,68726.125,59331.062,58879.734,63354.625,59034.055,55172.58,59019.312,67563.625,63045.914,69276.72,60536.723,
1090,228.1232304690486,1.8572551,,,,,,,,,,,0,5484.263,79521.14,22574.547,36681.395,72999.22,73186.74,82662.51,74460.49,33030.24,199842.42,88245.95,76267.38,
1518,228.12323730909537,3.3316658,,,,,,,,,,,0,175407.64,0,14604.523,9235.044,10265.27,0,0,0,20830.24,24432.47,0,9333.389,
1479,228.12323832459185,3.2563381,,,,,,,,,,,0,10348.818,177439.48,220326.31,183769.69,195634.56,243028.45,295727.88,238262.27,154180.52,190313.77,193296.03,259175.9,
1112,228.12324158343236,1.8871073,,,,,,,,,,,0,4598.7954,192774.48,34758.875,30383.936,200009.48,201417.88,196614.11,187264.83,22631.025,51299.355,209003.23,184491.8,
1169,228.12324325436975,2.1112232,,,,,,,,,,,0,195340.06,2668.8567,970.9829,788.65344,925.68774,1861.8721,2927.3943,1586.1642,736.91296,1308.6958,1724.1012,2504.5542,
8616,228.15953487395552,6.4616585,,,,,,,,,,,0,118986.555,117623.086,207600.05,213374.08,86933.664,93171.57,92387.445,90210.234,199964.81,111202.055,115455.16,86096.484,
13209,228.19594659208892,8.287917,,,,,,,,,,,0,62598.57,58900.082,62051.773,58031.164,63109.715,55779.855,59351.22,62203.387,64144.375,65547.445,75431.39,62350.312,
13910,228.19594949714568,8.693004,,,,,,,,,,,0,33533.56,35693.527,37011.18,44156.805,38451.32,41112.266,46930.39,49596.125,51517.047,40535.633,38799.37,50902.43,
12469,228.19594777471124,7.823474,,,,,,,,,,,142623.08,349083.06,364704.78,396779.94,414477.62,309060.6,350977.47,350079.5,370763.9,403810.47,364627.4,322530.7,365496.72,
5548,229.10715608031083,5.5190845,,,,,,,,,,,0,193712.58,189039.75,211545.55,154209.28,84091.44,210075.72,296166.6,209719.81,108622.62,253682.53,238694.95,220245.19,
3542,229.1071718844555,4.791385,,,,,,,,,,,0,422771.6,211203.14,336040.25,312049.97,269443.0,258499.72,320287.22,267475.78,181071.3,287762.03,441611.84,335390.38,
2610,229.10719533335808,4.284931,,,,,,,,,,,0,108154.26,107376.33,104197.555,123388.05,86107.305,97893.1,37963.227,97096.695,127448.09,115702.03,69236.2,63155.95,
3134,229.10719792115128,4.589623,,,,,,,,,,,0,77394.625,201209.05,47791.07,51086.688,172695.05,127642.76,196595.67,171309.98,150277.92,138173.17,82741.96,174048.34,
2371,229.10726473022598,4.141536,,,,,,,,,,,0,123884.46,120023.67,167555.2,138546.11,102716.31,81165.65,123677.805,122215.19,174642.05,112624.75,116555.84,135427.78,
1088,229.1184369657965,1.791419,,,,,,,,,,,0,26214.484,24975.3,8760.894,4618.183,81112.88,136635.83,68891.32,34686.605,6215.533,18886.715,61623.34,65884.164,
1138,229.11844405607332,2.0022812,,,,,,,,,,,0,104147.45,2066.2817,0,0,9105.572,14637.73,4405.2676,9478.75,0,4193.8696,14751.398,6009.3154,
1073,229.11845238223736,1.7681555,,,,,,,,,,,0,24713.658,102798.4,12651.021,16340.697,134354.23,77272.64,145210.72,152766.66,18343.83,110819.81,136230.78,154620.23,
1031,229.11848612956908,1.4865083,,,,,,,,,,,0,6063.98,26566.467,1263.3102,1441.5944,12860.239,38377.91,48639.293,123137.086,705.3594,32203.396,46204.203,83303.38,
11921,229.14350819928248,7.6016793,,,,,,,,,,,0,144518.2,142586.62,97815.01,99952.25,167029.75,116435.78,197253.78,182108.14,112540.58,137560.88,145383.6,180343.0,
10581,229.14350877092443,7.1289268,,,,,,,,,,,0,161730.28,157212.4,139392.44,138243.52,120256.61,118591.76,128474.984,150327.1,80931.07,123608.63,159104.72,159704.75,
11075,229.14351814255303,7.284024,,,,,,,,,,,0,537458.75,484138.22,342528.84,379626.62,610501.25,582789.8,613630.06,679227.2,406382.0,493128.7,592856.4,719886.5,
12170,229.1435220719486,7.6938453,,,,,,,,,,,0,1766972.9,1771815.1,1126385.0,1187203.2,1864727.1,2048975.4,1992160.9,2211956.5,1280034.6,1596471.0,1973146.5,2209829.8,
13499,229.14352268371104,8.4545765,,,,,,,,,,,0,357757.7,397596.62,249842.8,242389.48,405731.3,415123.75,453410.84,472477.9,242143.44,356612.7,410624.62,444499.06,
9731,229.14352816589553,6.8326774,,,,,,,,,,,0,708872.7,732159.8,825974.5,858059.6,628688.8,627630.3,524928.9,501094.1,989132.56,676260.7,667793.75,517098.6,
9020,229.14353089346605,6.595553,,,,,,,,,,,0,195586.86,217355.6,149942.61,154255.47,211975.58,169450.25,255650.0,225505.95,154971.27,224602.39,231019.45,240267.53,
8597,229.14354014302674,6.454714,,,,,,,,,,,0,539538.6,356303.97,511886.53,511952.84,352914.9,439133.84,385880.16,396752.9,521349.94,387640.94,443419.47,377034.12,
15388,229.15883859144114,9.668867,,,,,,,,,,,0,57637.74,35526.066,25421.922,22956.268,38532.215,49050.508,28796.695,32746.338,27861.574,43878.227,33230.36,33317.844,
14637,229.17993283177952,9.135112,,,,,,,,,,,0,170797.97,207975.9,46108.4,80941.93,208970.02,183821.53,230261.06,242470.61,73691.69,170322.03,189144.25,246480.28,
15243,229.1799505511826,9.548868,,,,,,,,,,,0,86626.36,80651.3,55202.754,54745.336,85510.9,96441.72,105956.15,115737.28,53614.793,91015.72,98503.305,88018.125,
15564,229.1799570944585,9.834568,,,,,,,,,,,0,33103.504,44871.363,18510.674,24515.889,41145.914,44246.133,36201.566,50361.297,23805.49,42284.816,46914.723,53996.664,
15098,229.1799614926067,9.441374,,,,,,,,,,,0,428791.1,515115.38,278430.75,304902.6,457162.47,480803.12,533953.0,328922.1,287633.4,467082.6,462599.1,724291.5,
14953,229.179967392981,9.341581,,,,,,,,,,,0,339087.2,372275.97,251905.58,250313.62,350260.47,370801.06,392114.88,404112.53,259072.48,345061.84,353908.16,458438.6,
15476,229.17997098915043,9.75246,,,,,,,,,,,0,29305.553,28472.816,23265.684,20213.047,36582.22,34207.305,45097.35,37411.46,23012.219,30299.285,31478.87,36907.83,
15359,229.17997465632348,9.645351,,,,,,,,,,,0,48789.484,43116.246,28278.434,31648.465,59502.758,50295.26,55716.883,54201.387,28148.541,54084.445,52002.363,58869.668,
3965,230.13879581101503,4.9575524,,,,,,,,,,,0,339123.4,396836.66,390516.2,366978.06,378548.28,351925.2,343042.8,352914.1,368839.5,330078.97,377217.88,322981.38,
3747,230.1388036293907,4.872407,,,,,,,,,,,0,135026.16,119944.88,135545.12,112871.016,106418.1,124512.86,127410.06,127622.64,129939.51,133461.86,127695.664,128835.234,
2763,230.13881807555674,4.357644,,,,,,,,,,,0,154559.69,163292.83,149635.14,173042.67,155295.77,164483.69,124668.32,132116.67,163520.03,152318.84,157422.88,159355.9,
3280,230.13881815892742,4.6774325,,,,,,,,,,,0,127167.516,132356.86,154511.16,152596.56,135884.9,132585.55,104232.11,134758.95,153227.4,131398.9,128857.15,141996.97,
2561,230.1388248574926,4.2483397,,,,,,,,,,,0,140343.44,124273.805,171427.36,160710.53,130855.09,136546.38,133890.92,191281.31,170111.2,133168.1,116798.2,110081.09,
1382,230.13888110281496,3.1206846,,,,,,,,,,,0,0,217635.58,145439.31,231942.14,225250.27,222625.2,176578.84,226876.9,204411.44,204566.52,183142.98,234876.5,
16911,230.14006148435294,14.307264,,,,,,,,,,,112601.13,78583.875,81735.31,66955.96,67208.445,80906.62,79153.4,71870.47,82738.35,76508.02,82451.75,89993.266,88881.15,
1220,230.14992721757642,2.554089,,,,,,,,,,,0,93396.125,0,0,0,0,1680.2079,0,0,0,0,0,0,
1208,230.1500195468707,2.390853,,,,,,,,,,,0,0,90515.664,96486.12,83507.76,57207.754,94245.47,96292.2,92983.086,86391.555,96387.41,104013.05,91870.38,
1213,230.15002083009088,2.4171147,,,,,,,,,,,0,0,51519.008,48675.77,29764.29,95104.62,58444.93,49738.164,48485.758,40210.29,28285.51,54657.99,46057.06,
3003,230.15406798514985,4.5159597,,,,,,,,,,,0,0,0,66933.61,57815.582,8332.384,0,14720.874,21647.4,66413.03,0,2200.2417,19140.994,
10787,230.175122918361,7.1999416,,,,,,,,,,,0,356855.94,370404.1,362379.0,344264.6,358025.44,367340.06,373211.03,355942.3,357250.44,364401.22,391231.5,370610.53,
9102,230.17515849149427,6.6221313,,,,,,,,,,,0,85930.555,96584.78,128080.86,120784.42,87707.664,95116.88,89661.53,78271.195,117133.6,92135.42,92000.03,95961.01,
10367,230.1751610687304,7.042177,,,,,,,,,,,0,117587.95,115993.9,115674.03,135213.72,124570.81,125715.16,108445.63,120928.49,123730.305,114013.98,117202.44,95466.65,
10065,230.17517227239787,6.9342113,,,,,,,,,,,0,145931.33,143451.19,160856.89,153724.61,175361.67,148200.72,155174.97,160801.44,158147.64,150974.98,146192.38,162123.88,
9645,230.17517560498067,6.7947927,,,,,,,,,,,4066.1448,228316.56,403777.44,376010.7,364198.16,400781.88,432263.25,222368.77,239776.84,248536.38,502160.44,436028.6,377486.8,
4593,230.1751780082133,5.194714,,,,,,,,,,,0,42661.53,79930.86,50596.902,99377.42,70525.63,58932.28,50136.92,50563.953,80569.09,59604.34,40618.746,71001.89,
9449,230.17517904695103,6.74689,,,,,,,,,,,7128.2363,173045.1,115143.47,156328.47,148900.55,110422.31,176797.58,169299.36,150112.9,163367.19,166015.94,115965.0,146223.39,
12478,230.2479528065567,7.833082,,,,,,,,,,,0,215186.55,277815.12,328161.72,322423.97,211152.89,188426.53,204205.08,223977.3,338799.1,296682.25,234547.88,206490.05,
1136,231.0840288068285,1.9873016,,,,,,,,,,,0,0,76759.805,91556.66,82788.92,77176.24,76555.08,78223.12,70885.98,79474.7,80223.22,80487.164,73558.28,
806,231.08408262379646,1.0065182,,,,,,,,,,,0,59460.613,71865.28,124930.234,23272.865,43640.133,85003.75,47161.84,49691.305,47587.066,86620.84,79105.65,74346.39,
852,231.0841023683919,1.0955426,,,,,,,,,,,0,107297.03,245743.77,51973.887,44391.14,131400.19,313528.06,281058.94,245161.77,78292.125,271944.2,348442.22,229050.23,
1187,231.08412200231308,2.229056,,,,,,,,,,,0,76734.336,0,0,0,0,0,0,0,0,0,0,0,
1586,231.1129783143015,3.416104,,,,,,,,,,,0,0,21138.225,91146.71,90938.9,26884.615,26046.207,45468.945,53993.46,88422.0,22547.857,28274.121,39008.375,
5764,231.12279553850576,5.5750203,,,,,,,,,,,0,135483.66,130230.72,130749.14,121057.86,142765.84,147644.88,142205.42,138320.69,116236.55,153726.4,177313.88,145051.8,
5260,231.12279684758053,5.432783,,,,,,,,,,,0,70551.336,185711.19,62172.816,72499.1,86099.31,88522.43,166653.75,74267.47,71805.32,92542.32,99093.92,92024.05,
8219,231.12279958284367,6.3395095,,,,,,,,,,,0,417189.06,426962.3,180606.75,199898.23,606520.06,613632.8,795867.25,799184.2,200984.06,471765.97,631258.0,784843.8,
5499,231.12280041970996,5.496628,,,,,,,,,,,0,90585.09,98648.83,74964.22,80192.234,85730.31,92396.02,83344.08,179808.11,79869.625,84358.63,85957.96,80139.836,
7910,231.12281333054116,6.2416224,,,,,,,,,,,0,156740.33,158321.64,35634.594,42346.285,131119.06,136880.9,173323.33,171688.67,40721.633,112462.68,132504.33,221873.22,
3088,231.12282426443628,4.560144,,,,,,,,,,,0,53365.234,23402.32,114753.95,108049.6,21843.932,54305.69,49307.89,31041.588,125184.26,36281.195,27840.527,28344.885,
14842,231.15920592733707,9.257193,,,,,,,,,,,0,93253.24,110963.51,63543.777,68555.1,124509.7,128289.66,133992.06,153542.7,64148.086,102833.336,123686.32,181973.12,
1765,232.118113493058,3.5802488,,,,,,,,,,,0,154141.4,0,27776.826,0,0,78351.88,24869.75,18933.94,41666.9,18728.412,77422.555,0,
2352,232.11811545352387,4.133189,,,,,,,,,,,0,122991.2,119113.586,113470.99,95835.22,149367.38,164393.1,175748.61,194676.61,107007.23,118532.21,188866.8,166753.53,
1708,232.1181266582347,3.5232787,,,,,,,,,,,0,0,183537.12,277134.16,264698.8,122258.58,161466.64,119864.805,122638.54,190324.6,152670.86,143540.72,115012.57,
872,232.11816421196613,1.1266973,,,,,,,,,,,0,23685.79,103339.65,54112.914,49239.26,291683.5,176193.92,87849.78,76514.91,52374.26,86033.66,169456.19,100048.945,
9783,232.1543960544669,6.8492475,,,,,,,,,,,0,1118507.1,1079395.1,778797.06,715520.44,1207350.6,1139741.6,1288794.4,1278544.9,761112.9,1122468.4,1314070.6,1259547.6,
8825,232.15441119023387,6.534426,,,,,,,,,,,0,770609.06,752056.6,520578.0,528933.7,856983.3,834132.0,951726.94,995685.7,548399.7,848090.2,867275.4,952448.1,
9165,232.1544140384042,6.643927,,,,,,,,,,,0,181246.55,186642.4,122944.17,121667.34,227658.69,208908.88,258544.44,233980.6,122019.88,200914.95,189201.02,231052.19,
11769,232.15441686213185,7.5522723,,,,,,,,,,,0,137003.0,146345.78,24692.715,27197.379,158248.34,149938.53,163349.97,178447.56,30317.379,139839.19,156026.75,177889.47,
4562,232.15442432758607,5.1862483,,,,,,,,,,,0,83176.555,133812.55,168532.8,164217.55,59060.79,57566.65,107271.78,51691.71,170306.81,71736.414,64691.23,114883.38,
6231,232.15442152771595,5.7409167,,,,,,,,,,,0,269411.44,271436.6,297469.84,269189.9,264121.53,255107.55,233942.03,142365.84,301058.7,128429.44,122723.484,101448.05,
4071,232.15443272522597,4.9970794,,,,,,,,,,,0,73396.33,106759.33,51273.56,64468.727,90186.79,86302.836,96467.86,106424.805,59083.8,74936.43,58470.586,118834.33,
7374,232.15443866030657,6.077844,,,,,,,,,,,0,184581.58,188826.98,260940.17,240387.48,185559.22,198042.03,156998.16,195492.6,236111.2,201487.19,206760.73,147832.78,
7123,232.15444169982234,5.9936137,,,,,,,,,,,10442.3,167251.7,209209.8,239501.08,253909.05,285470.8,232499.61,458186.44,429586.9,261730.08,194869.17,290320.0,482039.1,
7927,232.15444701349824,6.247171,,,,,,,,,,,0,64706.977,62367.086,84034.836,79986.75,87610.05,72565.31,149723.03,127807.555,85742.63,54659.47,89731.086,135223.3,
2859,232.15445371287896,4.420276,,,,,,,,,,,0,250139.73,285109.7,228600.52,270862.34,238361.5,233799.22,334708.6,336333.16,225742.33,261647.81,228838.12,363178.44,
1836,232.1545108141324,3.6490352,,,,,,,,,,,0,14013.781,41860.746,38729.098,53826.547,25310.367,36178.97,25277.365,32631.867,38959.69,32220.824,22307.598,33155.258,
1225,232.1545222383132,2.6515973,,,,,,,,,,,0,2460.0615,23626.58,21430.928,72838.766,16216.033,18055.154,10831.973,25037.34,20694.709,26595.744,9074.137,32432.672,
1637,232.16974779908196,3.4528573,,,,,,,,,,,0,23081.268,22883.766,251496.4,248897.95,34334.53,36396.297,106429.625,144515.33,256531.69,23212.139,127362.55,180277.5,
14343,232.19081930828668,8.954741,,,,,,,,,,,0,183442.4,181362.4,124560.5,118042.46,196746.27,178462.23,209148.3,227372.8,114919.7,168332.08,174604.53,195571.27,
14542,232.190855681731,9.056764,,,,,,,,,,,0,30059.186,33030.88,23741.178,21683.8,41061.703,39104.227,38360.277,42302.44,21454.748,34003.266,40239.113,42250.258,
14138,232.1908564661826,8.838101,,,,,,,,,,,0,175625.2,191047.22,126332.42,138654.0,186521.53,175637.1,209621.73,217540.53,125500.27,171957.95,186446.75,201696.53,
7704,232.20604607446214,6.18072,,,,,,,,,,,0,0,0,547274.2,583539.4,50411.035,56616.133,200757.9,183488.92,667070.9,0,41524.484,192381.4,
981,232.97964384027364,1.303833,,,,,,,,,,,92960.8,0,0,0,0,0,0,0,0,0,0,0,0,
2349,233.0922360987283,4.1317973,,,,,,,,,,,0,86071.07,84475.82,103364.8,90339.43,86018.53,91119.984,86477.23,83293.75,102354.68,92645.59,94045.93,86434.875,
1311,233.12125362275856,2.9708843,,,,,,,,,,,0,0,0,95959.555,95761.55,0,0,2840.4463,1119.9346,98715.02,0,0,0,
7638,233.13841125986005,6.160446,,,,,,,,,,,0,46816.97,52055.85,26502.602,32433.756,66120.336,57337.598,110550.59,104591.586,30365.24,42432.36,70442.2,97490.445,
2947,233.18609509704427,4.469088,,,,,,,,,,,0,35311.06,53106.914,69063.62,115655.305,39253.953,35369.574,27554.232,31782.123,96772.086,45789.15,26094.129,45840.91,
15051,233.21124592086633,9.403346,,,,,,,,,,,0,74879.55,83972.5,60098.812,67692.74,76558.33,79771.4,73396.9,87092.91,65604.51,84460.2,80364.48,91248.41,
4135,234.13368278411312,5.033567,,,,,,,,,,,0,145828.36,137877.86,93118.92,79124.49,120287.875,112021.586,106175.73,106879.01,128455.17,120247.1,107324.695,99278.22,
3711,234.13368605864468,4.86121,,,,,,,,,,,0,88212.61,95895.875,107903.164,99476.91,88160.06,95509.5,84961.664,100840.61,96318.51,107347.88,107712.94,93718.695,
5860,234.13368879061622,5.6060815,,,,,,,,,,,0,98505.875,98361.305,31014.98,36395.504,118880.55,111988.27,166747.08,162368.92,33459.348,96333.82,115216.38,156007.11,
3008,234.1337292781213,4.5264363,,,,,,,,,,,0,77577.22,83237.125,113989.164,118765.71,73256.63,73249.93,55703.203,50082.715,132373.23,79988.99,63484.082,53362.062,
2173,234.13373755072487,3.977853,,,,,,,,,,,0,41792.17,40889.324,54865.375,53714.133,32708.855,33337.656,26260.732,37406.18,55600.805,38098.92,44525.26,29571.62,
1406,234.13375184932062,3.1561797,,,,,,,,,,,0,95043.86,0,3288.183,10728.238,6440.9795,0,6108.251,0,13946.326,10191.105,0,0,
2274,234.13375668371887,4.072737,,,,,,,,,,,0,72491.58,118570.77,174352.72,105316.23,75670.93,109896.086,79192.76,52096.52,164969.81,83041.414,138030.36,92750.39,
1188,234.13375966873332,2.195204,,,,,,,,,,,0,91052.445,23576.004,9924.653,6178.4,30449.559,31343.443,15437.168,28619.607,7522.406,6125.9893,6179.6846,31691.383,
1055,234.13376313024116,1.6986369,,,,,,,,,,,0,106549.54,27023.58,2846.5347,6317.353,31455.184,28744.695,10983.514,4609.8726,10896.597,20357.883,22956.727,18666.178,
1143,234.13377245341394,1.991808,,,,,,,,,,,0,21505.193,104481.484,27896.97,16010.379,116133.25,135695.88,102186.555,95632.67,7553.493,42283.78,113420.29,98277.05,
1024,234.1337768198634,1.4337128,,,,,,,,,,,0,2776.0408,96344.97,24754.475,29549.684,134437.22,112028.93,107421.164,112795.45,30900.951,103012.84,121518.36,111594.125,
1269,234.13377873976893,2.8626359,,,,,,,,,,,0,163589.23,30405.104,20475.62,99249.52,56619.688,55194.734,31741.885,31125.66,94297.25,43666.62,23146.959,46880.49,
1216,234.13378665829217,2.4925897,,,,,,,,,,,0,9289.612,81736.664,4603.2305,1328.805,122362.24,133889.66,83872.26,47217.78,10642.339,48634.094,126267.62,33873.195,
1239,234.1337877193035,2.7406085,,,,,,,,,,,0,79206.75,182080.72,25708.13,12530.062,207938.03,132028.86,119385.984,264361.16,17990.441,224847.02,144081.27,209121.88,
1359,234.13384261670444,3.0699003,,,,,,,,,,,0,12684.078,88323.56,33193.32,33633.58,108914.18,115066.0,115535.85,129086.06,35806.9,97450.05,121459.375,126167.086,
1376,234.14896372032675,3.1094303,,,,,,,,,,,0,34570.54,41706.67,42016.48,295482.44,57328.742,49915.754,377030.5,362317.47,42106.176,49355.168,48639.066,58723.582,
