uniqueID,mz,RT,Annotated_names,La_Jolla_Cove,La_Jolla_Cove.pval,Mission_Bay,Mission_Bay.pval,Mission_Beach,Mission_Beach.pval,Pacific_Beach,Pacific_Beach.pval,SIO_La_Jolla_Shores,SIO_La_Jolla_Shores.pval,Torrey_Pines,Torrey_Pines.pval,MeanDecreaseAccuracy,MeanDecreaseAccuracy.pval,MeanDecreaseGini,MeanDecreaseGini.pval,RF significant features
58974,354.285,7.592,NA,-0.200008,0.9500998,1.659136251,0.001996008,-1.366929044,0.994011976,0,0.9500998,1.001001503,0.02994012,-1.001001503,0.992015968,1.518921105,0.003992016,0.033334126,0.005988024,RF significant features
41684,414.306,5.755,NA,1.654260877,0.001996008,0.745839535,0.109780439,0,0.948103792,0,0.938123752,1.001001503,0.051896208,1.34406228,0.003992016,1.515198382,0.001996008,0.0335093,0.001996008,RF significant features
86048,529.352,11.033,NA,1.001001503,0.0499002,1.610819162,0.001996008,1.001001503,0.095808383,0,0.948103792,1.415913679,0.001996008,1.001001503,0.081836327,1.493945158,0.003992016,0.018684767,0.013972056,RF significant features
29732,307.164,4.662,NA;Massbank:LU077002 3-Hydroxy-4-butyrophenetidide|Bucetin|N-(4-ethoxyphenyl)-3-hydroxybutanamide,1.001001503,0.061876248,1.001001503,0.123752495,1.001001503,0.035928144,0,0.948103792,-1.001001503,0.998003992,1.416952054,0.007984032,1.491923778,0.005988024,0.020797148,0.013972056,RF significant features
73484,247.169,9.596,NA,1.001001503,0.031936128,1.001001503,0.079840319,0.447303065,0.083832335,1.637219531,0.001996008,1.001001503,0.069860279,0,0.886227545,1.489345502,0.001996008,0.024457612,0.003992016,RF significant features
2299,355.113,0.997,NA,0.525370681,0.053892216,1.266939792,0.003992016,1.415913679,0.003992016,0,0.9500998,1.001001503,0.071856287,0,0.882235529,1.481970984,0.003992016,0.019624885,0.015968064,RF significant features
83437,221.19,10.686,NA;Spectral Match to (-)-Isolongifolol from NIST14,1.266939792,0.003992016,0.644973974,0.081836327,1.34406228,0.003992016,0,0.956087824,-1.001001503,0.992015968,1.370673087,0.005988024,1.481918731,0.007984032,0.034681884,0.001996008,RF significant features
65425,645.453,8.477,NA,1.319266327,0.003992016,1.001001503,0.091816367,-1.001001503,0.9500998,0,0.954091816,1.34406228,0.003992016,1.001001503,0.089820359,1.480523333,0.003992016,0.03325014,0.001996008,RF significant features
59594,456.223,7.674,NA,1.001001503,0.037924152,1.402752094,0.005988024,0,0.958083832,0,0.952095808,1.001001503,0.02994012,1.413349285,0.005988024,1.476842757,0.007984032,0.022967716,0.007984032,RF significant features
27704,285.123,4.487,NA,0,0.962075848,1.001001503,0.101796407,0.403074289,0.073852295,1.001001503,0.043912176,1.001001503,0.031936128,1.001001503,0.085828343,1.475838444,0.005988024,0.02136795,0.013972056,RF significant features
73237,371.327,9.576,NA;Spectral Match to Heptadecasphing-4-enine from NIST14,0,0.956087824,0.447303065,0.137724551,1.001001503,0.051896208,1.001001503,0.057884232,1.001001503,0.025948104,1.001001503,0.071856287,1.473769819,0.003992016,0.022007448,0.00998004,RF significant features
38623,287.232,5.423,NA,0,0.942115768,1.349899079,0.007984032,-0.640388725,0.94011976,-1.001001503,1,1.001001503,0.081836327,1.001001503,0.063872255,1.465793919,0.005988024,0.030096748,0.001996008,RF significant features
32448,208.097,4.889,NA,0.727992385,0.061876248,1.273210425,0.007984032,0.056523522,0.093812375,0,0.94011976,0,0.928143713,1.001001503,0.087824351,1.464430608,0.005988024,0.02429036,0.00998004,RF significant features
66117,275.248,8.578,NA,1.001001503,0.057884232,1.001001503,0.093812375,1.001001503,0.083832335,1.417050503,0.001996008,1.001001503,0.0499002,-1.001001503,0.996007984,1.441415764,0.005988024,0.016501587,0.041916168,RF significant features
23535,535.018,4.137,NA,0,0.954091816,0,0.898203593,1.601661083,0.001996008,-0.454639398,0.954091816,1.001001503,0.033932136,1.001001503,0.067864271,1.437212376,0.001996008,0.025429378,0.001996008,RF significant features
53604,426.866,6.925,NA,-1.001001503,0.998003992,1.51482853,0.001996008,1.001001503,0.077844311,-1.001001503,0.996007984,1.34406228,0.001996008,1.416952054,0.011976048,1.430371962,0.003992016,0.025571429,0.005988024,RF significant features
78052,547.325,10.093,NA,1.001001503,0.047904192,1.322255749,0.00998004,1.001001503,0.031936128,0,0.952095808,1.417050503,0.003992016,1.001001503,0.091816367,1.429985898,0.003992016,0.023063063,0.015968064,RF significant features
11821,178.122,3.041,NA,0,0.97005988,1.540606845,0.001996008,0,0.94011976,0,0.952095808,0,0.964071856,1.001001503,0.079840319,1.426552355,0.003992016,0.028545854,0.001996008,RF significant features
23961,274.156,4.176,NA,1.001001503,0.0499002,1.417050503,0.003992016,-1.001001503,0.964071856,-1.001001503,1,0,0.916167665,0,0.864271457,1.417050503,0.001996008,0.017308677,0.023952096,RF significant features
269,245.113,0.621,NA,0,0.974051896,1.416859365,0.003992016,1.001001503,0.037924152,0,0.97005988,1.001001503,0.01996008,0,0.914171657,1.417050503,0.003992016,0.01172973,0.047904192,RF significant features
33592,267.122,4.993,NA,0,0.94011976,0,0.862275449,1.001001503,0.03992016,0,0.952095808,0,0.920159681,-1.001001503,0.986027944,1.417050503,0.005988024,0.010285714,0.153692615,RF significant features
43616,169.086,5.847,NA,0,0.978043912,-1.001001503,0.998003992,-0.525370681,0.9500998,1.001001503,0.037924152,0,0.956087824,1.001001503,0.081836327,1.417050503,0.001996008,0.011181777,0.057884232,RF significant features
5006,276.159,2.144,NA,0,0.936127745,0,0.886227545,1.001001503,0.091816367,-1.001001503,1,0,0.926147705,0,0.828343313,1.417050503,0.007984032,0.0105,0.155688623,RF significant features
73491,452.097,9.604,NA,0,0.962075848,1.001001503,0.063872255,1.001001503,0.041916168,0,0.962075848,0,0.934131737,1.001001503,0.097804391,1.417050503,0.001996008,0.01,0.069860279,RF significant features
84291,473.345,10.765,NA,0,0.974051896,1.338109699,0.005988024,0,0.964071856,-1.001001503,1,0,0.952095808,0,0.900199601,1.417050503,0.001996008,0.007333333,0.171656687,RF significant features
87225,772.498,11.297,NA,0,0.972055888,-1.001001503,1,1.329360598,0.001996008,0,0.96007984,1.001001503,0.025948104,0,0.922155689,1.417050503,0.003992016,0.013472371,0.033932136,RF significant features
90252,549.414,12.271,NA,0,0.942115768,0,0.862275449,1.001001503,0.043912176,0,0.942115768,-1.001001503,0.996007984,1.001001503,0.085828343,1.417041986,0.00998004,0.008943723,0.231536926,RF significant features
39968,277.143,5.64,NA,-1.001001503,1,1.34406228,0.005988024,0,0.914171657,1.001001503,0.055888224,0,0.928143713,-0.01663666,0.898203593,1.417041867,0.001996008,0.016450447,0.025948104,RF significant features
87068,1222.344,11.281,"NA;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",1.001001503,0.047904192,0,0.870259481,0,0.924151697,0,0.926147705,0,0.908183633,1.001001503,0.101796407,1.417041867,0.005988024,0.008222222,0.26746507,RF significant features
31661,303.049,4.826,NA,0,0.934131737,0,0.872255489,0,0.914171657,0,0.926147705,0,0.890219561,1.001001503,0.137724551,1.417041745,0.007984032,0.008333333,0.251497006,RF significant features
47649,336.162,6.256,NA,1.413899397,0.001996008,1.001001503,0.113772455,1.001001503,0.067864271,0,0.944111776,0,0.908183633,-1.001001503,0.986027944,1.417041745,0.005988024,0.017877878,0.01996008,RF significant features
66918,380.162,8.701,NA,1.001001503,0.0499002,0,0.902195609,0,0.948103792,0,0.966067864,0,0.948103792,0,0.898203593,1.417041745,0.005988024,0.0064,0.221556886,RF significant features
81229,733.414,10.45,NA,0,0.922155689,1.416859365,0.003992016,0,0.892215569,0,0.948103792,0,0.902195609,0,0.830339321,1.417041745,0.007984032,0.007692641,0.311377246,RF significant features
83862,738.262,10.646,NA,0,0.94011976,0,0.868263473,0,0.926147705,1.001001503,0.045908184,0,0.908183633,1.001001503,0.093812375,1.417041745,0.003992016,0.006761905,0.303393214,RF significant features
2394,285.144,0.892,NA,0,0.962075848,1.001001503,0.097804391,1.001001503,0.055888224,0,0.932135729,1.417050503,0.001996008,0,0.896207585,1.417041745,0.011976048,0.015418803,0.025948104,RF significant features
19599,250.143,3.94,NA,1.001001503,0.055888224,0,0.870259481,0,0.948103792,0,0.954091816,1.001001503,0.085828343,1.386327991,0.011976048,1.417041621,0.00998004,0.009277922,0.165668663,RF significant features
24892,370.186,4.258,NA,1.001001503,0.067864271,1.266939792,0.013972056,1.001001503,0.047904192,0,0.94011976,0,0.916167665,0,0.862275449,1.417041621,0.013972056,0.020351159,0.023952096,RF significant features
33400,291.046,4.979,NA,0,0.976047904,0.632708666,0.105788423,0,0.926147705,1.001001503,0.047904192,0,0.930139721,1.001001503,0.069860279,1.417041621,0.011976048,0.014667084,0.043912176,RF significant features
91,423.954,0.546,NA,0,0.962075848,1.001001503,0.057884232,0,0.958083832,0,0.98003992,0,0.96007984,1.001001503,0.073852295,1.417041621,0.005988024,0.007833333,0.129740519,RF significant features
42247,272.2,5.676,NA,0,0.954091816,0,0.904191617,0,0.922155689,0,0.9500998,1.001001503,0.031936128,1.001001503,0.093812375,1.41701667,0.00998004,0.008222222,0.167664671,RF significant features
23678,363.264,4.144,NA,-1.001001503,0.998003992,1.001001503,0.083832335,0,0.9500998,0,0.956087824,1.001001503,0.069860279,-0.032879833,0.906187625,1.417016198,0.013972056,0.016457143,0.023952096,RF significant features
83348,281.21,10.7,NA,0,0.978043912,0,0.946107784,1.001001503,0.061876248,0,0.984031936,0,0.944111776,0,0.930139721,1.417015225,0.003992016,0.0102,0.051896208,RF significant features
83439,592.371,10.707,NA,0,0.954091816,1.001001503,0.081836327,0,0.924151697,0,0.946107784,-1.001001503,0.966067864,1.001001503,0.089820359,1.417015225,0.007984032,0.013028571,0.083832335,RF significant features
61479,343.282,7.928,NA,0,0.974051896,0,0.912175649,-1.001001503,0.986027944,0,0.956087824,0.033538961,0.061876248,1.001001503,0.081836327,1.416973854,0.003992016,0.013474747,0.041916168,RF significant features
89289,1147.326,11.94,NA;Contaminant vial septum ThermoFisher C5000-44B,0,0.96007984,1.416859365,0.003992016,-1.001001503,0.998003992,0,0.96007984,0,0.932135729,1.389425036,0.003992016,1.416972782,0.005988024,0.017156858,0.031936128,RF significant features
55804,352.284,7.211,NA,0,0.948103792,0,0.932135729,0,0.9500998,0,0.978043912,1.001001503,0.015968064,1.001001503,0.069860279,1.416971687,0.005988024,0.004,0.29740519,RF significant features
2727,333.165,1.239,NA,0,0.9500998,0,0.894211577,1.001001503,0.061876248,0,0.94011976,1.001001503,0.081836327,-1.001001503,0.922155689,1.41697057,0.003992016,0.016117249,0.037924152,RF significant features
57830,568.311,7.455,NA,1.001001503,0.05988024,-1.001001503,0.992015968,1.417050503,0.001996008,-0.781345385,0.9500998,0,0.914171657,0,0.892215569,1.416969428,0.007984032,0.024290886,0.00998004,RF significant features
9618,350.196,2.847,NA,1.001001503,0.061876248,-1.001001503,0.994011976,0,0.912175649,0,0.9500998,1.001001503,0.033932136,1.001001503,0.097804391,1.416911373,0.013972056,0.011038462,0.137724551,RF significant features
54674,172.169,7.059,NA,0,0.972055888,-1.001001503,0.992015968,1.001001503,0.065868263,0,0.942115768,1.001001503,0.069860279,0,0.894211577,1.416909407,0.007984032,0.009333333,0.157684631,RF significant features
65513,257.174,8.485,NA;Spectral Match to Dodecanedioic acid from NIST14,1.001001503,0.069860279,1.001001503,0.095808383,1.001001503,0.053892216,0,0.952095808,1.001001503,0.045908184,-1.001001503,0.996007984,1.416909407,0.005988024,0.016005747,0.023952096,RF significant features
58701,434.149,7.656,NA,1.001001503,0.02994012,0,0.926147705,1.001001503,0.01996008,0,0.952095808,0,0.94011976,0,0.934131737,1.416840535,0.003992016,0.022533333,0.005988024,RF significant features
61934,557.219,7.981,NA,1.417050503,0.005988024,1.001001503,0.087824351,0,0.930139721,0,0.958083832,1.001001503,0.035928144,0,0.884231537,1.416831603,0.005988024,0.019459459,0.015968064,RF significant features
47848,223.133,6.257,NA,0,0.962075848,1.34406228,0.003992016,0,0.958083832,0,0.968063872,0,0.938123752,0,0.906187625,1.416828499,0.00998004,0.007166667,0.163672655,RF significant features
50096,377.195,6.524,NA,-1.001001503,0.998003992,1.001001503,0.077844311,1.001001503,0.02994012,1.001001503,0.043912176,0,0.924151697,1.001001503,0.085828343,1.416828499,0.007984032,0.019680793,0.017964072,RF significant features
92367,859.461,13.065,NA,0,0.958083832,0,0.898203593,0,0.932135729,0,0.968063872,0,0.922155689,1.001001503,0.089820359,1.416828499,0.003992016,0.006857143,0.243512974,RF significant features
80358,493.317,10.341,NA,0,0.946107784,0,0.912175649,1.001001503,0.071856287,0,0.948103792,0,0.942115768,-0.01663666,0.876247505,1.416615473,0.005988024,0.015574359,0.0499002,RF significant features
35000,306.034,5.105,NA,0,0.944111776,1.415440167,0.001996008,1.001001503,0.097804391,0,0.944111776,0,0.904191617,1.001001503,0.097804391,1.416106501,0.013972056,0.024,0.00998004,RF significant features
88170,906.258,11.615,"NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",0.094072919,0.045908184,1.001001503,0.093812375,1.001001503,0.083832335,0.447303065,0.0499002,0,0.926147705,1.543142838,0.001996008,1.415655381,0.013972056,0.02363254,0.003992016,RF significant features
65001,304.208,8.412,NA,1.001001503,0.031936128,1.406064428,0.003992016,1.001001503,0.023952096,0,0.97005988,0,0.958083832,1.416952054,0.001996008,1.415484661,0.005988024,0.01752973,0.011976048,RF significant features
33711,321.101,5.007,NA,0.447303065,0.05988024,1.001001503,0.101796407,0,0.930139721,1.001001503,0.047904192,1.001001503,0.079840319,1.1747916,0.011976048,1.415084048,0.00998004,0.0175,0.02994012,RF significant features
91699,932.629,12.77,NA;SQDG(16:0/18:3); [M+NH4]+ C43H80N1O12S1,1.001001503,0.037924152,1.397694154,0.001996008,-1.001001503,0.998003992,-1.001001503,1,-1.001001503,0.99001996,1.001001503,0.095808383,1.413899397,0.00998004,0.016430184,0.011976048,RF significant features
72953,693.439,9.535,NA,0,0.946107784,1.496990565,0.001996008,0,0.924151697,0,0.954091816,-0.447303065,0.934131737,-1.001001503,0.996007984,1.413403632,0.00998004,0.024584492,0.001996008,RF significant features
3575,201.073,1.739,NA;HYDROXYPHENYLLACTIC ACID,0,0.936127745,1.001001503,0.117764471,1.001001503,0.033932136,0,0.948103792,1.001001503,0.033932136,0.727992385,0.107784431,1.412055492,0.013972056,0.012926984,0.085828343,RF significant features
28008,548.327,4.518,NA,1.001001503,0.055888224,1.3845828,0.001996008,1.001001503,0.03992016,0,0.942115768,0,0.930139721,1.001001503,0.127744511,1.411644103,0.015968064,0.018763546,0.02994012,RF significant features
74622,381.227,9.726,NA,1.417050503,0.001996008,-1.001001503,0.994011976,1.358072985,0.001996008,1.001001503,0.0499002,-1.001001503,0.994011976,1.001001503,0.109780439,1.411207742,0.005988024,0.017726311,0.035928144,RF significant features
82235,367.247,10.624,NA;2'-Hydroxy-a-naphthoflavone CollisionEnergy:102040,1.389425036,0.003992016,-1.001001503,0.998003992,1.001001503,0.021956088,1.417050503,0.001996008,1.001001503,0.065868263,-1.001001503,0.998003992,1.411207742,0.015968064,0.020936937,0.00998004,RF significant features
27392,324.228,4.462,NA,0,0.952095808,1.383175667,0.011976048,-1.001001503,0.962075848,0,0.94011976,0,0.938123752,1.001001503,0.089820359,1.40843457,0.01996008,0.018575425,0.033932136,RF significant features
40223,740.463,5.55,NA,0,0.956087824,1.132821791,0.00998004,-1.001001503,0.998003992,-1.001001503,1,0,0.918163673,1.001001503,0.131736527,1.408348959,0.017964072,0.016034799,0.0499002,RF significant features
33630,356.264,4.996,NA,0,0.946107784,-1.001001503,0.992015968,0,0.928143713,1.001001503,0.0499002,0,0.946107784,1.001001503,0.063872255,1.407238007,0.00998004,0.016,0.015968064,RF significant features
64185,447.164,8.305,NA,0,0.956087824,1.001001503,0.107784431,0,0.94011976,0,0.97005988,0,0.954091816,1.001001503,0.071856287,1.406701303,0.011976048,0.007333333,0.211576846,RF significant features
55328,312.232,7.138,NA,0,0.944111776,1.357063236,0.003992016,1.001001503,0.05988024,0,0.94011976,0,0.918163673,1.26246482,0.007984032,1.406425268,0.00998004,0.019535338,0.011976048,RF significant features
40458,195.122,5.577,NA,0,0.94011976,1.001001503,0.113772455,1.001001503,0.079840319,0,0.94011976,0,0.916167665,0,0.842315369,1.405955034,0.007984032,0.0065,0.341317365,RF significant features
48427,433.277,6.34,NA,1.001001503,0.055888224,0,0.884231537,0.486012421,0.111776447,-0.108466505,0.946107784,1.001001503,0.053892216,1.001001503,0.091816367,1.405025879,0.013972056,0.035174174,0.001996008,RF significant features
87522,432.31,11.375,NA,0,0.972055888,1.34406228,0.001996008,1.240156794,0.001996008,1.001001503,0.02994012,1.34406228,0.001996008,1.397944536,0.001996008,1.404343664,0.003992016,0.016222222,0.011976048,RF significant features
89263,517.259,11.97,NA,0,0.97005988,0.644973974,0.083832335,0,0.934131737,0,0.976047904,1.001001503,0.02994012,1.001001503,0.077844311,1.404082551,0.003992016,0.011302528,0.069860279,RF significant features
52780,302.232,6.83,NA;Massbank:RP024902 Decanoyl-L-Carnitine|Decanoylcarnitine|3-decanoyloxy-4-(trimethylazaniumyl)butanoate,1.001001503,0.051896208,1.001001503,0.063872255,1.001001503,0.065868263,1.417050503,0.001996008,0,0.922155689,1.34406228,0.001996008,1.403427103,0.007984032,0.015576645,0.045908184,RF significant features
74695,279.232,9.734,NA,1.412859872,0.003992016,0,0.922155689,0,0.928143713,0,0.96007984,0,0.958083832,1.34406228,0.005988024,1.402752094,0.00998004,0.013201465,0.033932136,RF significant features
92229,568.577,13.003,NA,0,0.9500998,0,0.888223553,0,0.934131737,0,0.926147705,0,0.922155689,1.001001503,0.133732535,1.402752094,0.013972056,0.008,0.22754491,RF significant features
1508,404.819,0.754,NA,1.001001503,0.067864271,0,0.884231537,0,0.918163673,0,0.946107784,0,0.918163673,1.001001503,0.093812375,1.402752094,0.015968064,0.008933333,0.193612774,RF significant features
69745,424.326,9.146,NA,1.001001503,0.02994012,1.001001503,0.115768463,1.34406228,0.003992016,0,0.96007984,0,0.942115768,0,0.902195609,1.401372571,0.005988024,0.012,0.057884232,RF significant features
80067,294.206,10.318,NA,1.414595408,0.001996008,0,0.876247505,1.001001503,0.079840319,-1.001001503,0.996007984,0,0.928143713,1.001001503,0.087824351,1.401362652,0.007984032,0.015761905,0.037924152,RF significant features
2140,267.097,0.989,NA,0,0.94011976,1.417050503,0.003992016,0,0.904191617,1.001001503,0.05988024,-1.001001503,0.97005988,1.417050503,0.003992016,1.40050759,0.017964072,0.020025184,0.021956088,RF significant features
73043,229.18,9.538,NA,1.402752094,0.003992016,1.001001503,0.089820359,1.417050503,0.001996008,1.001001503,0.045908184,1.001001503,0.023952096,0.453267208,0.097804391,1.400433224,0.013972056,0.030176272,0.003992016,RF significant features
32998,232.137,4.936,NA,0,0.956087824,1.417050503,0.001996008,0,0.926147705,0,0.956087824,0,0.934131737,1.001001503,0.057884232,1.398463494,0.013972056,0.017212121,0.01996008,RF significant features
57492,331.081,7.416,NA,0.200008,0.041916168,1.349899079,0.00998004,0.876899809,0.063872255,1.001001503,0.053892216,0,0.910179641,1.001001503,0.095808383,1.397771951,0.005988024,0.027101534,0.005988024,RF significant features
80892,277.179,10.355,NA;Octinoxate,1.412859872,0.001996008,1.001001503,0.091816367,1.001001503,0.02994012,1.413899397,0.003992016,0,0.932135729,1.266939792,0.005988024,1.396911128,0.013972056,0.015805945,0.037924152,RF significant features
37281,272.164,5.298,NA,1.001001503,0.053892216,1.389425036,0.01996008,1.001001503,0.037924152,1.001001503,0.051896208,1.001001503,0.031936128,1.001001503,0.085828343,1.396573832,0.011976048,0.019317543,0.023952096,RF significant features
3112,337.139,1.597,NA,0,0.942115768,1.001001503,0.079840319,-1.001001503,0.998003992,0.905275017,0.031936128,1.266939792,0.005988024,1.531101981,0.001996008,1.395403415,0.00998004,0.024901909,0.005988024,RF significant features
82557,217.159,10.601,NA,1.001001503,0.063872255,1.001001503,0.073852295,1.001001503,0.02994012,1.001001503,0.0499002,0,0.938123752,1.001001503,0.099800399,1.393764589,0.013972056,0.01550989,0.041916168,RF significant features
40504,251.185,5.578,NA;Spectral Match to Hexaethylene glycol from NIST14,0,0.972055888,0,0.930139721,1.001001503,0.031936128,0,0.974051896,1.001001503,0.051896208,1.417050503,0.005988024,1.392117087,0.00998004,0.009025974,0.107784431,RF significant features
70807,321.205,9.157,NA,1.001001503,0.037924152,1.001001503,0.111776447,1.001001503,0.093812375,1.001001503,0.067864271,-1.001001503,0.998003992,1.001001503,0.105788423,1.392061988,0.017964072,0.015905577,0.03992016,RF significant features
10524,208.133,2.862,NA,0,0.952095808,1.001001503,0.077844311,-1.001001503,0.96007984,0,0.97005988,0,0.928143713,1.271436014,0.011976048,1.391201349,0.00998004,0.010910963,0.093812375,RF significant features
31194,317.065,4.791,NA,1.001001503,0.061876248,0,0.884231537,-1.001001503,0.948103792,1.001001503,0.053892216,0,0.910179641,-1.001001503,0.994011976,1.391201349,0.013972056,0.014781205,0.087824351,RF significant features
56016,665.404,7.222,NA,0,0.9500998,0.411834538,0.095808383,1.001001503,0.071856287,0,0.958083832,-1.001001503,1,1.266939792,0.005988024,1.391201349,0.00998004,0.018846613,0.023952096,RF significant features
53796,264.159,6.953,"NA;(3,6,9-trimethylidene-2-oxo-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-8-yl) acetate",-1.001001503,1,1.34406228,0.005988024,1.266939792,0.005988024,-1.001001503,1,-1.001001503,0.984031936,1.001001503,0.057884232,1.390335113,0.003992016,0.015981962,0.013972056,RF significant features
11549,291.133,3.015,NA,1.001001503,0.075848303,0,0.854291417,1.001001503,0.0499002,1.001001503,0.061876248,-1.001001503,0.948103792,0,0.856287425,1.390322427,0.023952096,0.011285205,0.161676647,RF significant features
24312,304.138,4.205,NA,0,0.962075848,0,0.902195609,1.34406228,0.003992016,-1.315334104,1,0,0.912175649,0,0.896207585,1.390322427,0.005988024,0.016674815,0.025948104,RF significant features
40469,214.112,5.571,NA,1.001001503,0.061876248,1.416859365,0.001996008,1.001001503,0.093812375,0,0.934131737,1.001001503,0.037924152,1.001001503,0.125748503,1.390316216,0.013972056,0.019726158,0.031936128,RF significant features
1107,244.958,0.686,NA,0,0.946107784,0,0.896207585,0,0.930139721,-1.001001503,1,0,0.928143713,1.001001503,0.083832335,1.39031009,0.011976048,0.005333333,0.361277445,RF significant features
90711,721.485,12.547,NA,0,0.958083832,-1.001001503,0.998003992,1.357063236,0.001996008,0,0.954091816,0,0.9500998,1.001001503,0.051896208,1.390298088,0.013972056,0.019422581,0.005988024,RF significant features
29977,592.353,4.676,NA,0,0.924151697,1.417050503,0.003992016,1.001001503,0.037924152,0,0.928143713,1.001001503,0.041916168,1.001001503,0.091816367,1.389425036,0.00998004,0.02172973,0.007984032,RF significant features
91181,488.325,12.607,NA,0,0.930139721,0.632708666,0.105788423,1.001001503,0.035928144,-1.001001503,0.994011976,1.001001503,0.043912176,0,0.866267465,1.38852813,0.015968064,0.016760823,0.045908184,RF significant features
9148,341.134,2.746,NA,0,0.94011976,-1.001001503,0.99001996,1.001001503,0.073852295,-1.001001503,1,0,0.914171657,1.001001503,0.097804391,1.38852813,0.015968064,0.016609091,0.037924152,RF significant features
41468,406.214,5.437,NA,0,0.974051896,1.417050503,0.001996008,0,0.96007984,1.001001503,0.033932136,0,0.944111776,1.001001503,0.053892216,1.388521839,0.00998004,0.009430556,0.087824351,RF significant features
47660,396.201,6.322,NA,1.001001503,0.045908184,0,0.922155689,1.001001503,0.0499002,1.001001503,0.063872255,1.001001503,0.031936128,-1.001001503,0.922155689,1.388521839,0.015968064,0.008239234,0.169660679,RF significant features
47253,300.195,6.208,NA,0,0.944111776,1.404570731,0.007984032,1.001001503,0.021956088,1.001001503,0.053892216,1.329360598,0.007984032,1.34406228,0.007984032,1.388515458,0.015968064,0.015903947,0.037924152,RF significant features
76329,712.445,9.92,"NA;NCGC00380799-01!5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid [IIN-based on: CCMSLIB00000846498]",0,0.930139721,1.417050503,0.007984032,0,0.936127745,0,0.946107784,0,0.930139721,0,0.868263473,1.388508987,0.021956088,0.016773301,0.0499002,RF significant features
91286,871.572,12.704,Pheophytin a;Chlorophyll a,0,0.946107784,0,0.900199601,0,0.94011976,1.001001503,0.0499002,1.412859872,0.001996008,1.394103773,0.005988024,1.387021407,0.01996008,0.018396825,0.017964072,RF significant features
59505,237.148,7.651,"NA;Massbank:NA001281 Pterosin A|(2S)-6-(2-hydroxyethyl)-2-(hydroxymethyl)-2,5,7-trimethyl-3H-inden-1-one",0,0.96007984,0,0.922155689,1.416075693,0.001996008,0,0.96007984,0,0.946107784,1.34406228,0.001996008,1.386718381,0.013972056,0.012856631,0.031936128,RF significant features
77309,1068.484,10.018,NA,1.412859872,0.001996008,0,0.874251497,0,0.918163673,0,0.954091816,0,0.922155689,0,0.850299401,1.386640373,0.00998004,0.017308677,0.041916168,RF significant features
54623,486.363,7.052,NA,1.001001503,0.053892216,0,0.918163673,0,0.920159681,0,0.948103792,0,0.916167665,1.348263552,0.001996008,1.385701583,0.013972056,0.019290541,0.025948104,RF significant features
11171,192.138,3.012,NA,0,0.948103792,1.183348361,0.005988024,1.001001503,0.065868263,1.001001503,0.033932136,1.001001503,0.05988024,1.001001503,0.053892216,1.383175667,0.005988024,0.020571429,0.007984032,RF significant features
89632,833.24,12.125,"NA;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid",1.001001503,0.061876248,1.220148818,0.00998004,0,0.918163673,0,0.954091816,0,0.930139721,1.389425036,0.003992016,1.381394741,0.005988024,0.016607143,0.043912176,RF significant features
88168,907.259,11.653,NA;THEAFLAVIN DIGALLATE,1.001001503,0.047904192,0,0.870259481,1.001001503,0.053892216,1.417050503,0.003992016,0,0.928143713,0.855812232,0.127744511,1.380212732,0.011976048,0.029699603,0.001996008,RF significant features
79525,704.546,10.549,NA;DGTSA(14:0/18:1); [M+H]+ C42H80N1O7,0,0.944111776,-0.023180727,0.892215569,1.001001503,0.037924152,0,0.936127745,1.329360598,0.005988024,1.266939792,0.007984032,1.379393752,0.011976048,0.018975295,0.021956088,RF significant features
76629,343.246,9.961,NA,0,0.958083832,1.416859365,0.003992016,0,0.942115768,0,0.954091816,-1.417050503,1,1.001001503,0.121756487,1.376687532,0.013972056,0.017840841,0.011976048,RF significant features
