row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Peak area,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Peak area,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML Peak area,
4106,263.1643157551084,10.914666,,,,,,,,,,,0,51822.254,45038.14,53589.445,57593.58,64534.812,100015.516,50468.453,152099.19,54690.14,89658.28,92251.54,61703.324,
5415,263.20049983670606,12.531287,,,,3,,,,,,,0,67142.57,126226.31,114626.195,101551.83,111974.06,95090.73,144441.25,139073.83,163963.62,229665.48,174873.0,211649.48,
5983,263.20054318278864,13.03021,,,,,,,,,,,0,54763.418,33844.11,36046.594,32669.604,49306.094,30121.053,94727.95,120719.164,54603.285,71899.93,74833.97,63180.703,
5610,263.2005438664359,12.702548,,,,,,,,,,,0,21435.555,35923.938,42150.36,0,33944.87,22868.691,40397.383,64296.363,127772.25,421596.22,155080.03,192786.0,
5647,263.20055624578686,12.722973,,,,,,,,,,,0,29292.908,37065.58,43821.977,0,38927.492,23452.578,195508.02,128043.37,71134.37,115408.48,353604.62,400430.34,
5074,263.20066938499275,12.187121,,,,,,,,,,,0,27482.754,52784.78,43784.918,46015.145,43116.71,40738.523,21155.512,70132.59,41888.375,128532.875,134139.89,535316.2,
5219,263.20068785660175,12.344033,,,,102,,,,,,,0,140884.06,432007.7,373310.62,437926.7,148124.47,418185.4,319009.5,176345.12,169415.14,225285.1,852456.56,324916.84,
2744,263.2119398102102,7.987395,,,,148,,,,,,,0,0,0,0,0,0,0,1772.2251,1835.1458,2301.0315,97119.484,80634.11,88002.86,
6147,263.23692888092864,13.191259,,,,95,,,,,,,0,0,13815.35,0,0,0,0,120851.31,77756.36,49789.727,287871.03,217089.58,219897.1,
2144,264.12325383041383,7.10203,,,,212,,,,,,,0,98213.555,70067.67,75574.73,76696.586,69301.38,60435.043,97807.016,97676.516,124870.195,94249.0,72575.71,75462.5,
1900,264.1596368076627,6.816418,,,,84,,,,,,,0,73505.28,65202.39,75135.586,55240.906,79892.836,69153.45,104093.28,93396.164,107497.49,129300.32,122031.16,157771.97,
269,264.15973593845325,1.4076322,,,,408,,,,,,,0,182544.47,179803.33,179250.28,160141.77,139799.16,147092.27,142925.2,132982.69,112320.39,41879.17,47763.56,48178.477,
4935,264.1958810755488,12.0451565,,,,,,,,,,,0,0,4923.139,6315.8633,0,6021.991,0,23071.193,27573.361,25961.61,164821.52,151352.22,137370.19,
2819,264.19592057097714,8.118005,,,,,,,,,,,0,0,8825.798,4456.6943,0,5237.2456,0,18320.58,34281.684,9128.898,142395.88,228521.86,151450.42,
5243,264.1959471199379,12.37707,,,,,,,,,,,0,0,2193.6018,0,0,0,0,16440.137,15266.973,14218.42,85370.55,85346.93,78871.31,
1742,264.1960245254525,6.632057,,,,195,,,,,,,0,117747.41,157320.2,145806.9,159559.08,144595.58,119579.664,193126.94,148799.02,149461.48,200724.62,188579.52,142603.67,
5214,264.20403101271046,12.344033,,,,102,,,,,,,0,24396.04,22325.162,20784.389,23644.703,18990.746,19145.213,35213.695,47934.293,34721.875,74707.805,32779.594,89190.85,
524,265.1184238642006,5.0007105,,,,124,,,,,,,0,146087.4,119451.5,143837.4,131070.91,127827.69,123617.45,160249.11,173580.31,166573.14,154977.9,161546.56,161369.52,
468,265.11849869513077,4.797298,,,,394,,,,,,,0,65239.984,69303.91,113722.336,123635.32,58122.81,103072.49,142149.69,207518.61,178948.42,88323.54,93875.17,96196.734,
378,265.11853511560554,4.1882734,,,,356,,,,,,,0,55677.633,127539.75,230023.5,149649.44,131179.11,111587.64,444957.8,383371.2,214339.12,52057.37,54957.824,55124.777,
3824,265.14173313898743,10.488057,,,,306,60,[M+Na]+,,2,3821;3824,242.1522,0,339549.4,288127.7,277489.3,326540.12,333863.72,275160.62,314486.5,478591.72,317128.53,490187.7,522872.38,403477.38,
3279,265.1423777473423,9.193108,,,,,,,,,,,0,83609.734,82354.64,82844.58,91345.85,98211.05,85714.81,106378.0,85488.35,95245.83,77381.59,93738.73,91967.19,
3644,265.14286998306403,10.068986,,,,186,,,,,,,0,236551.19,256492.12,289442.38,246692.06,291191.34,274823.0,349665.7,315482.8,334577.34,409219.56,371308.6,403152.56,
3522,265.14339535719165,9.755471,,,,90,,,,,,,0,103876.305,105734.94,120148.8,93238.22,117159.836,94192.42,123949.984,131453.47,121473.836,128774.2,268861.2,144855.66,
460,265.1549321554344,4.748837,,,,382,,,,,,,0,384428.7,405448.25,402668.97,346747.38,381334.22,386386.62,428115.8,431276.53,443897.88,277502.94,292697.94,346973.12,
5004,265.17990250385367,12.114923,,,,21,,,,,,,0,70198.836,94419.35,120970.35,69191.35,106539.78,87477.73,148110.17,110815.83,117544.7,101749.69,181711.6,208889.62,
4866,265.1799241109407,11.950627,,,,,,,,,,,0,338084.25,458501.56,79793.91,443711.88,111899.695,443545.34,620849.7,544682.06,514971.06,134772.9,113100.56,750885.75,
4920,265.1799335720995,12.006972,,,,,,,,,,,0,112050.055,103836.5,465067.6,108437.87,481276.25,102777.58,149140.14,110588.914,110595.625,135009.31,69962.54,130939.336,
5132,265.17995209350556,12.26905,,,,53,,,,,,,0,150188.81,129212.125,157464.66,153918.62,117243.54,118065.195,162634.36,209933.47,247907.6,279937.28,196758.48,185697.58,
4339,265.1799893275061,11.262429,,,,217,,,,,,,0,245691.08,74412.45,51071.88,113278.33,150545.31,70184.33,65144.97,280060.56,331815.8,50807.773,92955.2,263152.72,
6013,265.21614821042436,13.055249,,,,,,,,,,,0,26975.617,42425.82,43764.64,0,34013.215,34358.676,204084.78,187403.19,210462.2,253985.53,201517.16,426940.1,
5796,265.2161733711573,12.846867,,,,9,,,,,,,0,195817.8,208912.98,234114.92,196345.95,202389.17,214822.44,330025.47,316337.38,336563.84,834900.9,788785.4,860065.94,
6192,265.21625968049335,13.287341,,,,389,,,,,,,0,36882.156,41493.484,40739.184,189490.23,44649.047,161071.94,68259.95,115673.13,61015.82,79495.734,170019.27,55151.113,
5125,265.21628498206036,12.245536,,,,207,,,,,,,0,44146.586,261266.03,42183.242,47641.41,119512.05,44752.33,74963.42,162008.62,276774.72,451472.4,303191.72,303340.1,
6261,265.2525271748724,13.422537,,,,139,,,,,,,2487.9917,32197.43,31425.709,39166.89,38861.527,36259.77,27014.182,58230.258,59408.984,56697.03,134969.56,124435.38,86441.07,
946,266.1290878121547,5.805723,,,,,,,,,,,0,0,20088.0,19300.607,0,23146.002,0,71222.72,80142.02,70998.46,134208.27,123913.27,132721.86,
659,266.13889191844436,5.343244,,,,,,,,,,,0,55238.652,57618.062,53432.805,66719.64,55952.703,52007.44,396484.34,381645.16,76672.48,460686.4,73025.19,566871.2,
598,266.1389015127916,5.1840825,,,,337,,,,,,,2526.3457,387324.62,175340.86,447128.7,328351.9,62052.184,190830.42,72424.07,63510.406,67347.266,64572.45,73817.06,72008.8,
781,266.1389134956342,5.560207,,,,51,,,,,,,0,52690.688,52428.98,48975.46,76810.86,51331.047,57810.324,117336.41,53611.707,77506.836,72778.266,68801.81,72165.734,
491,266.1389233121062,4.908279,,,,,,,,,,,0,44497.48,240282.0,49472.777,48283.297,55625.824,218883.06,65732.8,191427.17,63391.453,31475.766,54430.766,67045.13,
76,266.1600561686718,0.80603105,,,,213,,,,,,,0,209663.72,304807.6,251803.31,266136.56,329009.8,171932.97,450392.72,548283.56,493917.25,1393931.5,1198106.6,1308077.8,
190,266.1601202199397,1.02463,,,,59,,,,,,,0,92067.88,155564.34,163705.89,15655.814,169954.64,21118.31,71956.56,249706.98,196006.0,843615.9,564822.0,255379.97,
2309,266.17520401179064,7.3114533,,,,,,,,,,,0,0,15620.675,8280.082,2851.6787,17155.781,0,56034.53,66953.0,63146.19,225648.66,207533.28,207392.69,
3200,267.1207582594298,9.017528,,,,171,,,,,,,0,222182.4,257759.33,233367.45,251610.83,244235.61,215487.31,293261.5,315261.16,303322.94,324103.22,332018.16,308486.0,
3110,267.1212320397405,8.74913,,,,58,,,,,,,0,88156.0,105321.375,107538.23,113633.02,117135.08,105723.54,216420.02,140261.11,134771.97,191242.34,234821.66,272674.0,
728,267.1339746371743,5.4842014,,,,70,,,,,,,0,63087.188,169901.33,129832.79,64133.445,170220.23,163628.84,381925.2,95315.53,96545.195,413732.25,393078.5,133471.98,
389,267.13414454328966,4.2782288,,,,,,,,,,,0,155449.53,169621.75,215067.95,173703.9,190785.73,164169.22,287806.03,299797.84,208420.22,304526.88,43044.66,300308.47,
547,267.1438779966135,5.0773697,,,,390,15,[M+H]+,,1,549,266.1367,0,60928.652,58644.195,60257.65,64215.152,59059.395,59037.695,74302.45,90336.54,78685.17,130825.69,120561.31,120622.78,
3503,267.1591582394778,9.709646,,,,,,,,,,,0,66803.914,113011.86,112205.93,98392.805,102542.3,101162.82,67443.9,59864.03,83118.85,48446.945,49883.8,34922.902,
3346,267.1591617419536,9.356054,,,,233,,,,,,,0,57211.914,60244.0,61865.066,69415.49,65225.03,64309.42,94414.72,161615.52,81715.21,87014.72,95473.39,91722.3,
3419,267.1591862840407,9.494216,,,,125,,,,,,,0,223117.02,292431.53,299386.62,209329.28,203776.72,273748.16,291474.88,284081.8,280094.12,289168.97,285629.4,311361.75,
3691,267.1592173120919,10.203317,,,,,,,,,,,0,26341.512,24564.438,25357.271,25093.336,30269.768,18962.54,39653.65,42490.234,46204.684,162272.7,63602.766,66612.2,
4787,267.1729695219272,11.864816,,,,323,,,,,,,0,36308.535,60383.883,54376.758,33266.426,54036.715,55519.668,45890.34,41274.42,47259.426,51784.582,51907.598,54492.547,
4947,267.19554022757075,12.05016,,,,111,,,,,,,0,117369.87,139755.33,115029.01,134573.95,146051.52,139305.22,171085.83,161471.56,157272.75,238920.86,267446.62,229374.73,
5107,267.1955662645467,12.22438,,,,207,,,,,,,0,54003.98,44697.156,74219.83,35600.355,56255.91,53839.324,92188.93,84899.664,90661.07,101470.24,76962.34,148049.3,
4732,267.1955953552726,11.7425375,,,,,,,,,,,0,476892.44,497354.0,709876.1,448326.72,501911.28,597461.75,157391.62,222642.75,121526.91,158093.53,140848.8,177769.08,
4778,267.1956197431482,11.820718,,,,,,,,,,,0,59629.36,186029.28,153881.38,133613.53,68566.82,0,941223.7,802866.25,815292.4,1132891.9,1404669.0,1169287.9,
4500,267.1956223563552,11.463253,,,,398,,,,,,,0,144552.3,164940.39,62674.26,155639.62,171702.8,58116.44,74620.45,172607.38,203780.4,217149.44,88766.586,214332.7,
6216,267.2318247143891,13.334865,,,,34,,,,,,,0,0,11517.286,18602.73,4365.817,11486.173,0,27031.25,32316.152,30322.07,91974.51,209831.56,122797.19,
309,268.1308937104697,1.9978743,,,,,,,,,,,0,22637.834,14444.793,15324.219,20579.332,14376.193,22046.156,16805.041,16422.92,16209.646,259844.7,258735.53,271283.8,
576,268.1908987927972,5.1514964,,,,400,,,,,,,0,235214.39,87116.76,46219.113,95781.09,112194.305,105451.93,56065.125,70436.234,70353.664,64350.71,272671.25,74857.42,
1706,268.19092227842833,6.5921254,,,,,,,,,,,0,13923.326,10445.596,11460.072,14061.073,14125.793,19208.43,17694.57,17964.752,15723.698,80679.336,71833.164,65423.043,
4610,268.2635892499307,11.589859,,,,270,,,,,,,0,464568.06,517211.03,421030.28,504858.44,472553.84,464141.06,518174.84,421734.38,482178.56,602052.75,414772.75,613642.06,
4144,268.2636884044001,10.965005,,,,247,,,,,,,13753.057,632671.5,620004.1,625267.2,639946.4,610934.6,614762.75,705139.6,677435.8,718140.5,553234.25,571841.25,594332.94,
2185,269.0472334289223,7.150021,,,,309,,,,,,,0,48570.605,56573.215,55533.934,54018.125,56565.07,41568.223,46541.547,45232.29,42844.766,27883.125,31391.086,33504.68,
3889,269.1383513626891,10.589395,,,,115,,,,,,,0,287560.75,298248.0,313869.1,281498.5,339422.12,282336.03,261449.06,275395.53,278089.72,88975.98,82084.2,85577.945,
4873,269.1748314882643,11.951594,,,,89,,,,,,,0,136251.25,133385.86,133695.2,124866.34,133538.11,118471.82,185035.58,174492.14,178933.17,178246.56,167759.39,182091.88,
4399,269.1748824126758,11.326435,,,,,,,,,,,0,371713.62,378826.94,383996.22,359911.84,392329.97,363089.88,546036.5,527408.2,549852.2,562252.75,584559.4,550406.8,
5974,269.247422627851,13.020866,,,,254,,,,,,,0,12661.591,16699.113,24492.387,7947.1406,25650.432,11399.127,88077.78,61772.03,63676.098,267276.0,244126.86,212150.33,
6090,269.2474483795424,13.127664,,,,161,,,,,,,0,2734.8108,11898.254,12720.065,2268.308,12006.213,2502.0273,53281.914,51442.086,54498.64,227551.1,231108.16,178988.67,
5700,269.2474581775099,12.780416,,,,256,,,,,,,0,84294.27,196361.14,214389.67,101563.09,183883.44,80452.914,487544.84,467709.5,451547.72,1508362.4,1574780.4,1661121.4,
6464,269.24767620136885,14.345891,,,,,,,,,,,0,0,0,0,0,0,0,11669.979,11980.057,17498.387,28648.803,25629.65,40127.418,
2124,270.1336848820325,7.075484,,,,214,,,,,,,0,140437.67,161034.19,100073.055,150611.44,99228.96,143877.28,147085.9,136453.9,182624.0,138783.97,184454.6,117355.23,
3108,270.1385430521426,8.741819,,,,,,,,,,,347081.2,0,0,0,0,0,0,0,0,0,0,0,0,
4028,270.2790738097581,10.761607,,,,32,,,,,,,0,699633.94,437206.2,453670.7,475108.88,458702.94,473581.0,554373.5,498914.16,546725.06,783845.44,762892.5,543042.0,
4356,270.2792682234032,11.256352,,,,217,,,,,,,0,695648.25,669971.75,710369.2,711745.3,653006.1,683830.56,741666.9,706537.6,751336.75,724161.1,725678.6,678725.06,
4201,270.27930922699596,11.044773,,,,116,,,,,,,0,347273.22,365455.88,363271.97,353432.72,353945.94,357406.47,430860.88,397315.84,412850.16,389772.56,405196.84,375796.25,
5430,270.3154253352231,12.531785,,,,,,,,,,,0,56684.27,29513.83,23973.227,44776.957,61100.668,132863.47,29101.422,328150.4,41191.938,104360.766,28775.22,36837.277,
5553,270.3154562799717,12.633767,,,,,,,,,,,9524.978,38309.945,98958.86,51938.695,41095.613,107431.43,55011.324,49778.15,21286.828,74472.25,36349.94,99518.28,57831.938,
5702,270.3154724545843,12.7698345,,,,,,,,,,,6211.874,21465.16,23971.473,23955.367,44393.836,45507.094,167416.95,44483.773,47926.254,24658.434,66090.48,44705.402,28146.33,
4638,270.31559376476423,11.627832,,,,427,,,,,,,243502.84,8063855.5,8248328.5,8081583.0,7979163.5,8057988.5,7697794.5,9491282.0,9260115.0,9376169.0,9205103.0,9306794.0,9159589.0,
1994,271.0601132735225,6.948446,,,,73,,,,,,,0,134252.84,121848.02,136830.89,115550.81,123515.72,127358.375,146306.9,137330.6,143918.14,120102.21,113337.67,128498.48,
364,271.07156357689587,3.7228272,,,,,,,,,,,0,141137.47,142059.81,141385.88,145236.69,148765.66,142877.75,140332.06,144881.69,140734.62,38454.945,35686.96,48530.457,
1320,271.16520687472195,6.2128835,,,,315,,,,,,,0,60516.234,64922.438,56795.055,64805.523,69654.16,62176.06,103944.836,96247.766,106009.17,379788.5,357563.16,353331.6,
534,271.1653583232662,5.013517,,,,124,,,,,,,0,55203.23,78973.87,67768.13,64485.723,76485.984,39717.438,134655.77,123924.625,133823.72,168529.05,169266.1,165725.34,
3521,271.18808609195656,9.75655,,,,90,,,,,,,2839.377,299832.28,267253.9,289715.47,338186.06,311564.94,307325.7,355589.03,352358.16,359596.22,254316.62,241903.69,260253.81,
1107,271.2018520564787,6.0186257,,,,257,,,,,,,0,0,1850.4485,0,0,0,0,19461.762,15712.426,19488.957,107256.086,94506.695,87769.81,
5888,271.22675060999524,12.928882,,,,47,,,,,,,0,7467.552,38101.645,29060.83,9508.772,35317.824,7963.1255,145568.58,147579.19,169637.89,454174.75,460225.9,451691.47,
6540,271.2631504034535,15.242298,,,,,,,,,,,0,0,21877.105,15768.745,0,20119.166,0,41742.836,45052.62,45550.69,93807.22,97644.97,89097.87,
1205,272.14922640328535,6.119738,,,,93,33,[M+H]+,,1,1206,271.1420,0,9352.336,26472.584,28760.94,11165.215,27832.375,11734.855,81098.1,76188.05,77532.414,259852.36,285920.7,269282.53,
1136,272.1494944428305,6.0483546,,,,137,30,[M+H]+,,1,1133,271.1422,0,12000.289,23129.1,15594.797,12113.145,21492.586,12065.234,42914.805,48115.984,53282.96,147847.25,142662.88,165081.25,
796,272.18575616151304,5.585115,,,,74,,,,,,,0,27363.516,28132.28,27474.129,28820.023,24044.701,28626.875,39781.297,40392.668,38386.457,53592.812,40699.24,48640.668,
628,272.18580172599997,5.273298,,,,158,,,,,,,0,30665.926,37939.37,32283.527,31398.58,34424.13,29188.625,47495.9,44912.06,49319.844,5266.506,2045.9329,9315.221,
2443,272.2009741197506,7.4826946,,,,,,,,,,,0,62293.414,69379.85,59188.387,55705.824,59668.234,56583.133,85895.34,79268.01,65248.227,61091.375,45197.926,49950.91,
3832,272.2584601480192,10.499333,,,,306,,,,,,,0,311806.28,350753.97,311956.4,309146.3,342010.72,331388.1,382009.62,407731.25,385649.28,276909.44,278885.06,285692.5,
4494,272.29488941634463,11.459647,,,,,,,,,,,0,170495.47,196811.1,194179.19,188011.94,197534.61,176094.72,227416.69,223301.75,216071.75,216807.98,216011.45,203355.33,
7,272.94424594320134,0.71880305,,,,,,,,,,,109083.05,92821.69,83525.7,102942.76,77444.67,82030.7,63228.85,69148.59,70343.586,72034.17,62242.65,59617.402,50762.453,
530,273.12351469230595,5.009332,,,,124,,,,,,,0,43399.14,49511.895,66475.37,54315.992,40350.832,57994.902,42934.85,60638.418,59574.562,69009.13,74044.27,58946.293,
333,273.14453362615694,2.7649627,,,,,,,,,,,0,0,0,0,0,0,0,2308.5505,0,2846.102,107459.31,44904.52,42972.918,
348,273.1445597130743,3.2443519,,,,,,,,,,,0,0,16262.319,16743.12,0,15263.722,0,213464.22,218036.4,216788.84,844005.2,868570.2,872308.0,
1484,273.1673869063404,6.3787847,,,,220,,,,,,,25607.107,460306.5,515176.44,661126.9,546553.44,522313.8,502645.66,530386.5,734685.9,561189.7,516310.0,541415.75,575548.1,
1584,273.16738884103546,6.4616566,,,,242,,,,,,,6030.4404,167720.61,166360.72,162165.3,130734.26,182754.81,174088.02,159964.66,162544.25,183091.28,155072.7,235625.7,166538.6,
5064,273.1849586618691,12.1988535,,,,,,,,,,,0,29148.525,52263.344,45410.902,22546.225,46544.875,33604.645,84618.51,93709.24,161277.89,68728.5,66016.92,59756.42,
5173,273.184960724389,12.316804,,,,102,,,,,,,0,33183.566,405167.5,365278.6,20558.383,48059.355,27160.07,606463.4,640524.8,463179.34,1538456.9,1200320.2,1189506.0,
4854,273.1849756645923,11.928051,,,,,,,,,,,0,28287.55,39080.996,24119.146,26827.084,42196.348,30067.355,281976.34,282472.25,256641.44,124706.94,108371.21,300621.2,
4375,273.18497858446074,11.295114,,,,,,,,,,,0,26193.857,34836.586,39555.32,41484.492,47123.715,31886.578,75959.71,78330.83,317603.25,124031.81,103654.984,109243.9,
4230,273.18502210219566,11.08438,,,,,,,,,,,0,27820.143,22055.78,32731.84,28539.16,32968.055,27656.059,365220.38,65704.52,67455.195,499453.62,542357.75,447609.5,
5737,273.205909251304,12.816658,,,,57,,,,,,,0,84415.24,99205.39,99774.83,121038.59,122409.05,81540.31,140464.27,136436.17,148117.86,158222.77,120094.164,142682.89,
297,274.12869376098155,1.6643238,,,,,,,,,,,0,36815.383,141391.45,38390.055,34585.4,43404.375,36358.465,182239.4,164218.05,177094.3,30877.918,29315.873,29475.406,
5492,274.1589212135244,12.586687,,,,,,,,,,,73897.766,78657.6,65544.18,53801.117,57235.688,66395.57,56541.883,71094.516,60584.97,57385.875,67153.36,78912.234,61151.734,
1600,274.1643412898888,6.4823265,,,,261,,,,,,,0,0,1937.8552,0,0,0,0,17261.467,20085.504,23379.48,71034.695,61508.2,64617.34,
1955,274.16496329571015,6.907189,,,,376,,,,,,,0,37615.297,41472.58,41737.664,39480.285,42141.04,42220.535,38593.492,43334.32,42065.906,36689.562,56667.26,38627.008,
2545,274.18023885812397,7.657146,,,,27,,,,,,,0,48314.39,40435.85,40124.74,46841.13,38943.99,39324.668,44270.24,48719.832,41616.785,42819.71,33010.637,36971.363,
1091,274.18032722023315,5.9921494,,,,370,,,,,,,0,179661.67,141246.8,207229.39,166818.27,223623.05,206046.73,219341.48,251564.25,257440.81,140021.0,135567.28,128334.3,
1779,274.2167039745349,6.6816993,,,,286,,,,,,,0,64537.2,67162.61,62485.85,73567.37,57114.473,64267.57,64980.69,65204.77,65952.71,75919.78,68466.44,73608.2,
3721,274.27420853544726,10.266992,,,,440,,,,,,,28626.52,57396.344,58306.04,56419.77,57444.63,65096.734,50422.176,63975.613,65430.04,78196.88,73448.44,63710.9,68408.95,
163,275.12394254346697,0.91448474,,,,,,,,,,,0,17952.797,88101.73,0,182129.81,216751.42,107009.39,195567.4,286918.88,297318.72,52670.625,53324.594,328581.53,
71,275.1239707545681,0.805419,,,,213,,,,,,,2987.4434,578339.0,674041.3,513205.4,591991.6,812287.5,626584.0,993692.2,809416.06,797464.3,1190184.9,902584.8,926610.6,
185,275.1239881724281,1.02463,,,,59,,,,,,,0,356433.78,328399.9,406181.4,121838.34,362699.3,124141.45,143033.38,353632.34,383815.53,566564.44,469447.7,133689.69,
1660,275.1390024239643,6.5446033,,,,191,,,,,,,0,58754.316,70451.516,71701.13,71500.234,54099.086,61845.11,67212.086,65728.625,72226.4,97682.016,124248.22,107203.12,
1159,275.1390143482864,6.0763106,,,,,,,,,,,0,158426.84,63918.426,172596.0,59883.78,188113.5,166929.14,215217.75,174734.81,188572.39,119177.79,63715.074,63475.35,
924,275.1390745433888,5.7657866,,,,216,,,,,,,0,88562.695,64870.695,74917.234,82398.18,67952.59,76208.66,72675.484,105993.78,88121.12,115637.3,44803.06,75853.68,
822,275.13916110800284,5.6343865,,,,291,,,,,,,0,200255.9,71842.73,196438.75,86848.805,205181.39,198165.4,245946.83,222327.86,79397.63,299003.4,268885.3,94825.56,
589,275.13918118078305,5.1649423,,,,,,,,,,,0,192797.78,72138.5,91444.15,91776.68,192368.14,325470.75,70382.375,93534.08,119601.914,35961.156,43132.066,41865.895,
507,275.1392309870093,4.9466186,,,,,,,,,,,0,38298.77,47049.523,52156.742,33641.992,48869.37,41951.605,148668.47,59342.145,101321.37,138343.17,58380.594,115487.38,
936,275.16002924714945,5.791153,,,,180,,,,,,,0,26896.924,22352.777,34405.22,30222.73,31517.996,28349.71,64522.17,60316.656,67490.7,237585.05,234234.88,200540.08,
625,275.1600905543009,5.258319,,,,287,,,,,,,0,19868.924,22888.273,24421.95,17553.52,23660.758,19889.1,54956.676,45125.4,53215.39,198515.75,223338.06,212727.98,
718,275.160108108662,5.469992,,,,,,,,,,,0,4098.0225,38467.523,40408.906,12909.354,40786.523,10843.169,178010.44,185119.4,185039.17,666590.75,652242.9,728876.0,
540,275.16016474921463,5.027825,,,,386,13,[M+NH4]+,,2,540;539,257.1264,0,19460.768,105977.78,223931.4,17882.48,110282.055,21923.354,419569.75,485748.03,450725.03,2657623.0,2600848.8,2034888.0,
559,275.1602141163123,5.1018167,,,,13,,,,,,,0,33895.7,106778.39,92931.36,58850.703,96887.39,34491.785,314091.2,276968.1,282632.53,649809.7,821953.94,568751.2,
792,275.1602393291641,5.585115,,,,74,23,[M+NH4]+,,2,791;792,257.1264,0,42554.137,150528.23,149759.77,42277.125,142203.31,46967.1,578581.44,593203.1,610155.44,1106010.2,1076843.2,1036862.3,
493,275.16025755152253,4.906693,,,,,,,,,,,0,31632.244,137017.75,121585.43,35039.67,134241.12,35044.902,450104.8,472061.56,464607.12,411108.78,403428.2,443913.78,
4555,275.1641848433656,11.559194,,,,44,,,,,,,0,89409.78,83247.88,82345.445,85991.984,86216.66,81513.08,257264.8,377298.3,121066.1,124156.89,795872.4,203451.66,
5513,275.20059603917326,12.605407,,,,351,,,,,,,0,31460.559,62364.82,61478.984,42005.04,70191.53,52150.766,156875.81,486345.8,163436.6,829339.94,740996.94,885651.2,
5696,275.2006186296632,12.765892,,,,383,,,,,,,0,49549.645,58701.64,49567.91,41275.61,47424.543,43616.99,335364.9,295706.12,395883.44,285849.78,417591.16,392879.78,
4684,275.20064453801814,11.692594,,,,,,,,,,,0,28628.734,33575.605,32407.902,32694.467,25635.234,22297.31,83597.555,254323.16,68762.32,106294.734,130134.79,157735.89,
4964,275.20074119262256,12.0625305,,,,,,,,,,,0,18355.404,31553.805,0,30163.44,42658.445,24632.688,68316.73,67626.164,70867.95,508348.38,166101.31,438175.03,
2038,276.1344155496439,7.0003996,,,,,,,,,,,2561.7915,129077.06,109693.7,116236.27,123544.766,121818.49,123250.41,153351.69,175836.8,162376.78,1550621.8,1514305.5,1559754.4,
402,276.15961809179316,4.4292793,,,,,,,,,,,0,47459.387,55314.23,46445.63,55215.836,0,19445.973,62227.32,54085.25,55082.754,61622.348,63584.637,188501.34,
4415,276.19603702343755,11.349811,,,,,,,,,,,0,0,10829.025,10154.568,0,11962.668,0,43416.07,43853.098,46005.16,81081.89,77232.766,111067.734,
20,277.0897381666981,0.7733606,,,,,,,,,,,20595.467,35501.227,80965.12,79228.375,37850.805,95598.81,46933.293,501037.78,432990.5,413874.6,4823362.0,4955138.5,4239499.0,
152,277.0897726128501,0.83632374,,,,,,,,,,,0,12344.7705,21866.727,26334.77,9126.678,21622.75,11239.254,117006.69,182437.36,94483.63,1294629.2,1452846.9,1701452.9,
834,277.11838813712853,5.6516113,,,,,,,,,,,0,75327.58,64674.004,54332.754,69988.61,76825.11,63313.6,70698.516,65532.883,85928.91,81766.63,123276.805,92861.85,
426,277.1185865644563,4.556077,,,,67,,,,,,,0,139844.28,138464.44,129561.45,141006.72,164180.86,170050.48,166493.84,151828.66,159283.02,164664.62,159047.23,168611.44,
318,277.13929607901224,2.1351285,,,,,,,,,,,0,4193.4717,2533.7808,7762.653,8839.428,0,10780.782,11324.336,13001.159,14131.953,142208.86,131850.52,142302.69,
1289,277.15485542047037,6.1774178,,,,412,,,,,,,0,355958.34,232987.73,259209.61,230920.45,254922.81,409640.62,420202.84,381366.0,244099.55,420611.8,272930.9,199129.05,
1172,277.15493218784087,6.086645,,,,,,,,,,,0,43835.297,41346.152,47092.527,39108.723,44376.52,48843.918,61305.438,63178.766,257408.45,76189.76,87479.805,101232.48,
4696,277.1799660875108,11.679265,,,,,,,,,,,0,50799.51,56407.87,56854.617,45914.688,50799.15,51338.246,67438.27,55703.75,63125.004,71648.66,17167.092,51387.793,
4539,277.1799865764995,11.545951,,,,130,,,,,,,0,217722.14,152715.4,81439.53,384022.47,220416.03,362954.66,286592.22,149923.73,150541.3,666376.75,488308.88,506687.75,
