row ID,row m/z,row retention time,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Feature status,DOM_Interlab-LCMS_Lab15_PPL_Pos_MS2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Feature status,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML Feature status,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Feature status,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Feature status,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Feature status,DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Feature status,DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Feature status,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Feature status,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Feature status,DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Feature status,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Feature status,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML Feature m/z,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML Feature status,DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML Feature m/z,
1451,302.21166601067404,6.347044,2,,,,,,,UNKNOWN,0,DETECTED,302.21171289317465,DETECTED,302.21172825540646,DETECTED,302.2114877201146,DETECTED,302.2116647884102,DETECTED,302.21163615910945,DETECTED,302.2116755189395,DETECTED,302.2117409718876,DETECTED,302.21162484791154,DETECTED,302.2116057025822,DETECTED,302.2115769804578,DETECTED,302.2116765202293,DETECTED,302.2118617698659,
1452,432.2371364572189,6.354315,,,,,,,,UNKNOWN,0,ESTIMATED,432.2379368928796,ESTIMATED,432.2375174153552,ESTIMATED,432.23701473109674,ESTIMATED,432.23732383775774,ESTIMATED,432.23737553188545,ESTIMATED,432.2371709590293,ESTIMATED,432.2375914560672,DETECTED,432.2372641115302,ESTIMATED,432.23772427625136,ESTIMATED,432.235942837244,DETECTED,432.23595046007574,DETECTED,432.23682497745466,
1460,340.21223525710553,6.352595,2,,,,,,,UNKNOWN,0,DETECTED,340.2121998843302,DETECTED,340.2123580655558,DETECTED,340.21200583785827,ESTIMATED,340.2122082976035,DETECTED,340.21231773696496,DETECTED,340.212270403909,DETECTED,340.2123112540221,DETECTED,340.21220966691897,DETECTED,340.2121385304589,ESTIMATED,340.21209452705307,DETECTED,340.2122373434166,DETECTED,340.2124715371753,
1461,229.1411835985621,6.3526955,,,,,,,,UNKNOWN,0,DETECTED,229.14120341142086,DETECTED,229.1412063172054,DETECTED,229.14100069187762,DETECTED,229.14111798268712,DETECTED,229.14117352370488,DETECTED,229.1412007924955,DETECTED,229.14128305607696,DETECTED,229.14122812597807,DETECTED,229.14116220522934,DETECTED,229.1411362111039,DETECTED,229.14115043415256,DETECTED,229.14134043081285,
1465,426.24872865280184,6.3611875,220,,,,,,,UNKNOWN,0,ESTIMATED,426.2489047860855,ESTIMATED,426.24907601544993,DETECTED,426.2485848457125,DETECTED,426.24870395836433,DETECTED,426.2486248466052,DETECTED,426.2487486047313,DETECTED,426.24908431992793,DETECTED,426.2486648404249,DETECTED,426.2486949980755,ESTIMATED,426.24837245524355,DETECTED,426.24836672945423,DETECTED,426.2489174335467,
1470,299.167855513073,6.366202,,,,,,,,UNKNOWN,0,DETECTED,299.1678875909231,DETECTED,299.1681025422476,DETECTED,299.167796624507,DETECTED,299.16775349518554,DETECTED,299.1678705839472,DETECTED,299.16810289920323,DETECTED,299.1681616075919,DETECTED,299.1679851162259,DETECTED,299.1679100321058,ESTIMATED,299.1673786047777,ESTIMATED,299.1675410410277,ESTIMATED,299.16777601913265,
1476,195.10167681792598,6.3722997,220,,,,,,,UNKNOWN,0,ESTIMATED,195.10171479434237,ESTIMATED,195.10170845026974,ESTIMATED,195.1015797477638,DETECTED,195.1016189608419,DETECTED,195.1016756130709,DETECTED,195.10167608165327,DETECTED,195.10177499209576,ESTIMATED,195.1016631088553,ESTIMATED,195.10166980149853,ESTIMATED,195.10159082608936,ESTIMATED,195.1016421512374,ESTIMATED,195.10180728739334,
1478,309.18100235248113,6.372541,220,,,,,,,UNKNOWN,0,DETECTED,309.1811900478534,DETECTED,309.1810759845382,DETECTED,309.18093526944915,DETECTED,309.18091400799665,DETECTED,309.1810732361205,DETECTED,309.1810730458149,DETECTED,309.1810810477361,DETECTED,309.180946648805,DETECTED,309.1808546453857,DETECTED,309.18082518834257,DETECTED,309.18093407902177,DETECTED,309.18112502870974,
1482,344.2434150204572,6.379071,,,,,,,,UNKNOWN,0,ESTIMATED,344.2435161767274,ESTIMATED,344.2435089788615,DETECTED,344.2432739027749,DETECTED,344.24331115894216,DETECTED,344.2434104146224,DETECTED,344.2434692993483,ESTIMATED,344.24349097683813,DETECTED,344.24337310753043,ESTIMATED,344.2433811684691,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,
1484,273.1673869063404,6.3787847,220,,,,,,,ESTIMATED,273.1674976084602,DETECTED,273.1674170557541,DETECTED,273.1674341507451,DETECTED,273.16723008621375,DETECTED,273.16731259497675,DETECTED,273.1673694375077,DETECTED,273.16740692320855,DETECTED,273.1674621476536,DETECTED,273.1673539348497,DETECTED,273.1673568348436,DETECTED,273.16728040398647,DETECTED,273.16737860900423,DETECTED,273.1675299952216,
1486,298.23790351868945,6.3845825,85,,,,,,,UNKNOWN,0,DETECTED,298.23796087384835,DETECTED,298.23796194141,DETECTED,298.23771849519846,DETECTED,298.2378505170536,DETECTED,298.23787124825196,DETECTED,298.23792181172536,DETECTED,298.2380165135122,DETECTED,298.2378192525475,DETECTED,298.23795200116984,DETECTED,298.23781405446533,DETECTED,298.23790690507974,DETECTED,298.23804861001094,
1487,263.13907940890846,6.384833,85,,,,,,,UNKNOWN,0,DETECTED,263.13911743399507,DETECTED,263.1391767789926,DETECTED,263.13887960791396,DETECTED,263.1389691042937,DETECTED,263.1391047824138,DETECTED,263.1391129082153,DETECTED,263.1391111830939,DETECTED,263.13900592711,DETECTED,263.13908475652573,DETECTED,263.13904831199716,DETECTED,263.1391195454776,ESTIMATED,263.13922256687255,
1492,418.2208766064173,6.399013,,,,,,,,UNKNOWN,0,ESTIMATED,418.221005301361,ESTIMATED,418.2209620298081,ESTIMATED,418.2206945763005,ESTIMATED,418.22058485362834,ESTIMATED,418.2208828655019,DETECTED,418.22108857238464,ESTIMATED,418.2211859744995,DETECTED,418.2210581126983,DETECTED,418.2214388497633,DETECTED,418.2202936740505,DETECTED,418.2205618817712,DETECTED,418.2207625852395,
1494,200.94820188506822,6.3916645,85,,,,,,,UNKNOWN,0,DETECTED,200.9482257780367,DETECTED,200.9482326403564,DETECTED,200.9480799778459,ESTIMATED,200.94815372655947,DETECTED,200.94823051614316,DETECTED,200.94823328268868,DETECTED,200.9482852671301,ESTIMATED,200.9481185097605,DETECTED,200.94823665973308,DETECTED,200.94815053466544,DETECTED,200.94818960160725,DETECTED,200.94828612629198,
1499,475.32585908485277,6.396208,85,38,[M+Na]+,,2,1500;1499,452.3366,UNKNOWN,0,DETECTED,475.3259762401405,DETECTED,475.325845385823,DETECTED,475.32564222529896,DETECTED,475.3257702296964,DETECTED,475.32594231157873,DETECTED,475.3260563779534,DETECTED,475.32602251084126,DETECTED,475.32573156644816,ESTIMATED,475.32573432342934,DETECTED,475.32562824208986,DETECTED,475.3257645449946,DETECTED,475.3261950599392,
1500,453.34382525515883,6.396208,85,38,[M+H]+,,2,1500;1499,452.3366,UNKNOWN,0,DETECTED,453.3438389053074,DETECTED,453.3439011294406,DETECTED,453.3436234566162,DETECTED,453.3438786761948,DETECTED,453.3438270739246,DETECTED,453.3438331569596,DETECTED,453.3439109462828,DETECTED,453.34377446976293,DETECTED,453.3437299365874,DETECTED,453.3437146606203,DETECTED,453.3438161975573,DETECTED,453.3440544526518,
1514,197.11733373850606,6.404857,85,,,,,,,UNKNOWN,0,DETECTED,197.11732721791498,DETECTED,197.11737038087352,DETECTED,197.11719422697354,ESTIMATED,197.11732508174845,DETECTED,197.1173639715523,DETECTED,197.11738177004918,DETECTED,197.11740022805202,DETECTED,197.11730649117877,DETECTED,197.11730722148917,DETECTED,197.11726476348153,DETECTED,197.11732179690583,DETECTED,197.1174417118533,
1515,652.4112107941305,6.4073353,,,,,,,,ESTIMATED,652.4118641369846,ESTIMATED,652.411264978011,ESTIMATED,652.4113363750434,DETECTED,652.4108144747606,DETECTED,652.4110446728903,ESTIMATED,652.4113388074869,ESTIMATED,652.4113279871399,DETECTED,652.4112381272256,ESTIMATED,652.4108148988608,ESTIMATED,652.4111551459723,DETECTED,652.411113378558,DETECTED,652.411056110925,ESTIMATED,652.4113712298389,
1519,179.10671483683146,6.407231,85,,,,,,,UNKNOWN,0,DETECTED,179.10674272989647,DETECTED,179.1067272197428,ESTIMATED,179.10663514223646,ESTIMATED,179.1067315480334,DETECTED,179.10671214680963,ESTIMATED,179.1067033250847,DETECTED,179.1067637693441,ESTIMATED,179.10667849460341,DETECTED,179.1067212548882,DETECTED,179.10665888075332,DETECTED,179.10670444654357,DETECTED,179.10679908404143,
1523,340.1758023869248,6.411053,4,,,,,,,UNKNOWN,0,DETECTED,340.1758544369097,DETECTED,340.17585171413197,DETECTED,340.1755854274146,DETECTED,340.175803651846,DETECTED,340.1757897076948,DETECTED,340.1758220303082,DETECTED,340.1758828202241,DETECTED,340.1757172714845,DETECTED,340.1757932220048,DETECTED,340.17573962535977,DETECTED,340.17579590895684,DETECTED,340.17599282676207,
1527,280.15455874989556,6.411053,4,,,,,,,UNKNOWN,0,DETECTED,280.15463292021366,DETECTED,280.15453796361595,ESTIMATED,280.1544106668013,ESTIMATED,280.15464215725535,ESTIMATED,280.1545234010783,ESTIMATED,280.1546254542489,DETECTED,280.1545975753932,ESTIMATED,280.15448108447424,DETECTED,280.1545903979071,ESTIMATED,280.1545136720249,ESTIMATED,280.1544410005794,ESTIMATED,280.15470870515435,
1532,162.0549829027891,6.417507,4,,,,,,,UNKNOWN,0,DETECTED,162.0549995340062,DETECTED,162.05500372632483,DETECTED,162.05491833725125,DETECTED,162.05498870458146,DETECTED,162.05499013530905,DETECTED,162.05494652966198,DETECTED,162.05504581119388,DETECTED,162.05496456657326,DETECTED,162.054993073795,DETECTED,162.05494944576427,DETECTED,162.0549606508995,DETECTED,162.05503431810888,
1535,390.226738874419,6.4273267,,,,,,,,UNKNOWN,0,ESTIMATED,390.2269597909436,ESTIMATED,390.2266998565505,ESTIMATED,390.22672852722815,ESTIMATED,390.22683047184876,ESTIMATED,390.2267800789419,ESTIMATED,390.22700243458934,ESTIMATED,390.22669412899904,ESTIMATED,390.22663671640913,ESTIMATED,390.2265379777804,DETECTED,390.22657636261454,DETECTED,390.22656691995337,DETECTED,390.2268532271699,
1548,891.382299099052,6.4372196,242,,,,,,,UNKNOWN,0,ESTIMATED,891.385986328125,ESTIMATED,891.381761175501,ESTIMATED,891.3812653415163,ESTIMATED,891.3799438476562,ESTIMATED,891.3826253474026,ESTIMATED,891.3793956967984,ESTIMATED,891.3840738941493,ESTIMATED,891.3821840245348,ESTIMATED,891.3827229539625,DETECTED,891.3828597239839,DETECTED,891.3824018559244,DETECTED,891.3823689990695,
1551,246.11273360358095,6.444,242,,,,,,,UNKNOWN,0,ESTIMATED,246.11275622785192,ESTIMATED,246.11286351675437,ESTIMATED,246.11253514307225,ESTIMATED,246.11266103100573,ESTIMATED,246.11261356614312,ESTIMATED,246.11289903458265,ESTIMATED,246.11283767501212,ESTIMATED,246.1126813550663,ESTIMATED,246.11278302160565,DETECTED,246.11261351552778,ESTIMATED,246.11270535961995,DETECTED,246.1128537967291,
1558,306.1337848301302,6.443928,242,40,[M+H]+,,1,1559,305.1265,UNKNOWN,0,ESTIMATED,306.13381541026104,ESTIMATED,306.1337778254253,ESTIMATED,306.1335599146334,ESTIMATED,306.1337714834889,ESTIMATED,306.1338484143096,ESTIMATED,306.13385210254415,DETECTED,306.1338444496433,ESTIMATED,306.1338126712609,DETECTED,306.13371821846727,DETECTED,306.13370696906765,DETECTED,306.1337681092764,DETECTED,306.13394239318507,
1559,323.16036767827376,6.441527,242,40,[M+NH4]+,,2,1558;1559,305.1265,UNKNOWN,0,DETECTED,323.16042453172355,DETECTED,323.16027508123443,DETECTED,323.16007918911254,DETECTED,323.1604365962926,DETECTED,323.1603811867227,DETECTED,323.1603139253083,DETECTED,323.16048058602416,DETECTED,323.1603840193213,DETECTED,323.1603906304621,DETECTED,323.1602929472841,DETECTED,323.16038718438926,DETECTED,323.16056626141,
1560,432.2370406379623,6.4427676,242,,,,,,,UNKNOWN,0,DETECTED,432.23734859676944,DETECTED,432.23736543225937,DETECTED,432.2371616611663,DETECTED,432.2375130936416,DETECTED,432.23769616440956,DETECTED,432.2373439603687,DETECTED,432.2371538803137,DETECTED,432.2372189643277,DETECTED,432.23740485695157,DETECTED,432.2360808952737,DETECTED,432.23594758338066,DETECTED,432.23625256668606,
1564,485.3701254102555,6.445429,242,,,,,,,UNKNOWN,0,ESTIMATED,485.3702274332356,DETECTED,485.37013309622023,DETECTED,485.36980530673463,ESTIMATED,485.37012868128744,DETECTED,485.3701414852492,ESTIMATED,485.3702070894688,DETECTED,485.37027102857917,ESTIMATED,485.3700537860793,DETECTED,485.3700912469194,DETECTED,485.3699673978796,DETECTED,485.37012107113384,DETECTED,485.37035730027907,
1570,360.215386376663,6.447954,,,,,,,,UNKNOWN,0,ESTIMATED,360.2159059917205,ESTIMATED,360.2159182974481,ESTIMATED,360.2155353174972,ESTIMATED,360.2148922505413,ESTIMATED,360.2154386100417,ESTIMATED,360.2158899070047,ESTIMATED,360.2151556461313,ESTIMATED,360.2150555099018,ESTIMATED,360.21521387584943,DETECTED,360.2155215481934,DETECTED,360.2150301430585,DETECTED,360.21507942256784,
1571,474.25434477616517,6.4522,242,,,,,,,UNKNOWN,0,ESTIMATED,474.25464594778566,ESTIMATED,474.25446797902686,ESTIMATED,474.25405207720064,ESTIMATED,474.254457392199,ESTIMATED,474.25436580027014,ESTIMATED,474.25453394517297,ESTIMATED,474.2543624717521,DETECTED,474.25422986808337,ESTIMATED,474.2546288005541,DETECTED,474.2541741371854,ESTIMATED,474.2540052400296,ESTIMATED,474.25421365472135,
1576,336.2171258589187,6.453219,242,,,,,,,UNKNOWN,0,DETECTED,336.21711352272877,DETECTED,336.2171159158128,DETECTED,336.2169510828207,DETECTED,336.2171255434522,DETECTED,336.2171528483265,DETECTED,336.2171571645942,DETECTED,336.21724304819793,DETECTED,336.21715640466243,DETECTED,336.2170828091704,DETECTED,336.2170521044025,DETECTED,336.2170907837081,DETECTED,336.21726907914734,
1577,320.22227863583447,6.45339,242,,,,,,,UNKNOWN,0,DETECTED,320.22229943169526,DETECTED,320.2222606003218,DETECTED,320.22208529076244,DETECTED,320.22231782902907,DETECTED,320.22226127565125,DETECTED,320.2222298134884,DETECTED,320.2223670824259,DETECTED,320.2222495084694,DETECTED,320.2222746381481,DETECTED,320.222194239301,DETECTED,320.22231701888006,DETECTED,320.2224869018409,
1583,351.1915620858534,6.4595847,,,,,,,,UNKNOWN,0,DETECTED,351.19167430373335,DETECTED,351.1917863812063,ESTIMATED,351.1914405565643,DETECTED,351.1916451059238,DETECTED,351.1914096565374,DETECTED,351.19169395157985,ESTIMATED,351.1917418079374,DETECTED,351.1909952128296,DETECTED,351.1915621472563,DETECTED,351.19146442878775,ESTIMATED,351.1918263466657,ESTIMATED,351.19150513121883,
1584,273.16738884103546,6.4616566,242,,,,,,,ESTIMATED,273.16746354919127,ESTIMATED,273.1673630887011,DETECTED,273.16739820921396,ESTIMATED,273.16723872400104,DETECTED,273.1674222706215,DETECTED,273.1674376043277,DETECTED,273.1674188112206,ESTIMATED,273.1674327355531,ESTIMATED,273.16735534298687,DETECTED,273.16736148649585,ESTIMATED,273.1672793369823,DETECTED,273.16739179823713,DETECTED,273.16749197592895,
1592,195.1016809906404,6.4757953,273,,,,,,,UNKNOWN,0,DETECTED,195.1016655782872,DETECTED,195.1016574117926,ESTIMATED,195.1015436783807,ESTIMATED,195.10169095363878,DETECTED,195.10174622642614,DETECTED,195.10171155531043,ESTIMATED,195.10174031024715,ESTIMATED,195.1016869731846,ESTIMATED,195.10166002804465,ESTIMATED,195.10164510270292,ESTIMATED,195.10163146815762,ESTIMATED,195.1017926015124,
1593,380.1701453911287,6.4789805,261,,,,,,,UNKNOWN,0,ESTIMATED,380.1700996615775,ESTIMATED,380.17005842568017,ESTIMATED,380.1697594531696,ESTIMATED,380.17009395515845,DETECTED,380.1699755339759,ESTIMATED,380.1699507795282,DETECTED,380.1703944604576,DETECTED,380.17031548533146,DETECTED,380.1702711421791,DETECTED,380.17016478751714,DETECTED,380.1702180424459,DETECTED,380.17044296652347,
1594,293.1497405096051,6.4746594,,,,,,,,UNKNOWN,0,ESTIMATED,293.14970035943526,ESTIMATED,293.1497714353835,ESTIMATED,293.14963161736233,ESTIMATED,293.149791366118,ESTIMATED,293.149836669484,ESTIMATED,293.149819810044,ESTIMATED,293.1498189808086,ESTIMATED,293.14981008092184,DETECTED,293.1496405200487,ESTIMATED,293.14948550875994,ESTIMATED,293.1496926237603,ESTIMATED,293.14988714313466,
1596,177.09107136012415,6.48316,273,,,,,,,UNKNOWN,0,DETECTED,177.09103602158962,DETECTED,177.09105600366988,ESTIMATED,177.09095385174717,DETECTED,177.09111951416727,ESTIMATED,177.09109218901264,DETECTED,177.09112127169317,ESTIMATED,177.0911157310042,DETECTED,177.09106463218626,ESTIMATED,177.09106464978024,ESTIMATED,177.0909526476685,ESTIMATED,177.09109466495198,ESTIMATED,177.0911851440188,
1600,274.1643412898888,6.4823265,261,,,,,,,UNKNOWN,0,UNKNOWN,0,ESTIMATED,274.16363525390625,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,UNKNOWN,0,ESTIMATED,274.1642465648156,ESTIMATED,274.16438224591064,ESTIMATED,274.1644671268902,DETECTED,274.1644842547359,DETECTED,274.16449095124995,DETECTED,274.1646826317129,
1606,348.2171932006102,6.4888897,261,,,,,,,UNKNOWN,0,ESTIMATED,348.2171854516,DETECTED,348.2172532762687,ESTIMATED,348.21696992835894,ESTIMATED,348.2173097353669,ESTIMATED,348.2172051953286,DETECTED,348.21722273955163,ESTIMATED,348.21730417907065,DETECTED,348.21716866519944,DETECTED,348.21708652491196,DETECTED,348.2170609337681,DETECTED,348.21717297513936,DETECTED,348.2173788027582,
1608,190.15907911369663,6.494068,,,,,,,,UNKNOWN,0,UNKNOWN,0,ESTIMATED,190.1591339111328,ESTIMATED,190.1589959393806,UNKNOWN,0,ESTIMATED,190.15898723163306,UNKNOWN,0,ESTIMATED,190.15914635891608,DETECTED,190.1590672148173,UNKNOWN,0,ESTIMATED,190.15901604615388,DETECTED,190.15907209464467,DETECTED,190.1592141128944,
1610,314.196344351985,6.497246,414,,,,,,,UNKNOWN,0,ESTIMATED,314.196259301701,ESTIMATED,314.19648160847584,ESTIMATED,314.1959887606067,ESTIMATED,314.1963989483764,ESTIMATED,314.19639046607716,ESTIMATED,314.1964559806079,DETECTED,314.19641830470187,DETECTED,314.1964166924009,ESTIMATED,314.1964165220599,DETECTED,314.19613506915675,DETECTED,314.19628608088004,DETECTED,314.1964844887754,
1616,504.3016622592715,6.497246,,,,,,,,UNKNOWN,0,ESTIMATED,504.3014067243844,ESTIMATED,504.3013835583615,DETECTED,504.301316622268,ESTIMATED,504.3016088842042,ESTIMATED,504.30182780544703,ESTIMATED,504.3019205585141,ESTIMATED,504.3018812160845,DETECTED,504.30174076304763,DETECTED,504.3017228777578,DETECTED,504.3014119026592,DETECTED,504.30177476212236,DETECTED,504.3019514364073,
1617,340.1758015844726,6.497246,414,,,,,,,UNKNOWN,0,DETECTED,340.17577161397463,DETECTED,340.17577773333335,DETECTED,340.1755619553712,DETECTED,340.175804147704,DETECTED,340.1758090930781,DETECTED,340.17583669524527,DETECTED,340.1758595343182,DETECTED,340.1757858022111,DETECTED,340.17580165805373,DETECTED,340.1757409776118,DETECTED,340.17582287117284,DETECTED,340.17604693159655,
1619,302.2116507376339,6.503039,414,,,,,,,UNKNOWN,0,ESTIMATED,302.2116813604842,ESTIMATED,302.2116242941513,DETECTED,302.2114822306005,DETECTED,302.2116644533599,DETECTED,302.2116349576257,ESTIMATED,302.2116910098118,DETECTED,302.21173630109485,DETECTED,302.2116252404534,DETECTED,302.2116216637629,DETECTED,302.2115507912281,DETECTED,302.2116556012531,DETECTED,302.211840947781,
1621,234.14901726199528,6.5088716,,,,,,,,UNKNOWN,0,ESTIMATED,234.14903234114558,ESTIMATED,234.1489563159471,ESTIMATED,234.1488107325215,ESTIMATED,234.1490705616788,ESTIMATED,234.14903574204476,ESTIMATED,234.14892890123622,ESTIMATED,234.14913466799106,ESTIMATED,234.1490597912534,ESTIMATED,234.14902650339292,DETECTED,234.14895937071208,DETECTED,234.1489956634937,DETECTED,234.14919655252612,
1622,279.17052575001077,6.503142,414,,,,,,,UNKNOWN,0,DETECTED,279.1705243751585,DETECTED,279.1704702290419,DETECTED,279.1703877627099,ESTIMATED,279.17051945800796,DETECTED,279.17053647727795,DETECTED,279.1705933697645,DETECTED,279.1705636917634,DETECTED,279.17053213868246,DETECTED,279.17052137474207,DETECTED,279.1704570390659,DETECTED,279.1705091558997,DETECTED,279.17069392801557,
1626,256.19084260355055,6.5129743,395,,,,,,,UNKNOWN,0,DETECTED,256.1908119091146,DETECTED,256.1908906895338,DETECTED,256.1906896609116,DETECTED,256.1909072937761,DETECTED,256.1908293583095,DETECTED,256.19093171434685,DETECTED,256.19087069619945,DETECTED,256.19081267655656,DETECTED,256.1908365873897,DETECTED,256.1907797881903,DETECTED,256.19074894368134,DETECTED,256.1910019245971,
1628,294.1336976189223,6.5160737,,,,,,,,UNKNOWN,0,ESTIMATED,294.1336559892003,ESTIMATED,294.1336887261685,ESTIMATED,294.1335071241267,ESTIMATED,294.1336585308452,ESTIMATED,294.1337551074235,ESTIMATED,294.1337579447039,ESTIMATED,294.1337867418975,ESTIMATED,294.1335751456956,ESTIMATED,294.13372087094257,ESTIMATED,294.1335980255619,ESTIMATED,294.1337053349313,DETECTED,294.1339618855711,
1630,321.1811096515158,6.517038,395,,,,,,,UNKNOWN,0,ESTIMATED,321.18122126562434,ESTIMATED,321.1812197345296,ESTIMATED,321.1809878404582,ESTIMATED,321.18126999805884,DETECTED,321.18117966090625,ESTIMATED,321.1812088285589,ESTIMATED,321.1810129935581,ESTIMATED,321.18109136361016,ESTIMATED,321.18116355888515,DETECTED,321.18090898867996,ESTIMATED,321.18085103123946,DETECTED,321.1812005540806,
1631,306.2065600734138,6.5170617,395,,,,,,,UNKNOWN,0,DETECTED,306.2065775281669,DETECTED,306.20648102846405,DETECTED,306.20640725591466,DETECTED,306.20659697778405,DETECTED,306.20660868185826,DETECTED,306.206620258022,DETECTED,306.20665897724353,DETECTED,306.20654856998664,DETECTED,306.20651730995803,ESTIMATED,306.20647438136905,DETECTED,306.20652608642666,DETECTED,306.2067038257725,
1635,696.437287901839,6.522414,,,,,,,,ESTIMATED,696.4378537810645,DETECTED,696.4368701968533,ESTIMATED,696.4373002267173,ESTIMATED,696.4368601622346,ESTIMATED,696.4371576255731,ESTIMATED,696.4371564161486,ESTIMATED,696.4373774653017,ESTIMATED,696.4376335378441,ESTIMATED,696.4372210308388,DETECTED,696.437432044662,DETECTED,696.436855546996,DETECTED,696.437335285183,ESTIMATED,696.4376894044905,
1638,507.1336257774032,6.5203834,,,,,,,,UNKNOWN,0,ESTIMATED,507.1334296463074,ESTIMATED,507.1337611308277,ESTIMATED,507.1324455932779,ESTIMATED,507.13489942901447,ESTIMATED,507.1340112545132,ESTIMATED,507.1334517379599,DETECTED,507.13386933337335,DETECTED,507.1332638467457,DETECTED,507.13323041959956,ESTIMATED,507.1338760941156,DETECTED,507.1332549495503,DETECTED,507.1340158935537,
1642,182.19045555267428,6.524864,395,,,,,,,UNKNOWN,0,ESTIMATED,182.19039529315688,DETECTED,182.190473996199,DETECTED,182.19033779697148,ESTIMATED,182.19048580790633,ESTIMATED,182.19049780446267,DETECTED,182.19046936739872,DETECTED,182.19052002270882,DETECTED,182.1904721660063,DETECTED,182.19042584778873,DETECTED,182.1903929357658,DETECTED,182.19044408464495,DETECTED,182.19055150908176,
1650,404.24298570558386,6.535291,,,,,,,,UNKNOWN,0,ESTIMATED,404.24299233200713,DETECTED,404.2428648019349,ESTIMATED,404.24273081562563,DETECTED,404.2430882880161,DETECTED,404.24299499372665,DETECTED,404.2430539046911,ESTIMATED,404.24308839808447,DETECTED,404.24291173528854,ESTIMATED,404.24290656928054,ESTIMATED,404.243195339629,ESTIMATED,404.24289495002176,ESTIMATED,404.24310633870016,
1653,566.4279042744117,6.5390954,191,41,[M+H]+,,2,1654;1653,565.4205,UNKNOWN,0,DETECTED,566.4278103009955,DETECTED,566.4279776037163,DETECTED,566.4275758926635,DETECTED,566.428022867269,DETECTED,566.4280067333947,DETECTED,566.4278994311318,DETECTED,566.4279408810013,DETECTED,566.4278198662273,DETECTED,566.4278877418162,DETECTED,566.4276678844772,DETECTED,566.4278821382106,DETECTED,566.4283599520373,
1654,588.4095986504341,6.5390954,191,41,[M+Na]+,,2,1654;1653,565.4205,UNKNOWN,0,DETECTED,588.4095702754447,ESTIMATED,588.4095543939218,DETECTED,588.4093050202052,DETECTED,588.4096587894115,DETECTED,588.4096071544013,DETECTED,588.409521578418,DETECTED,588.409634367768,DETECTED,588.409438777001,DETECTED,588.4095919090352,DETECTED,588.4095616467166,DETECTED,588.4096509618437,DETECTED,588.4100889310401,
1655,283.7176755725117,6.5403256,,,,,,,,UNKNOWN,0,DETECTED,283.7176090355597,ESTIMATED,283.7176840248289,ESTIMATED,283.717525192048,ESTIMATED,283.71769169645296,DETECTED,283.7177531570764,DETECTED,283.7176353476118,DETECTED,283.7176626655412,DETECTED,283.7176284523671,DETECTED,283.71770008228145,ESTIMATED,283.71761039022726,DETECTED,283.717681920229,DETECTED,283.7179249059169,
1657,453.3437847396953,6.5405064,191,,,,,,,UNKNOWN,0,DETECTED,453.34370478193455,DETECTED,453.3438673832781,DETECTED,453.343498547428,DETECTED,453.34379657799917,DETECTED,453.343800703078,DETECTED,453.3436829925921,DETECTED,453.34379136851595,DETECTED,453.3438332947179,DETECTED,453.3436194128738,DETECTED,453.34381083691727,DETECTED,453.3439193084701,DETECTED,453.34409166853817,
