,Feature,Importance,Mean Decrease Accuracy,Std Decrease Accuracy
6766,X76673_634.306_9.947_nan,0.00016571907925126548,0.0,0.0
4826,X59970_459.358_7.722_nan,0.00016558660381392292,0.0,0.0
6430,X73793_503.262_9.629_nan,0.00016553614972363666,0.0,0.0
7154,X80341_760.541_10.343_nan,0.0001654883812568438,0.0,0.0
4094,X53319_370.259_6.887_nan,0.00016538416385777322,0.0,0.0
1860,"X20922_260.149_3.912_nan;NCGC00347546-02_C19H28O3_5,9-Dimethyl-14-oxotetracyclo[11.2.1.0~1,10~.0~4,9~]hexadecane-5-carboxylic acid",0.0001652437236189163,0.0,0.0
7203,X80693_579.426_10.377_nan,0.00016516851554645407,0.0,0.0
5002,X61543_356.295_7.933_nan,0.00016501733841631108,0.0,0.0
548,X3539_325.139_1.771_nan,0.00016491996514986628,0.0,0.0
8154,X88201_540.426_11.577_nan,0.0001648177977311302,0.0,0.0
1380,X14182_290.174_3.283_nan,0.00016475594565972473,0.0,0.0
267,X1889_245.063_0.812_nan,0.00016468499630385846,0.0,0.0
509,X3304_245.095_1.588_nan,0.00016466799266802004,0.0,0.0
6822,X77184_581.399_10.013_nan,0.00016465455647373395,0.0,0.0
4727,X59044_333.205_7.602_nan,0.0001646458583187759,0.0,0.0
4609,X57999_382.237_7.37_nan,0.00016444690587211233,0.0,0.0
1808,X20182_476.306_4.013_nan;Spectral Match to Decaethylene glycol from NIST14,0.00016444345269737946,0.0,0.0
3627,X47979_729.431_6.288_nan,0.00016436065040744774,0.0,0.0
8293,"X88774_984.234_11.8_nan;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",0.00016433063041790423,0.0,0.0
8532,X89884_793.527_12.146_nan,0.0001643085746896035,0.0,0.0
8602,X90234_1072.306_12.366_nan;Contaminant vial septum ThermoFisher C5000-44B,0.00016416223017942172,0.0,0.0
8669,X90571_566.55_12.385_nan,0.00016415876825544548,0.0,0.0
4916,X60853_402.3_7.84_nan,0.0001641090452038843,0.0,0.0
3906,X51173_354.191_6.646_nan,0.0001641077509617402,0.0,0.0
5455,X65577_450.247_8.496_nan,0.0001641076582596856,0.0,0.0
8769,X91067_906.614_12.572_nan;SQDG(16:1/16:1); [M+NH4]+ C41H78N1O12S1,0.0001640923835650201,0.0,0.0
6722,"X76329_712.445_9.92_nan;NCGC00380799-01!5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid [IIN-based on: CCMSLIB00000846498]",0.0001640539292836969,0.0,0.0
8279,X88719_846.292_11.774_nan;Contaminants septum vial Thermo C4000-53 and C4000-54 serie,0.00016400929155196343,0.0,0.0
2673,X34325_358.186_5.002_nan,0.00016387112329078137,0.0,0.0
4472,X56728_227.106_7.314_nan,0.00016378854289504088,0.0,0.0
7649,X84643_359.258_10.8_nan,0.00016378145129236315,0.0,0.0
5361,X64804_226.253_8.386_nan,0.00016370611060168694,0.0,0.0
819,X6340_414.139_2.398_nan,0.00016361519426489766,0.0,0.0
95,X569_248.128_0.64_nan,0.00016359418906274656,0.0,0.0
7000,X78955_431.242_10.187_nan,0.00016356724730714188,0.0,0.0
1489,X15716_279.133_3.257_nan,0.00016356343090066655,0.0,0.0
5304,X64433_605.077_8.338_nan,0.00016337468045056702,0.0,0.0
5623,X66895_434.149_8.699_nan,0.00016330208527054303,0.0,0.0
4934,X60988_337.164_8.0_nan,0.00016304341403722717,0.0,0.0
6194,X71642_649.465_9.398_nan,0.00016295950031978144,0.0,0.0
8343,X89082_790.545_11.918_nan;MGDG (18:4/18:5),0.0001629547031763022,0.0,0.0
2926,X38324_440.191_5.261_nan,0.00016268489373637423,0.0,0.0
3458,X46111_659.353_6.079_nan,0.0001626610044419162,0.0,0.0
525,X3392_511.176_1.628_nan,0.0001626054663178053,0.0,0.0
59,X229_173.042_0.603_nan,0.00016253012000650143,0.0,0.0
2024,X23638_416.155_4.072_nan,0.000162527959337776,0.0,0.0
3804,X49859_456.222_6.612_nan,0.0001625022251543568,0.0,0.0
2333,X28636_597.272_4.569_nan,0.00016238129223889437,0.0,0.0
209,X1528_364.811_0.748_nan,0.0001623353217014102,0.0,0.0
8644,X90434_726.461_12.336_nan,0.00016217370713084077,0.0,0.0
4184,X54085_249.148_6.992_nan;Dihydro-8-deoxy-lactucin,0.00016212054302883847,0.0,0.0
4168,X53942_359.204_6.965_nan;Hexa-methoxymethyl-melamine,0.0001621062967642713,0.0,0.0
1897,X21748_386.238_4.009_nan,0.00016198904749833371,0.0,0.0
4207,X54241_440.863_7.0_nan,0.00016197483231014694,0.0,0.0
3670,X48333_347.185_6.361_nan,0.00016193156752759814,0.0,0.0
4541,X57338_397.222_7.391_nan,0.00016192880098291548,0.0,0.0
8853,X91440_420.276_12.665_nan,0.00016181726607738492,0.0,0.0
8163,X88262_439.32_11.597_nan;Ala-C17:1,0.00016157695917756233,0.0,0.0
8073,X87824_1088.32_11.449_nan,0.00016152174901265688,0.0,0.0
8733,"X90882_759.222_12.485_Azadirachtin;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid",0.00016141068276050705,0.0,0.0
3979,X51971_458.202_6.731_nan,0.00016137051878980567,0.0,0.0
2358,"X28971_244.118_4.621_nan;""1-(2-hydroxy-4,6-dimethoxyphenyl)-2-methoxyethan-1-one CollisionEnergy:205060""",0.00016120651753539212,0.0,0.0
4012,X52408_381.808_6.785_nan,0.00016116908315841778,0.0,0.0
6380,X73348_353.232_9.579_nan,0.00016114201301750076,0.0,0.0
4505,X56996_349.201_7.346_nan,0.00016111403912641233,0.0,0.0
669,X4448_202.107_2.023_nan,0.00016096048951728023,0.0,0.0
7247,X81065_537.339_10.424_nan,0.00016095974590191368,0.0,0.0
6475,X74260_482.363_9.686_nan,0.0001609038766648524,0.0,0.0
1978,X22948_430.263_4.13_nan;Spectral Match to Undecaethylene glycol from NIST14,0.00016083377352853556,0.0,0.0
1850,X20810_367.138_3.996_nan,0.00016076466997711183,0.0,0.0
1731,X19140_250.107_3.746_nan,0.00016076176427571218,0.0,0.0
74,X315_299.16_0.635_nan,0.00016069747431557722,0.0,0.0
7006,X78989_892.656_10.202_nan,0.00016067425281852282,0.0,0.0
6682,X75949_469.277_9.874_nan,0.0001606715357743189,0.0,0.0
3044,X40404_446.202_5.568_nan,0.00016063678785157632,0.0,0.0
23,X92_353.947_0.547_nan,0.00016062955128964465,0.0,0.0
2810,X36635_286.164_5.245_nan;Parthenolide [M+NH4]+,0.00016057108911960393,0.0,0.0
2706,X34830_263.127_5.09_nan;HYDROXYPHENYLLACTIC ACID,0.0001604370631068473,0.0,0.0
8379,X89265_738.514_11.972_nan;MGDG (14:0/18:4),0.0001603918219944442,0.0,0.0
3029,X40099_384.165_5.475_nan,0.00016033529831925534,0.0,0.0
8788,"X91150_760.533_12.593_nan;(3S,4S,6aR,6bS,8R,8aR,12aS,14bR)-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4-carboxylic acid",0.00016031119463696142,0.0,0.0
5131,X62680_524.264_8.082_nan,0.00016026586433348013,0.0,0.0
6139,X71120_305.21_9.324_nan,0.00016024915638866586,0.0,0.0
8687,X90659_1370.382_12.502_nan;Contaminant vial septum ThermoFisher C5000-44B,0.00016017253143953827,0.0,0.0
591,X3778_248.128_1.906_nan,0.0001601388191280966,0.0,0.0
7523,X83437_221.19_10.686_nan;Spectral Match to (-)-Isolongifolol from NIST14,0.00016008604163327664,0.0,0.0
8712,"X90802_1074.306_12.386_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",0.0001600401298492784,0.0,0.0
4874,X60414_221.117_7.781_nan;jasmonic acid methyl ester CollisionEnergy:102040,0.00016001123633729739,0.0,0.0
7226,X80865_362.253_10.396_nan,0.00015970713132685446,0.0,0.0
2250,X27175_474.29_4.438_nan;Spectral Match to Nonaethylene glycol from NIST14,0.0001596789674737514,0.0,0.0
6306,X72773_216.138_9.506_nan,0.00015954909449395087,0.0,0.0
2160,X25707_411.164_4.407_nan,0.00015945923321967383,0.0,0.0
8646,X90442_548.503_12.339_nan,0.0001593569581929169,0.0,0.0
7867,X86582_999.289_11.138_nan;Contaminant vial septum ThermoFisher C5000-44B,0.00015930647169318154,0.0,0.0
6128,X71061_300.216_9.317_nan,0.00015928661415396417,0.0,0.0
1126,X10381_243.141_2.882_nan,0.000159256005896879,0.0,0.0
4814,X59896_408.238_7.802_nan,0.00015925450616588433,0.0,0.0
576,X3681_252.123_1.866_nan,0.00015923982607407594,0.0,0.0
7042,X79403_1045.57_10.248_nan,0.0001591886785503072,0.0,0.0
1484,X15643_337.128_3.417_nan,0.0001591716445726326,0.0,0.0
8089,X87911_421.31_11.336_nan,0.00015911158437812377,0.0,0.0
7414,X82557_217.159_10.601_nan,0.00015903653368095857,0.0,0.0
8888,"X91598_772.49_12.722_nan;Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine from NIST14",0.00015897730036864755,0.0,0.0
6474,X74223_332.33_9.678_nan,0.00015897661336725444,0.0,0.0
5068,X62178_268.19_7.973_nan;Parthenolide [M+NH4]+,0.00015897334761110927,0.0,0.0
3139,X41788_365.219_5.689_nan,0.00015880867440194515,0.0,0.0
7782,X85987_574.411_11.033_nan,0.00015877759241872635,0.0,0.0
2467,X30937_358.149_4.762_nan,0.0001587593504691272,0.0,0.0
8444,X89532_540.461_12.038_nan,0.00015871495006377248,0.0,0.0
6498,X74425_677.444_9.701_nan,0.00015861988647147422,0.0,0.0
8852,X91435_332.331_12.674_nan,0.00015860581441214038,0.0,0.0
1908,X21931_298.185_4.002_nan,0.0001585613229737637,0.0,0.0
1276,X12663_266.138_3.137_nan,0.00015855882865632484,0.0,0.0
3215,X42831_428.191_5.854_nan,0.00015852781067202682,0.0,0.0
223,X1595_220.133_0.657_nan,0.00015846481185403976,0.0,0.0
4520,X57151_606.223_7.376_nan,0.00015836728199966914,0.0,0.0
1560,X16667_284.16_3.526_nan,0.0001583281440736283,0.0,0.0
5964,X69621_588.239_9.128_nan,0.00015827130708291257,0.0,0.0
4650,X58408_337.237_7.51_nan,0.00015826999415556603,0.0,0.0
5441,X65476_590.441_8.487_nan,0.00015825506091747578,0.0,0.0
3814,X49958_486.233_6.508_nan,0.00015820357544032982,0.0,0.0
4532,X57288_521.337_7.392_nan,0.00015818604412145377,0.0,0.0
3014,X39928_391.175_5.529_nan,0.00015818485637306078,0.0,0.0
8925,"X91831_923.29_12.848_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0.00015800919192845663,0.0,0.0
4304,X55146_357.311_7.119_nan,0.00015783696985947535,0.0,0.0
5233,X63751_332.222_8.231_nan,0.00015777120738061953,0.0,0.0
8302,X88829_764.53_11.801_nan;MGDG (18:4/18:5),0.0001576904727073788,0.0,0.0
1384,X14204_402.139_3.248_nan,0.00015766842216894682,0.0,0.0
9067,X92344_831.429_13.061_nan,0.00015765814217339854,0.0,0.0
6469,X74193_302.174_9.67_nan,0.00015760526392778168,0.0,0.0
4956,X61171_321.206_7.721_nan,0.0001575938880918931,0.0,0.0
1028,X9056_209.138_2.732_nan;Spectral Match to Hexaethylene glycol from NIST14,0.00015756952290658306,0.0,0.0
6459,X74100_439.247_9.666_nan,0.00015750386082255048,0.0,0.0
216,X1561_262.888_0.777_nan,0.0001574555641616039,0.0,0.0
8782,"X91131_925.27_12.587_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0.00015738010236278566,0.0,0.0
8526,X89873_598.437_12.129_nan,0.00015733776438082935,0.0,0.0
8499,X89771_804.491_12.107_nan;MGDG (14:0/18:4),0.00015730348194716522,0.0,0.0
4598,X57935_302.211_7.463_nan,0.0001572203604464178,0.0,0.0
3655,X48225_333.169_6.347_nan,0.0001570662498330343,0.0,0.0
2489,X31235_444.28_4.789_nan,0.00015706401473788132,0.0,0.0
5510,X66022_392.271_8.567_nan,0.00015705754482451937,0.0,0.0
5003,X61569_321.169_7.903_nan,0.00015703186910516207,0.0,0.0
7440,X82690_516.352_10.618_nan,0.00015690327784409746,0.0,0.0
6387,X73464_670.4_9.608_nan,0.0001569012187837508,0.0,0.0
2232,X26846_325.128_4.468_nan,0.00015682859982382082,0.0,0.0
1643,X17675_430.264_3.616_nan,0.00015678171484477464,0.0,0.0
6669,X75847_461.252_9.859_nan,0.00015678025405106802,0.0,0.0
8320,X88928_618.456_11.838_nan,0.0001567186959958117,0.0,0.0
7554,X83701_663.335_10.735_nan,0.00015670734641197884,0.0,0.0
2593,X32871_326.159_4.797_nan,0.00015668424233695205,0.0,0.0
3870,X50637_377.231_6.596_nan,0.00015665087803931813,0.0,0.0
1606,X17250_386.144_3.622_nan,0.00015663995237442713,0.0,0.0
6721,"X76328_677.408_9.931_nan;NCGC00380799-01!5-[5-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-3-hydroxydecanoyl]oxy-3-hydroxydecanoic acid [IIN-based on: CCMSLIB00000846498]",0.00015663175074985455,0.0,0.0
860,X6750_198.022_2.44_nan,0.00015659325722415193,0.0,0.0
4912,X60804_419.206_7.835_nan,0.00015649459637221729,0.0,0.0
6225,X71982_463.048_9.427_nan,0.00015631666726076174,0.0,0.0
8104,X87999_772.49_11.509_nan;Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14,0.000156180584142354,0.0,0.0
6902,X77868_450.284_10.067_nan,0.00015611554457523508,0.0,0.0
2164,X25779_330.133_4.366_nan,0.00015579802366439313,0.0,0.0
5350,X64761_369.19_8.375_nan,0.0001557383908803341,0.0,0.0
2290,X27861_386.181_4.526_nan,0.00015570922629725033,0.0,0.0
7354,X81966_347.258_10.651_nan,0.0001556548526213761,0.0,0.0
4633,X58299_526.942_7.512_nan,0.00015565244119088373,0.0,0.0
2872,X37580_295.153_5.329_nan,0.00015564703858521043,0.0,0.0
114,X741_276.159_0.647_nan,0.00015542590553835198,0.0,0.0
7909,X86885_631.218_11.216_nan,0.00015538846239462165,0.0,0.0
1499,X15800_316.175_3.442_nan,0.0001553133433487298,0.0,0.0
2711,X34957_223.133_4.985_nan,0.00015519676948809287,0.0,0.0
1402,X14434_358.207_3.308_nan,0.00015519097141794083,0.0,0.0
8754,X90976_330.242_12.523_nan,0.00015517317888744271,0.0,0.0
2609,X33232_247.133_4.96_nan,0.0001550781285381836,0.0,0.0
7049,X79460_528.391_10.239_nan,0.00015500654575883647,0.0,0.0
4930,X60934_606.399_7.854_nan,0.00015497288145833077,0.0,0.0
5362,X64809_362.195_8.44_nan,0.00015494706002195624,0.0,0.0
5550,X66336_399.216_8.609_nan,0.00015494498889566185,0.0,0.0
887,X7019_308.185_2.447_nan,0.00015492218541988522,0.0,0.0
4632,X58274_408.238_7.365_nan,0.0001549176124457071,0.0,0.0
6372,X73275_410.253_9.573_nan,0.00015485874326638484,0.0,0.0
978,X8216_264.123_2.636_nan,0.0001547791194416903,0.0,0.0
8885,X91586_524.43_12.726_nan,0.0001547466924862668,0.0,0.0
7582,X83957_442.262_10.768_nan,0.00015474429700185758,0.0,0.0
3068,X40722_209.153_5.599_nan,0.0001547139151092462,0.0,0.0
6250,X72212_243.159_9.454_nan,0.0001546726979122912,0.0,0.0
5955,X69545_287.164_9.114_nan,0.0001544148173303415,0.0,0.0
7394,X82368_319.284_10.544_nan,0.00015441006276890762,0.0,0.0
7128,X80065_718.53_10.31_nan,0.00015432177057990483,0.0,0.0
3844,X50350_703.38_6.56_nan,0.00015430614718330555,0.0,0.0
8063,X87762_1086.617_11.338_nan,0.00015429618512701718,0.0,0.0
6538,X74722_781.528_9.744_nan,0.00015428609313126234,0.0,0.0
5575,"X66545_211.133_8.639_nan;""3-(2,2-dimethyl(2H-3,4,5,6-tetrahydropyran-4-yl))-3-(4-methylphenyl)propanoic acid CollisionEnergy:102040""",0.00015425873159820145,0.0,0.0
396,X2622_262.143_1.122_nan,0.0001542393241697894,0.0,0.0
1435,X15006_374.144_3.26_nan,0.00015420944684238334,0.0,0.0
7978,"X87296_925.57_11.311_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",0.00015420211409954149,0.0,0.0
7547,X83645_497.325_10.796_nan,0.00015409534417513686,0.0,0.0
8033,X87576_800.602_11.457_nan;DGCC (40:7),0.00015397461287773438,0.0,0.0
5686,"X67344_271.19_8.767_nan;NCGC00385871-01_C15H22O4_2,8-Dihydroxy-5,5,8-trimethyl-11-oxatetracyclo[7.3.1.0~1,9~.0~3,7~]tridecan-10-one",0.0001538430739428842,0.0,0.0
4936,X61034_543.385_7.867_nan,0.00015380981460384665,0.0,0.0
5679,X67291_529.384_8.758_nan,0.0001537762985635581,0.0,0.0
8810,"X91234_1116.241_12.571_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",0.0001537412850320911,0.0,0.0
855,X6716_253.128_2.44_nan,0.00015368151627773144,0.0,0.0
3790,X49693_387.219_6.48_nan,0.00015365633536359275,0.0,0.0
4242,X54553_358.237_6.996_nan,0.00015364432830494945,0.0,0.0
1987,X23084_197.117_4.099_nan,0.00015354402431693427,0.0,0.0
2754,X35696_426.175_4.939_nan,0.00015351690573243298,0.0,0.0
5279,X64226_366.285_8.303_nan,0.00015347142345312534,0.0,0.0
7469,"X82922_338.211_10.642_nan;(3E,12E)-3,12-dimethyl-8-methylidene-6,18-dioxatricyclo[14.2.1.0?,?]nonadeca-3,12,16(19)-triene-7,17-dione",0.0001534705648659501,0.0,0.0
2529,X32002_215.128_4.832_nan,0.00015340791804720728,0.0,0.0
8230,X88514_546.487_11.719_nan,0.000153330758006132,0.0,0.0
824,X6379_239.149_2.38_nan;Spectral Match to Hexaethylene glycol from NIST14,0.00015327819420817674,0.0,0.0
2668,X34306_396.201_5.117_nan,0.00015321152892350522,0.0,0.0
5968,X69712_373.2_9.219_nan,0.00015320650530420692,0.0,0.0
8440,X89512_581.398_11.738_nan,0.00015311790296685562,0.0,0.0
1282,X12737_459.062_3.27_nan,0.00015305971169017295,0.0,0.0
5544,X66301_319.19_8.642_nan,0.0001530453906445049,0.0,0.0
5590,X66679_333.168_8.659_nan,0.00015298979730674238,0.0,0.0
9068,X92353_474.378_13.059_nan,0.00015297209206360186,0.0,0.0
2583,X32737_355.139_4.914_nan,0.0001528639731403038,0.0,0.0
3212,X42779_410.29_5.771_nan,0.00015286357505184232,0.0,0.0
4429,X56355_341.291_7.272_nan,0.00015273726380017808,0.0,0.0
747,X5472_188.07_2.234_nan,0.0001527273792600319,0.0,0.0
7362,X82102_277.216_10.552_nan,0.00015271527710343836,0.0,0.0
5769,X68008_648.352_8.865_nan,0.00015267956685254965,0.0,0.0
1225,X11855_198.185_3.045_nan,0.0001526626487456182,0.0,0.0
6566,X74902_450.1_9.605_nan,0.00015261878726161962,0.0,0.0
9048,X92294_783.429_13.05_nan,0.0001525786224314372,0.0,0.0
8075,"X87834_833.24_11.541_nan;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid",0.00015247191558616407,0.0,0.0
1577,X16847_400.197_3.545_nan,0.00015245815379989598,0.0,0.0
5842,X68661_642.447_8.983_nan,0.00015243242070768812,0.0,0.0
1293,X12878_293.113_3.159_nan,0.00015238707474385667,0.0,0.0
2533,X32047_437.18_5.053_nan,0.00015237463151311994,0.0,0.0
815,X6294_353.134_2.431_nan,0.00015234808509836928,0.0,0.0
6798,"X76982_299.2_9.983_NCGC00385373-01_C20H28O3_1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,9,10,10a-octahydro-9-hydroxy-1,4a-dimethyl-7-(1-methylethyl)-, (1S,9R)-;Massbank:NA002717 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",0.0001523172584160414,0.0,0.0
5660,X67161_289.252_8.754_nan;Spectral Match to Myristoleic acid from NIST14,0.00015226459424661458,0.0,0.0
8923,X91803_856.608_12.893_nan,0.00015218313553744614,0.0,0.0
2625,X33540_312.253_4.987_nan,0.0001520102223520128,0.0,0.0
5528,X66117_275.248_8.578_nan,0.0001519463676375594,0.0,0.0
277,X1930_258.133_0.928_nan,0.00015190172374475878,0.0,0.0
7090,X79759_853.585_10.271_nan;MGDG (18:4/18:5),0.00015188964493683164,0.0,0.0
2475,X31076_349.212_4.9_nan,0.00015188407275062594,0.0,0.0
3081,X40916_365.159_5.614_nan,0.0001518790088817408,0.0,0.0
5491,"X65808_233.153_8.362_Massbank:NA003095 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",0.00015174915699229374,0.0,0.0
5090,X62358_357.205_8.039_nan,0.00015164967422832967,0.0,0.0
7120,X79998_754.436_10.307_nan,0.00015164384993530088,0.0,0.0
227,X1611_245.113_0.823_nan,0.00015164064848172075,0.0,0.0
5252,X63953_546.162_8.263_nan,0.00015163589076621492,0.0,0.0
8714,X90810_790.246_12.452_nan;Contaminant vial septum ThermoFisher C5000-44B,0.00015155961513811485,0.0,0.0
4825,X59960_387.179_7.724_nan,0.0001515171803370733,0.0,0.0
6541,X74739_495.35_9.738_nan;Spectral Match to 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14,0.0001515137991994999,0.0,0.0
2982,X39349_359.233_5.476_nan,0.00015142808902584364,0.0,0.0
3692,X48644_382.28_6.37_nan,0.00015142508844536557,0.0,0.0
1823,X20366_325.139_3.673_nan;RIBOFLAVIN,0.00015141928448432685,0.0,0.0
2927,X38327_302.211_5.271_nan,0.00015140583273319503,0.0,0.0
975,X8177_210.149_2.631_nan,0.00015138343303609388,0.0,0.0
3952,X51718_243.149_6.711_nan,0.00015134627464669833,0.0,0.0
6447,X73962_559.286_9.68_nan,0.0001512595720629906,0.0,0.0
6582,X75112_468.295_9.785_nan,0.0001512548128916812,0.0,0.0
2155,X25522_337.127_4.338_nan,0.00015121057343448082,0.0,0.0
3435,X45810_446.202_6.049_nan,0.0001511888688902636,0.0,0.0
6273,X72468_289.179_9.476_nan,0.00015115960555692833,0.0,0.0
5866,X68811_321.242_9.002_nan,0.00015105259757852759,0.0,0.0
5475,X65703_612.374_8.52_nan,0.0001509707391192778,0.0,0.0
7568,X83849_439.305_10.736_nan,0.00015096656865202365,0.0,0.0
2359,X29005_402.176_4.451_nan,0.0001509665091037578,0.0,0.0
6094,X70715_729.293_9.272_nan,0.0001509218491542502,0.0,0.0
2099,X24770_340.139_4.163_nan,0.0001507426354184051,0.0,0.0
1932,X22340_309.133_4.022_nan,0.00015072158274280942,0.0,0.0
2679,X34404_258.17_5.059_nan,0.0001507214753857176,0.0,0.0
829,X6423_325.139_2.328_nan,0.00015065726802799344,0.0,0.0
312,X2132_180.088_0.991_nan,0.0001506564604625363,0.0,0.0
877,X6936_209.138_2.469_nan;Spectral Match to Hexaethylene glycol from NIST14,0.00015048637773119712,0.0,0.0
4068,X53106_429.311_6.859_nan,0.00015048331806606521,0.0,0.0
1314,X13256_289.118_3.287_nan,0.00015047739615964146,0.0,0.0
8837,X91360_856.608_12.616_nan,0.00015044606368258678,0.0,0.0
5452,X65541_572.4_8.493_nan,0.0001504250431129675,0.0,0.0
8496,X89767_567.481_12.116_nan,0.0001502587125502345,0.0,0.0
8138,X88136_423.325_11.453_nan,0.0001502569782080977,0.0,0.0
2657,X34102_344.17_5.061_nan,0.00015025032820184772,0.0,0.0
8719,X90826_593.597_12.433_nan,0.0001501340900837681,0.0,0.0
5887,X68959_317.21_9.03_nan,0.00015013330421442863,0.0,0.0
7011,X79037_522.378_10.168_nan,0.00015012536343531356,0.0,0.0
7445,X82712_825.46_10.617_nan,0.00015011390328758978,0.0,0.0
88,X467_311.16_0.641_nan,0.00015006942208508375,0.0,0.0
1088,X9804_367.15_2.817_nan,0.00014999916775232922,0.0,0.0
574,X3667_226.128_1.786_nan,0.0001498076093584623,0.0,0.0
8460,"X89632_833.24_12.125_nan;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid",0.00014976660766672314,0.0,0.0
3289,X43945_411.165_5.87_nan,0.00014967607574440042,0.0,0.0
8737,X90895_556.456_12.493_nan,0.0001496456771752969,0.0,0.0
