,metabolite,p,F,MS,Significance
2031,X23689_396.164_4.15_nan,0.6764559792689011,0.6669559455355989,0.678253632597433,Non-significant
2032,X23694_347.225_4.194_nan,0.6232607205334815,0.7335038217433875,0.7442498680831431,Non-significant
2033,X23704_354.154_4.06_nan,0.46719484061699246,0.9408875954617061,0.9480223825622532,Non-significant
2034,X23717_349.164_4.154_nan,0.03408641057240516,2.3353030374731802,2.2477432214459943,Significant
2035,X23741_299.167_4.16_nan,0.07268441887604477,1.9681685913475737,1.9169538513027848,Non-significant
2036,X23754_281.195_4.155_nan,2.30503157955041e-09,9.878834566600778,7.655604247328334,Significant
2037,X23757_325.128_4.169_nan,0.08158866872546293,1.910738012076452,1.8644941237053174,Non-significant
2038,X23777_414.212_4.255_nan,0.1867665307428969,1.4823991323737875,1.466960233321755,Non-significant
2039,X23790_365.159_4.159_nan,0.8222658206126805,0.48049137707719364,0.4917386746601016,Non-significant
2040,X23832_165.091_4.163_nan,0.22547779204774265,1.379213219162746,1.3695103953911485,Non-significant
2041,X23838_395.133_4.272_nan,0.08255136068496673,1.9048831733926805,1.8591350343724675,Non-significant
2042,X23842_414.175_4.188_nan,0.3545904094948787,1.1165660222783758,1.1184338307993331,Non-significant
2043,"X23848_277.118_4.164_nan;Spectral Match to L-Phenylalanine, N-acetyl- from NIST14",0.617446516845234,0.740838337354422,0.7515054138493746,Non-significant
2044,X23854_255.122_4.166_nan,9.262217916572843e-05,5.010367397202644,4.441329366219661,Significant
2045,X23887_402.27_4.175_nan,1.4704200142310094e-09,10.09433288119351,7.779299811268847,Significant
2046,X23898_580.353_4.171_nan;Spectral Match to Undecaethylene glycol from NIST14,7.951102169625311e-10,10.390514542127455,7.947089669875019,Significant
2047,X23915_250.107_4.171_nan,0.5044170967615359,0.8887631496974993,0.8970731424059393,Non-significant
2048,X23961_274.156_4.176_nan,3.392127145033579e-05,5.458923102646876,4.77564646074376,Significant
2049,X23969_252.123_4.018_nan,0.8520300364388433,0.4389441416096136,0.44985649850991233,Non-significant
2050,X23982_294.133_4.176_nan,0.08073861727130116,1.9159614697611558,1.8692735706917818,Non-significant
2051,X24004_343.222_4.177_nan,0.08403195792219603,1.8960012802949806,1.8510013029577082,Non-significant
2052,X24005_183.101_4.287_nan,0.15073510654794828,1.5967105089153502,1.5741454568972697,Non-significant
2053,X24010_325.248_4.244_nan,1.3674829351668014e-06,6.905228877234447,5.796452165492482,Significant
2054,X24014_458.165_4.176_nan,0.859880096424245,0.42757144189189916,0.438371381722192,Non-significant
2055,X24036_418.171_4.209_nan,0.193193969252477,1.464068364924019,1.4496969537241495,Non-significant
2056,X24050_402.176_4.167_nan,0.6679817478784997,0.6775151503037359,0.6887451751982653,Non-significant
2057,X24058_247.132_4.184_nan,0.04731433509059291,2.178037890128413,2.107005724868378,Significant
2058,X24060_344.186_4.18_nan,0.9312667504238626,0.30975623209523534,0.318864166477416,Non-significant
2059,X24070_330.154_4.149_nan,0.4521082360923999,0.9626960759566829,0.9692862724083566,Non-significant
2060,X24147_448.275_4.192_nan,5.599884412991658e-08,8.374020442763209,6.751907560926578,Significant
2061,X24155_365.122_4.072_nan,0.3508962013805768,1.122948041190239,1.124586887622094,Non-significant
2062,X24160_504.264_4.192_nan,5.039344356986831e-06,6.3148477391056925,5.3899071415027455,Significant
2063,X24162_300.18_4.196_nan,0.0002631723597881914,4.544758168955092,4.08479751034612,Significant
2064,X24164_246.133_4.196_nan,0.00444143517335275,3.2779848994933265,3.0624574884088527,Significant
2065,X24188_509.22_4.194_nan,2.0795368188149487e-05,5.677909127657729,4.93570389481829,Significant
2066,X24220_340.175_4.355_nan;Methyl-Domoic Acid,0.11130747119965088,1.753947935438415,1.7202718215061996,Non-significant
2067,X24228_285.152_4.19_nan,0.7677673200982696,0.5522346598860121,0.5637815066362906,Non-significant
2068,X24232_185.117_4.197_nan,0.0021745870512111715,3.600361105636679,3.3302044382376086,Significant
2069,X24238_270.133_4.141_nan,0.007973888656606315,3.01157905789663,2.8371053632347376,Significant
2070,X24261_548.29_4.391_nan,9.288807672471184e-09,9.21627971608611,7.266523081942402,Significant
2071,X24287_358.149_4.076_nan,0.30302419425357835,1.2105919871899296,1.208822057312495,Non-significant
2072,X24299_412.159_4.059_nan,0.014593629290843416,2.7333972736890386,2.597732379432063,Significant
2073,X24301_271.153_4.102_nan,0.0003791844410081999,4.381899716442286,3.9577320230229915,Significant
2074,X24312_304.138_4.205_nan,0.47932289466806544,0.9236554773285566,0.931198532760424,Non-significant
2075,X24318_367.161_4.238_nan,0.00015186974474210607,4.789857543002296,4.2737087868481725,Significant
2076,X24340_451.252_4.206_nan,0.16559867312455243,1.54691932574361,1.5275574002984056,Non-significant
2077,X24351_446.296_4.3_nan;Spectral Match to Nonaethylene glycol from NIST14,1.1176894116264844e-07,8.053335054530042,6.549793250381857,Significant
2078,X24367_503.306_4.208_Spectral Match to Undecaethylene glycol from NIST14;Spectral Match to Nonaethylene glycol from NIST14,1.5322648112787085e-10,11.1922434733435,8.388818625202026,Significant
2079,X24379_344.254_4.22_nan;Spectral Match to Leu-Leu from NIST14,0.4745133399637985,0.9304585926341236,0.9378427939710975,Non-significant
2080,X24406_340.161_4.214_nan,0.09193070673152538,1.850939096231871,1.8096623608859985,Non-significant
2081,X24407_350.196_4.149_nan,0.9182540005456304,0.334039972199884,0.34357564738595925,Non-significant
2082,X24410_317.178_4.217_nan,0.3596768892953045,1.1078577039111828,1.1100337015983373,Non-significant
2083,X24440_309.144_4.216_nan,0.2508148251280905,1.3195199887356501,1.3128309695685305,Non-significant
2084,X24447_374.181_4.217_nan,0.29276120811770684,1.2307519934911704,1.2281284929627032,Non-significant
2085,X24491_379.138_4.384_nan,0.05364724403037029,2.1171445168510967,2.052127783389116,Non-significant
2086,X24498_456.186_4.175_nan,0.28022246504419607,1.256153416117836,1.2524175901479089,Non-significant
2087,X24508_369.155_4.221_nan,0.22307561758044908,1.3851591421228064,1.3751438559496483,Non-significant
2088,X24526_397.149_4.292_nan,0.6440846612649549,0.7073564771510081,0.7183547320888483,Non-significant
2089,X24543_474.253_4.227_nan,2.439976658667478e-05,5.606330620215305,4.88361090959858,Significant
2090,X24550_324.166_4.415_nan,0.5015520147649456,0.8926985183279986,0.9009260194391949,Non-significant
2091,X24551_207.138_4.243_nan,1.6540618384641688e-06,6.818815864501681,5.737788058720247,Significant
2092,X24566_356.17_4.138_nan,0.08412130530274232,1.8954699610507217,1.8505145900658633,Non-significant
2093,X24571_408.201_4.229_nan,0.9696865027403708,0.22082762871564693,0.2280165264494427,Non-significant
2094,X24602_367.138_4.23_nan,0.4457982654371886,0.9719484957616092,0.9782982439167792,Non-significant
2095,X24639_426.175_4.306_nan,0.3271465420173527,1.1652125893087255,1.165269069021031,Non-significant
2096,X24670_318.206_4.233_nan,0.15644011026280127,1.5771061214001478,1.5558204514746,Non-significant
2097,X24706_239.128_4.241_nan;zerumboneoxide,0.5273023225019516,0.8577327693854565,0.8666574313142442,Non-significant
2098,X24707_310.128_4.074_nan;(4R)-3-methylidene-4-[(E)-3-methyl-4-(4-methyl-5-oxooxolan-2-yl)but-2-enyl]oxolan-2-one,0.05194603046002755,2.132803155350155,2.0662601769480515,Non-significant
2099,X24770_340.139_4.163_nan,0.6308314815712234,0.7239773795333573,0.7348206200825306,Non-significant
2100,X24772_406.222_4.247_nan,0.7417643975327773,0.5852937102132271,0.5968603252764175,Non-significant
2101,X24785_393.211_4.251_nan,0.00015210047082423733,4.789180738399327,4.273190929311606,Significant
2102,X24789_460.181_4.194_nan,0.05714907992937642,2.0863398298034728,2.024283845559071,Non-significant
2103,X24796_569.314_4.383_nan,8.104662532635541e-09,9.280746242556305,7.304974706848612,Significant
2104,X24821_297.133_4.148_nan,0.5236911538039873,0.8625837917824882,0.8714165534759086,Non-significant
2105,X24843_260.185_4.279_nan,0.08562573653995495,1.886601413319183,1.8423881061707936,Non-significant
2106,X24851_241.097_4.258_nan,0.10748212825357029,1.771797143145368,1.736764832132051,Non-significant
2107,X24871_223.094_4.254_nan,0.8367874982250854,0.4604997165198186,0.4716006769098388,Non-significant
2108,X24873_241.143_4.352_nan,0.7743156528385251,0.5438182339117041,0.5553481582449108,Non-significant
2109,X24892_370.186_4.258_nan,0.7452401523989491,0.5809030544184473,0.5924713258852484,Non-significant
2110,X24914_386.181_4.238_nan,0.03498521249213935,2.3229023911324203,2.23669740947717,Significant
2111,X24923_370.149_4.099_nan,0.2051637323395738,1.4312877895741365,1.4187732109001552,Non-significant
2112,X24927_349.128_4.261_nan,0.3255535376929978,1.168128912751637,1.1680719791290222,Non-significant
2113,X24933_442.207_4.242_nan,0.46318437888768327,0.9466432935018521,0.9536373772524902,Non-significant
2114,X24962_315.183_4.264_nan,0.31961096051840976,1.179104696623886,1.1786160412362543,Non-significant
2115,X24994_203.118_4.267_nan,0.7784286453306256,0.538509194912224,0.5500259587675146,Non-significant
2116,X25008_252.086_4.27_nan,0.7999212164698108,0.5104317912802746,0.521846929778064,Non-significant
2117,X25012_398.253_4.27_nan,0.16336884962496906,1.5541305728997692,1.5343141938682658,Non-significant
2118,X25018_372.165_4.216_nan;Spectral Match to Hexaethylene glycol from NIST14,0.5253522615036395,0.8603503473134976,0.8692256136690509,Non-significant
2119,X25062_291.133_4.147_nan,0.6788921011999055,0.6639213985217991,0.6752371411073791,Non-significant
2120,X25064_424.195_4.273_nan,0.8299206818432239,0.47001281823646224,0.48118684037517334,Non-significant
2121,X25094_381.154_4.278_nan,0.6557714093841639,0.692746808795329,0.703866011465807,Non-significant
2122,X25099_256.154_4.276_nan,0.006845297314574571,3.081293512445223,2.8964401125555956,Significant
2123,X25100_416.249_4.283_nan,2.5441889369586026e-07,7.673913535845569,6.306074158381063,Significant
2124,X25111_346.222_4.234_nan,0.9050303588348068,0.3570659455384639,0.366969230664389,Non-significant
2125,X25121_351.143_4.384_nan,0.8737948511865359,0.4068715703185796,0.4174439662710065,Non-significant
2126,X25123_211.133_4.281_Jasmonic Acid,5.032504665939026e-07,7.3610430803838005,6.101259761663478,Significant
2127,X25130_412.196_4.461_nan,0.8519243394835126,0.4390959201296833,0.45000971698760206,Non-significant
2128,X25151_308.221_4.303_nan,0.9963712132475636,0.09932129707017462,0.10298532748440314,Non-significant
2129,X25169_316.166_4.284_nan,0.22367820710074973,1.383662555243559,1.373726124541685,Non-significant
2130,X25182_246.17_4.286_nan,3.413608373092757e-07,7.538888926047998,6.218115191548566,Significant
2131,X25213_460.274_4.187_nan,1.629923763971905e-14,15.895753845657973,10.66135361675166,Significant
2132,X25216_300.195_4.388_nan,0.12357682881283277,1.7002466162906764,1.670534492610271,Non-significant
2133,X25226_474.197_4.244_nan,0.8656765183433024,0.4190383218112686,0.4297480492364514,Non-significant
2134,X25236_309.133_4.291_nan,0.6138419597978222,0.7453941722624118,0.756010384951209,Non-significant
2135,X25277_218.139_4.293_nan,0.005912244513115254,3.1480656738230017,2.9530281084188092,Significant
2136,X25283_353.159_4.377_nan,0.419041458198972,1.0121273907703758,1.017368168774454,Non-significant
2137,X25286_539.267_4.299_nan,1.0367142160086441e-10,11.384344281312215,8.492045008461547,Significant
2138,X25295_342.154_4.247_nan,0.7195097169427622,0.6132562218999693,0.6247815769119994,Non-significant
2139,X25324_534.311_4.298_nan;Spectral Match to Undecaethylene glycol from NIST14,2.5448293774022896e-10,10.943879659081697,8.253881181546236,Significant
2140,X25347_277.154_4.299_nan,0.4291629959660369,0.9967404921724148,1.0024183962831839,Non-significant
2141,X25359_382.186_4.362_nan,0.37697168949962784,1.0788965628408553,1.0820623202473256,Non-significant
2142,"X25393_197.117_4.482_nan;""10,12-dihydroxy-9-methyl-4,13-dimethylene-6-oxatricyclo[7.4.0.0<3,7>]tridecan- 5-one CollisionEnergy:102040""",0.4115428096186295,1.0236847636940505,1.0285870749389774,Non-significant
2143,X25409_336.216_4.342_nan,0.4438633031825844,0.9748019754668501,0.9810764397386458,Non-significant
2144,X25422_428.191_4.247_nan,0.27125089049531503,1.274890639708286,1.2703080469141597,Non-significant
2145,X25429_444.186_4.287_nan,0.4316209355787596,0.9930393978988039,0.9988201450245017,Non-significant
2146,X25435_201.112_4.305_nan,0.0014490477321312991,3.7826566033977835,3.4792657933137323,Significant
2147,X25460_224.15_4.304_nan,4.657352083841194e-07,7.396499839288599,6.124648549205548,Significant
2148,X25464_384.201_4.308_nan,0.8338131145478389,0.46463419665772426,0.47576767519668217,Non-significant
2149,X25465_356.228_4.308_nan,8.965406475122872e-09,9.233024314604156,7.27652306532492,Significant
2150,X25475_470.202_4.378_nan,0.6883143697381306,0.6521853432244391,0.6635650710899182,Non-significant
2151,X25484_227.128_4.307_nan;Jasmonic Acid,3.618823389267855e-05,5.429998489987969,4.754352423740689,Significant
2152,X25485_299.167_4.37_nan,0.6368750709140159,0.7163900160536227,0.727306317812094,Non-significant
2153,X25507_316.175_4.31_nan,0.0010421078020757318,3.930333342153394,3.598803559823183,Significant
2154,X25509_395.17_4.309_nan,0.25928089173816715,1.3006846389213502,1.2948999766167233,Non-significant
2155,X25522_337.127_4.338_nan,0.33950092562689904,1.1429514341830695,1.1438556609473043,Non-significant
2156,X25551_342.212_4.313_nan,4.450284987539129e-09,9.565058560198086,7.4730149533757535,Significant
2157,X25588_211.096_4.316_nan,0.0002340581580424836,4.597026567675346,4.1253159534815325,Significant
2158,X25655_355.139_4.367_nan,0.28426755692503447,1.247861817489307,1.2444935893331828,Non-significant
2159,X25705_274.18_4.326_nan,0.001542388707431723,3.7546579811780894,3.456479975959249,Significant
2160,X25707_411.164_4.407_nan,0.03367231669418477,2.341122164677153,2.25292354969269,Significant
2161,X25753_439.159_4.329_nan,0.2851761626635348,1.2460122953929527,1.2427254676075699,Non-significant
2162,X25761_321.133_4.33_nan,0.27906075914337225,1.2585523140552652,1.2547093214457472,Non-significant
2163,X25776_362.232_4.331_nan,0.9650655120969649,0.2337557863589525,0.24125819967358367,Non-significant
2164,X25779_330.133_4.366_nan,3.078403754081403e-08,8.6531194669119,6.924997288771444,Significant
2165,X25799_293.149_4.199_nan,0.7223610092990903,0.6096857532244937,0.6212193302243705,Non-significant
2166,X25803_343.073_4.336_nan,0.48814992793676004,0.9112696805679811,0.9190941430370686,Non-significant
2167,X25804_470.37_4.333_nan,1.6734629176389229e-09,10.03223668840012,7.743797414619266,Significant
2168,X25841_475.325_4.337_nan,5.765116814646737e-10,10.54606477388421,8.03419956686791,Significant
2169,X25842_624.379_4.334_nan,4.73822232121939e-10,10.641210193854889,8.087143695424157,Significant
2170,X25860_453.343_4.338_nan,4.6553761636037405e-10,10.649774478292336,8.091896815039883,Significant
2171,X25878_343.157_4.42_nan,0.07298391397888054,1.9661326187974661,1.9150974453777272,Non-significant
2172,X25888_321.144_4.332_nan,0.3194883593265821,1.1793327705692298,1.1788350623231172,Non-significant
2173,X25913_326.159_4.331_Methyl-Domoic Acid,0.21633739899678853,1.402130632392865,1.391211294771863,Non-significant
2174,X25930_265.143_4.342_nan,0.7623060828508803,0.5592226294583383,0.5707798568109529,Non-significant
2175,X25942_251.164_4.344_nan,1.7912936279431718e-06,6.782647038144575,5.713149238685236,Significant
2176,X25946_383.17_4.344_nan,0.5071084846433047,0.8850770670408704,0.8934634004143026,Non-significant
2177,X25963_416.191_4.324_nan,0.24540577696894972,1.3318291335315862,1.3245370068812403,Non-significant
2178,X25989_312.164_4.349_nan,0.09125935170215838,1.8546268565323731,1.813049982851098,Non-significant
2179,X26047_223.133_4.352_nan,0.5385242831748047,0.8427582720499586,0.8519568040729603,Non-significant
2180,X26052_402.233_4.361_nan,0.0002768408173314172,4.522183199929084,4.067258135924404,Significant
2181,X26060_310.164_4.355_nan,0.0037983069473132834,3.348817597939845,3.1217468388841723,Significant
2182,X26132_339.144_4.451_nan,0.36863574826562945,1.0927340646700965,1.0954336733963916,Non-significant
2183,X26133_356.17_4.439_nan,0.00613172015632676,3.1314712148979784,2.9389867316469336,Significant
2184,X26153_393.154_4.482_nan,0.6179321672315425,0.7402250443648895,0.7508988619946751,Non-significant
2185,X26244_279.122_4.37_nan,0.2770381122633249,1.2627481618567422,1.2587168486288354,Non-significant
2186,X26276_382.233_4.549_nan,1.1941932963655055e-11,12.460425356672065,9.05252446274982,Significant
2187,X26277_458.202_4.356_nan,0.6367160123777478,0.7165895225486688,0.7275039525925832,Non-significant
2188,X26287_478.279_4.372_nan,0.025187540128345145,2.478550486339566,2.374705879033367,Significant
2189,X26296_345.071_4.384_nan,0.8191312404052329,0.4847467666865905,0.4960216682329015,Non-significant
2190,X26308_384.165_4.381_nan,0.02242906977734591,2.533064674699492,2.422718101757284,Significant
2191,X26309_272.149_4.378_nan,0.11096380326469873,1.755528399794154,1.7217329776213255,Non-significant
2192,X26324_432.187_4.339_nan,0.7979795792396067,0.5129941408215462,0.5244207895587651,Non-significant
2193,X26399_428.154_4.321_nan,0.35389762697905114,1.1177591351967275,1.119584338739399,Non-significant
2194,X26400_372.259_4.38_nan,3.8968478445181315e-10,10.736207152093462,8.139751197803927,Significant
2195,X26403_398.18_4.37_nan,0.4140983823202547,1.0197304187614953,1.0247495137144236,Non-significant
2196,X26416_303.178_4.379_tetra(methoxymethyl)melamine (putative),1.6368113336774217e-09,10.042862702925174,7.749880693233364,Significant
2197,X26424_325.221_4.378_nan,1.6622725396787769e-09,10.03545588710983,7.745640722324058,Significant
2198,X26426_165.088_4.379_nan,7.414087887683139e-10,10.424309415428452,7.966073879275836,Significant
2199,X26427_195.098_4.38_nan,7.860719035539022e-10,10.396038076530324,7.950194741521956,Significant
2200,X26474_294.133_4.386_nan,0.9861286313725303,0.1629611965123648,0.16860209122027292,Non-significant
2201,X26489_256.19_4.367_nan,0.7156051785131969,0.6181410573385224,0.6296537644997894,Non-significant
2202,X26492_396.164_4.385_nan,0.03501965841254194,2.322433248898817,2.236279350824845,Significant
2203,X26523_302.211_4.502_nan,0.24050068822026938,1.3431866487298976,1.3353295703364214,Non-significant
2204,X26539_344.068_4.391_nan,0.985768003059472,0.16455900930258055,0.1702458309985112,Non-significant
2205,X26545_358.149_4.458_nan,0.05955847584157935,2.0661644967199364,2.00601754897488,Non-significant
2206,X26551_342.07_4.392_nan,0.9850987587924374,0.16746441483372354,0.17323428440271904,Non-significant
2207,X26567_365.159_4.478_nan,0.18787567230799465,1.4791973491315875,1.4639464101101278,Non-significant
2208,X26572_553.246_4.391_nan,1.672187964300347e-08,8.939233620112574,7.099782467363183,Significant
2209,X26596_281.138_4.352_nan;Massbank:NA000815 Artemisinin,0.8903131029841256,0.3812071346204266,0.39145623567680277,Non-significant
2210,X26609_356.133_4.397_nan,0.501314106768856,0.8930258349140798,0.9012464289955595,Non-significant
2211,X26611_592.317_4.568_nan,1.9854350114020993e-09,9.950284717412949,7.6967688040813025,Significant
2212,X26648_281.195_4.4_nan,2.2140505192316658e-10,11.011925653101038,8.291018254028767,Significant
2213,X26652_442.17_4.283_nan,0.1942537485595623,1.4610966449313119,1.446896323165287,Non-significant
2214,X26663_407.132_4.376_nan,0.4298749923943933,0.9956669916356865,1.0013748172468,Non-significant
2215,X26675_220.169_4.38_nan,0.3710566277186524,1.0886926933333196,1.0915297236521402,Non-significant
2216,X26694_400.196_4.386_nan,0.1601816551471507,1.564590101780694,1.5441088649891437,Non-significant
2217,X26699_330.154_4.398_nan,0.26133949121197003,1.2961807164751973,1.2906089832704433,Non-significant
2218,X26700_430.228_4.408_nan,7.891384221578707e-07,7.155535413696184,5.964790500079386,Significant
2219,X26706_317.065_4.408_nan,0.22949820871555826,1.3693797687814562,1.360188832193594,Non-significant
2220,X26716_347.205_4.404_nan,4.805224004044276e-08,8.445277509277851,6.796345667171031,Significant
2221,X26721_354.154_4.369_nan,0.3468562303604949,1.1299841329699067,1.1313675138682702,Non-significant
2222,X26725_446.202_4.404_nan,0.42064439990866964,1.0096745584589994,1.0149860517947544,Non-significant
2223,X26753_490.322_4.497_nan;Spectral Match to Nonaethylene glycol from NIST14,5.836789033507303e-08,8.354743523132246,6.739856612143964,Significant
2224,X26774_496.29_4.41_nan,0.13753814216224908,1.6447232931896774,1.6189253599834685,Non-significant
2225,X26776_440.19_4.453_nan,0.15247917373280123,1.5906483615152847,1.5684814474345545,Non-significant
2226,X26783_198.95_4.416_nan,0.016452326251101643,2.6777570838981406,2.5493472759360687,Significant
2227,X26784_249.169_4.407_nan,2.6737290847156314e-09,9.807900534520702,7.614586455542747,Significant
2228,X26805_200.948_4.419_nan,0.003381249009124131,3.4013991605461493,3.1655908680414697,Significant
2229,X26806_388.16_4.263_nan,0.7563194786866378,0.566853209973638,0.5784179727621662,Non-significant
2230,X26837_311.148_4.51_nan,0.5773201188782225,0.7920169348713272,0.8020329829362632,Non-significant
2231,X26842_342.191_4.417_nan,0.6364144305109831,0.7169678215058065,0.7278786951263231,Non-significant
2232,X26846_325.128_4.468_nan,0.9086371486111913,0.3509257323470773,0.36073459828872556,Non-significant
2233,X26850_368.17_4.403_nan,0.6177045571591688,0.7405124615312516,0.7511831230889552,Non-significant
2234,X26867_216.961_4.42_nan,0.012967831974988108,2.7880524861836706,2.6450951600573362,Significant
2235,X26881_245.128_4.418_nan,0.053461501554448475,2.1188311070663506,2.053650669063508,Non-significant
2236,X26884_218.959_4.421_nan,0.029560839096882164,2.4029482754476104,2.30784346121285,Significant
2237,X26899_380.243_4.42_nan,0.9828830425011159,0.17659027743141098,0.18261710696047828,Non-significant
2238,X26905_264.195_4.419_nan,0.06899284021876788,1.9939304424942432,1.9404224036818996,Non-significant
2239,X26928_456.186_4.546_nan,0.2599427288114733,1.2992334668135708,1.2935175507257846,Non-significant
2240,X26937_495.277_4.422_nan,0.6151582731345329,0.7437296639330043,0.754364620992027,Non-significant
2241,X26974_174.112_4.424_nan,1.4276442023846835e-09,10.108516234704457,7.787393007907771,Significant
2242,X26990_255.122_4.43_nan,0.12441064026032084,1.696775370116881,1.667313457608287,Non-significant
2243,X26997_240.196_4.395_nan,0.6258973890609699,0.7301831140920121,0.7409637301339398,Non-significant
2244,X27002_332.222_4.498_nan,0.0002138093285209171,4.637365218502421,4.156499940974261,Significant
2245,X27033_367.139_4.497_nan,0.30736341507569515,1.202228436375961,1.200805011333334,Non-significant
2246,X27038_320.222_4.347_nan,0.04922862431797064,2.1588535461293916,2.08973979912335,Significant
2247,X27042_323.148_4.434_nan,0.7718025229528017,0.5470533771718494,0.5585903778893212,Non-significant
2248,X27044_518.279_4.437_nan,2.0062169674315634e-07,7.783249754686019,6.376823639696166,Significant
2249,X27148_342.248_4.442_nan,4.059608234061425e-09,9.608769999003753,7.498629757015109,Significant
2250,X27175_474.29_4.438_nan;Spectral Match to Nonaethylene glycol from NIST14,7.413097207914071e-10,10.424374017040947,7.96611013781595,Significant
2251,X27206_412.982_4.447_nan,0.01076865392796302,2.8737391191234765,2.719020297536936,Significant
2252,X27217_414.979_4.448_nan,0.04159721496523758,2.2400758165706103,2.1626939668229492,Significant
2253,X27225_455.19_4.447_nan,0.6723746098832974,0.6720406768861472,0.6833067189591081,Non-significant
2254,X27240_318.206_4.572_nan,0.045165465825913007,2.2004729208726164,2.127170192577706,Significant
2255,X27279_317.178_4.439_nan,0.8708476751267868,0.41131911861396325,0.4219429031921098,Non-significant
2256,X27285_162.055_4.459_nan,1.5610606392460086e-07,7.898932687965456,6.451221400323097,Significant
2257,X27332_414.175_4.457_nan,0.8765659828181431,0.4026559715808883,0.4131783953483729,Non-significant
2258,X27345_250.18_4.46_nan,0.006016705139425741,3.140093155257399,2.946283992781847,Significant
2259,X27389_313.183_4.456_nan,0.23432480276103515,1.3577632188348225,1.3491691663024235,Non-significant
2260,X27392_324.228_4.462_nan,6.556428620809815e-11,11.610571459548165,8.612351986540922,Significant
2261,X27411_296.221_4.465_nan,0.9523239304681418,0.2654272542794738,0.2736479996943218,Non-significant
2262,X27414_169.122_4.471_nan,1.7546016960699207e-05,5.754041380445872,4.990874353484998,Significant
2263,X27416_366.154_4.466_nan,0.7346624465092478,0.5942431748357005,0.6058023582105784,Non-significant
2264,X27447_583.293_4.473_nan,1.2188324537271208e-10,11.304681204160422,8.449357548765013,Significant
2265,X27451_298.201_4.471_nan,0.8587998407042814,0.4291485741000566,0.4399646367566405,Non-significant
2266,X27463_283.153_4.469_nan,0.2794594587438541,1.2577281100050093,1.2539219784984845,Non-significant
2267,X27472_400.16_4.344_nan,0.10331911496469807,1.7918950030754157,1.7553126298932353,Non-significant
2268,X27473_363.227_4.472_nan,0.0042074944404302105,3.302503541826406,3.0830099940971176,Significant
2269,X27486_437.236_4.486_nan,0.0006783670554442074,4.12228114789888,3.7525755894308666,Significant
2270,X27489_312.144_4.526_nan,0.5844472632607689,0.7828437962003402,0.7929893781797488,Non-significant
2271,X27492_504.3_4.378_nan,4.790543517409576e-15,16.560049057627186,10.944358969552061,Significant
2272,X27555_298.222_4.414_nan,4.561486666203427e-10,10.659668358310867,8.097385284770242,Significant
2273,"X27647_211.133_4.484_nan;NCGC00169769-02_C15H22O2_2-Naphthaleneacetic acid, 1,2,3,5,6,7,8,8a-octahydro-8,8a-dimethyl-alpha-methylene-, (2R,8S,8aR)-",0.2214635222375776,1.389179733501777,1.3789519062458806,Non-significant
2274,X27652_430.17_4.341_nan,0.7368479466102542,0.5914920867112673,0.6030541336449201,Non-significant
2275,X27653_274.164_4.448_nan,0.30597160591632583,1.2049010011679058,1.2033673361925779,Non-significant
2276,X27659_369.038_4.487_nan,0.2092360102855391,1.4205083442809057,1.4085897183748248,Non-significant
2277,X27666_432.28_4.487_nan,1.768249318894748e-05,5.750568390648605,4.988362883295713,Significant
2278,X27704_285.123_4.487_nan,0.00013660823752454455,4.837075057498266,4.309785911728407,Significant
2279,X27711_297.133_4.56_nan;ingenol CollisionEnergy:102040,0.3489854462005563,1.126268373693342,1.1277870627657802,Non-significant
2280,X27712_180.159_4.501_nan,0.0005481851249297826,4.217431426787986,3.828139642817001,Significant
2281,X27750_444.186_4.553_nan,0.8199350265560037,0.4836574536781529,0.49492540744573726,Non-significant
2282,X27755_314.217_4.495_nan,0.0003205289841430867,4.456846690654553,4.016361600426689,Significant
2283,X27768_381.212_4.49_nan,0.25830331027484577,1.302833660188839,1.2969469479667597,Non-significant
2284,X27782_381.154_4.497_nan,0.8206558956837362,0.48267941881245385,0.49394106513730174,Non-significant
2285,X27796_265.154_4.373_nan;Spectral Match to Phe-Phe from NIST14,0.6149607424246764,0.7439793861311705,0.7546115428277895,Non-significant
2286,X27815_430.207_4.428_nan,0.9356569779121904,0.3011066186376717,0.31005224655156055,Non-significant
2287,X27833_274.18_4.611_nan,0.09504593724259428,1.834146131839476,1.7942258351447535,Non-significant
2288,X27839_211.096_4.542_nan;N-ACETYL-ASPARTIC ACID,0.9879003543632054,0.15474451792723173,0.16014637333448023,Non-significant
2289,X27840_163.133_4.497_nan,0.0007630991984802597,4.069691655620387,3.710623862383478,Significant
2290,X27861_386.181_4.526_nan,0.5374024077664477,0.8442486785452016,0.8534206171587245,Non-significant
2291,X27865_460.274_4.507_nan,8.804566202947192e-09,9.241580352172795,7.281629391341808,Significant
2292,X27890_346.083_4.512_nan,0.9691382576731677,0.2224129614315548,0.22964093832788043,Non-significant
2293,X27902_414.212_4.589_nan,0.5862756398318574,0.7804969654686805,0.7906747870101637,Non-significant
2294,X27913_397.149_4.507_nan,0.21554028044952095,1.4041677745861836,1.393138708362131,Non-significant
2295,X27918_344.085_4.513_nan,0.9793307382187517,0.1899368392005399,0.19632884723681443,Non-significant
2296,X27931_342.154_4.543_nan,0.8298590332602556,0.4700977226231681,0.4812723688145844,Non-significant
2297,X27946_382.186_4.509_nan,0.861901544923261,0.4246093087009718,0.435378502749825,Non-significant
